MinMax,Path,Stage3_Outlay_Amount,Stage3_Outlay_Type,Stage4_Function,Stage4_Row_Type,pillar3_cumsum,pillar4_rank_n,t,pillar4_cumsum,Stage4_Top,Stage4_Bot,Stage3_Top,Stage3_Bot,sigmoid,curve_top_out,curve_bot_out
Max,98,41023000000.0,Outlay,Spacer 10,Spacer,,10.0,-6.0,233908000000.0,233908000000.0,192885000000.0,142694000000.0,142694000000.0,0.002472623156634775,142919537848.60928,142818103428.85464
Max,98,22368000000.0,Outlay,Medicare,Real,165062000000.0,11.0,-6.0,256276000000.0,256276000000.0,233908000000.0,165062000000.0,142694000000.0,0.002472623156634775,165287537848.60928,142919537848.60928
Max,98,41023000000.0,Outlay,Spacer 12,Spacer,,12.0,-6.0,297299000000.0,297299000000.0,256276000000.0,165062000000.0,165062000000.0,0.002472623156634775,165388972268.36392,165287537848.60928
Max,98,27440000000.0,Outlay,Net Interest,Real,192502000000.0,13.0,-6.0,324739000000.0,324739000000.0,297299000000.0,192502000000.0,165062000000.0,0.002472623156634775,192828972268.36392,165388972268.36392
Max,98,41023000000.0,Outlay,Spacer 14,Spacer,,14.0,-6.0,365762000000.0,365762000000.0,324739000000.0,192502000000.0,192502000000.0,0.002472623156634775,192930406688.11853,192828972268.36392
Max,98,35956000000.0,Outlay,Income Security,Real,228458000000.0,15.0,-6.0,401718000000.0,401718000000.0,365762000000.0,228458000000.0,192502000000.0,0.002472623156634775,228886406688.11853,192930406688.11853
Max,98,41023000000.0,Outlay,Spacer 16,Spacer,,16.0,-6.0,442741000000.0,442741000000.0,401718000000.0,228458000000.0,228458000000.0,0.002472623156634775,228987841107.87317,228886406688.11853
Max,98,39612000000.0,Outlay,Health,Real,268070000000.0,17.0,-6.0,482353000000.0,482353000000.0,442741000000.0,268070000000.0,228458000000.0,0.002472623156634775,268599841107.87317,228987841107.87317
Max,98,41023000000.0,Outlay,Spacer 18,Spacer,,18.0,-6.0,523376000000.0,523376000000.0,482353000000.0,268070000000.0,268070000000.0,0.002472623156634775,268701275527.6278,268599841107.87317
Max,98,40373000000.0,Outlay,National Defense,Real,308443000000.0,19.0,-6.0,563749000000.0,563749000000.0,523376000000.0,308443000000.0,268070000000.0,0.002472623156634775,309074275527.6278,268701275527.6278
Max,98,41023000000.0,Outlay,Spacer 20,Spacer,,20.0,-6.0,604772000000.0,604772000000.0,563749000000.0,308443000000.0,308443000000.0,0.002472623156634775,309175709947.38245,309074275527.6278
Max,98,78634000000.0,Outlay,Social Security,Real,387077000000.0,21.0,-6.0,683406000000.0,683406000000.0,604772000000.0,387077000000.0,308443000000.0,0.002472623156634775,387809709947.38245,309175709947.38245
Max,98,182428000000.0,Surplus,Surplus,Real,569505000000.0,22.0,-6.0,865834000000.0,0.0,0.0,0.0,0.0,0.002472623156634775,0.0,0.0
Min,1,113901000000.0,Dummy,Dummy_Function,Spacer,113901000000.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.002472623156634775,0.0,0.0
Min,1,4177000000.0,Outlay,Other,Real,118078000000.0,1.0,-6.0,4177000000.0,4177000000.0,0.0,118078000000.0,113901000000.0,0.002472623156634775,117796365749.83614,113619365749.83614
Min,1,41023000000.0,Outlay,Spacer 2,Spacer,,2.0,-6.0,45200000000.0,45200000000.0,4177000000.0,118078000000.0,118078000000.0,0.002472623156634775,117897800169.59077,117796365749.83614
Min,1,4239000000.0,Outlay,Administration of Justice,Real,122317000000.0,3.0,-6.0,49439000000.0,49439000000.0,45200000000.0,122317000000.0,118078000000.0,0.002472623156634775,122136800169.59077,117897800169.59077
Min,1,41023000000.0,Outlay,Spacer 4,Spacer,,4.0,-6.0,90462000000.0,90462000000.0,49439000000.0,122317000000.0,122317000000.0,0.002472623156634775,122238234589.3454,122136800169.59077
Min,1,5986000000.0,Outlay,Transportation,Real,128303000000.0,5.0,-6.0,96448000000.0,96448000000.0,90462000000.0,128303000000.0,122317000000.0,0.002472623156634775,128224234589.3454,122238234589.3454
Min,1,41023000000.0,Outlay,Spacer 6,Spacer,,6.0,-6.0,137471000000.0,137471000000.0,96448000000.0,128303000000.0,128303000000.0,0.002472623156634775,128325669009.10002,128224234589.3454
Min,1,7035000000.0,Outlay,Veterans Benefits and Services,Real,135338000000.0,7.0,-6.0,144506000000.0,144506000000.0,137471000000.0,135338000000.0,128303000000.0,0.002472623156634775,135360669009.10002,128325669009.10002
Min,1,41023000000.0,Outlay,Spacer 8,Spacer,,8.0,-6.0,185529000000.0,185529000000.0,144506000000.0,135338000000.0,135338000000.0,0.002472623156634775,135462103428.85466,135360669009.10002
Min,1,7356000000.0,Outlay,"Education, Training, Employment, and Social Services",Real,142694000000.0,9.0,-6.0,192885000000.0,192885000000.0,185529000000.0,142694000000.0,135338000000.0,0.002472623156634775,142818103428.85464,135462103428.85466
Min,1,41023000000.0,Outlay,Spacer 10,Spacer,,10.0,-6.0,233908000000.0,233908000000.0,192885000000.0,142694000000.0,142694000000.0,0.002472623156634775,142919537848.60928,142818103428.85464
Min,1,22368000000.0,Outlay,Medicare,Real,165062000000.0,11.0,-6.0,256276000000.0,256276000000.0,233908000000.0,165062000000.0,142694000000.0,0.002472623156634775,165287537848.60928,142919537848.60928
Min,1,41023000000.0,Outlay,Spacer 12,Spacer,,12.0,-6.0,297299000000.0,297299000000.0,256276000000.0,165062000000.0,165062000000.0,0.002472623156634775,165388972268.36392,165287537848.60928
Min,1,27440000000.0,Outlay,Net Interest,Real,192502000000.0,13.0,-6.0,324739000000.0,324739000000.0,297299000000.0,192502000000.0,165062000000.0,0.002472623156634775,192828972268.36392,165388972268.36392
Min,1,41023000000.0,Outlay,Spacer 14,Spacer,,14.0,-6.0,365762000000.0,365762000000.0,324739000000.0,192502000000.0,192502000000.0,0.002472623156634775,192930406688.11853,192828972268.36392
Min,1,35956000000.0,Outlay,Income Security,Real,228458000000.0,15.0,-6.0,401718000000.0,401718000000.0,365762000000.0,228458000000.0,192502000000.0,0.002472623156634775,228886406688.11853,192930406688.11853
Min,1,41023000000.0,Outlay,Spacer 16,Spacer,,16.0,-6.0,442741000000.0,442741000000.0,401718000000.0,228458000000.0,228458000000.0,0.002472623156634775,228987841107.87317,228886406688.11853
Min,1,39612000000.0,Outlay,Health,Real,268070000000.0,17.0,-6.0,482353000000.0,482353000000.0,442741000000.0,268070000000.0,228458000000.0,0.002472623156634775,268599841107.87317,228987841107.87317
Min,1,41023000000.0,Outlay,Spacer 18,Spacer,,18.0,-6.0,523376000000.0,523376000000.0,482353000000.0,268070000000.0,268070000000.0,0.002472623156634775,268701275527.6278,268599841107.87317
Min,1,40373000000.0,Outlay,National Defense,Real,308443000000.0,19.0,-6.0,563749000000.0,563749000000.0,523376000000.0,308443000000.0,268070000000.0,0.002472623156634775,309074275527.6278,268701275527.6278
Min,1,41023000000.0,Outlay,Spacer 20,Spacer,,20.0,-6.0,604772000000.0,604772000000.0,563749000000.0,308443000000.0,308443000000.0,0.002472623156634775,309175709947.38245,309074275527.6278
Min,1,78634000000.0,Outlay,Social Security,Real,387077000000.0,21.0,-6.0,683406000000.0,683406000000.0,604772000000.0,387077000000.0,308443000000.0,0.002472623156634775,387809709947.38245,309175709947.38245
Min,1,182428000000.0,Surplus,Surplus,Real,569505000000.0,22.0,-6.0,865834000000.0,0.0,0.0,0.0,0.0,0.002472623156634775,0.0,0.0
Max,97,113901000000.0,Dummy,Dummy_Function,Spacer,113901000000.0,0.0,-5.75,0.0,0.0,0.0,0.0,0.0,0.0031726828424851906,0.0,0.0
Max,97,4177000000.0,Outlay,Other,Real,118078000000.0,1.0,-5.75,4177000000.0,4177000000.0,0.0,118078000000.0,113901000000.0,0.0031726828424851906,117716628251.55809,113539628251.55809
Max,97,41023000000.0,Outlay,Spacer 2,Spacer,,2.0,-5.75,45200000000.0,45200000000.0,4177000000.0,118078000000.0,118078000000.0,0.0031726828424851906,117846781219.80536,117716628251.55809
Max,97,4239000000.0,Outlay,Administration of Justice,Real,122317000000.0,3.0,-5.75,49439000000.0,49439000000.0,45200000000.0,122317000000.0,118078000000.0,0.0031726828424851906,122085781219.80536,117846781219.80536
Max,97,41023000000.0,Outlay,Spacer 4,Spacer,,4.0,-5.75,90462000000.0,90462000000.0,49439000000.0,122317000000.0,122317000000.0,0.0031726828424851906,122215934188.05263,122085781219.80536
Max,97,5986000000.0,Outlay,Transportation,Real,128303000000.0,5.0,-5.75,96448000000.0,96448000000.0,90462000000.0,128303000000.0,122317000000.0,0.0031726828424851906,128201934188.05263,122215934188.05263
Max,97,41023000000.0,Outlay,Spacer 6,Spacer,,6.0,-5.75,137471000000.0,137471000000.0,96448000000.0,128303000000.0,128303000000.0,0.0031726828424851906,128332087156.29991,128201934188.05263
Max,97,7035000000.0,Outlay,Veterans Benefits and Services,Real,135338000000.0,7.0,-5.75,144506000000.0,144506000000.0,137471000000.0,135338000000.0,128303000000.0,0.0031726828424851906,135367087156.29991,128332087156.29991
Max,97,41023000000.0,Outlay,Spacer 8,Spacer,,8.0,-5.75,185529000000.0,185529000000.0,144506000000.0,135338000000.0,135338000000.0,0.0031726828424851906,135497240124.54718,135367087156.29991
Max,97,7356000000.0,Outlay,"Education, Training, Employment, and Social Services",Real,142694000000.0,9.0,-5.75,192885000000.0,192885000000.0,185529000000.0,142694000000.0,135338000000.0,0.0031726828424851906,142853240124.54718,135497240124.54718
Max,97,41023000000.0,Outlay,Spacer 10,Spacer,,10.0,-5.75,233908000000.0,233908000000.0,192885000000.0,142694000000.0,142694000000.0,0.0031726828424851906,142983393092.79443,142853240124.54718
Max,97,22368000000.0,Outlay,Medicare,Real,165062000000.0,11.0,-5.75,256276000000.0,256276000000.0,233908000000.0,165062000000.0,142694000000.0,0.0031726828424851906,165351393092.79443,142983393092.79443
Max,97,41023000000.0,Outlay,Spacer 12,Spacer,,12.0,-5.75,297299000000.0,297299000000.0,256276000000.0,165062000000.0,165062000000.0,0.0031726828424851906,165481546061.04172,165351393092.79443
Max,97,27440000000.0,Outlay,Net Interest,Real,192502000000.0,13.0,-5.75,324739000000.0,324739000000.0,297299000000.0,192502000000.0,165062000000.0,0.0031726828424851906,192921546061.04172,165481546061.04172
Max,97,41023000000.0,Outlay,Spacer 14,Spacer,,14.0,-5.75,365762000000.0,365762000000.0,324739000000.0,192502000000.0,192502000000.0,0.0031726828424851906,193051699029.28897,192921546061.04172
Max,97,35956000000.0,Outlay,Income Security,Real,228458000000.0,15.0,-5.75,401718000000.0,401718000000.0,365762000000.0,228458000000.0,192502000000.0,0.0031726828424851906,229007699029.28897,193051699029.28897
Max,97,41023000000.0,Outlay,Spacer 16,Spacer,,16.0,-5.75,442741000000.0,442741000000.0,401718000000.0,228458000000.0,228458000000.0,0.0031726828424851906,229137851997.53625,229007699029.28897
Max,97,39612000000.0,Outlay,Health,Real,268070000000.0,17.0,-5.75,482353000000.0,482353000000.0,442741000000.0,268070000000.0,228458000000.0,0.0031726828424851906,268749851997.53625,229137851997.53625
Max,97,41023000000.0,Outlay,Spacer 18,Spacer,,18.0,-5.75,523376000000.0,523376000000.0,482353000000.0,268070000000.0,268070000000.0,0.0031726828424851906,268880004965.78354,268749851997.53625
Max,97,40373000000.0,Outlay,National Defense,Real,308443000000.0,19.0,-5.75,563749000000.0,563749000000.0,523376000000.0,308443000000.0,268070000000.0,0.0031726828424851906,309253004965.7835,268880004965.78354
Max,97,41023000000.0,Outlay,Spacer 20,Spacer,,20.0,-5.75,604772000000.0,604772000000.0,563749000000.0,308443000000.0,308443000000.0,0.0031726828424851906,309383157934.0308,309253004965.7835
Max,97,78634000000.0,Outlay,Social Security,Real,387077000000.0,21.0,-5.75,683406000000.0,683406000000.0,604772000000.0,387077000000.0,308443000000.0,0.0031726828424851906,388017157934.0308,309383157934.0308
Max,97,182428000000.0,Surplus,Surplus,Real,569505000000.0,22.0,-5.75,865834000000.0,0.0,0.0,0.0,0.0,0.0031726828424851906,0.0,0.0
Min,2,113901000000.0,Dummy,Dummy_Function,Spacer,113901000000.0,0.0,-5.75,0.0,0.0,0.0,0.0,0.0,0.0031726828424851906,0.0,0.0
Min,2,4177000000.0,Outlay,Other,Real,118078000000.0,1.0,-5.75,4177000000.0,4177000000.0,0.0,118078000000.0,113901000000.0,0.0031726828424851906,117716628251.55809,113539628251.55809
Min,2,41023000000.0,Outlay,Spacer 2,Spacer,,2.0,-5.75,45200000000.0,45200000000.0,4177000000.0,118078000000.0,118078000000.0,0.0031726828424851906,117846781219.80536,117716628251.55809
Min,2,4239000000.0,Outlay,Administration of Justice,Real,122317000000.0,3.0,-5.75,49439000000.0,49439000000.0,45200000000.0,122317000000.0,118078000000.0,0.0031726828424851906,122085781219.80536,117846781219.80536
Min,2,41023000000.0,Outlay,Spacer 4,Spacer,,4.0,-5.75,90462000000.0,90462000000.0,49439000000.0,122317000000.0,122317000000.0,0.0031726828424851906,122215934188.05263,122085781219.80536
Min,2,5986000000.0,Outlay,Transportation,Real,128303000000.0,5.0,-5.75,96448000000.0,96448000000.0,90462000000.0,128303000000.0,122317000000.0,0.0031726828424851906,128201934188.05263,122215934188.05263
Min,2,41023000000.0,Outlay,Spacer 6,Spacer,,6.0,-5.75,137471000000.0,137471000000.0,96448000000.0,128303000000.0,128303000000.0,0.0031726828424851906,128332087156.29991,128201934188.05263
Min,2,7035000000.0,Outlay,Veterans Benefits and Services,Real,135338000000.0,7.0,-5.75,144506000000.0,144506000000.0,137471000000.0,135338000000.0,128303000000.0,0.0031726828424851906,135367087156.29991,128332087156.29991
Min,2,41023000000.0,Outlay,Spacer 8,Spacer,,8.0,-5.75,185529000000.0,185529000000.0,144506000000.0,135338000000.0,135338000000.0,0.0031726828424851906,135497240124.54718,135367087156.29991
Min,2,7356000000.0,Outlay,"Education, Training, Employment, and Social Services",Real,142694000000.0,9.0,-5.75,192885000000.0,192885000000.0,185529000000.0,142694000000.0,135338000000.0,0.0031726828424851906,142853240124.54718,135497240124.54718
Min,2,41023000000.0,Outlay,Spacer 10,Spacer,,10.0,-5.75,233908000000.0,233908000000.0,192885000000.0,142694000000.0,142694000000.0,0.0031726828424851906,142983393092.79443,142853240124.54718
Min,2,22368000000.0,Outlay,Medicare,Real,165062000000.0,11.0,-5.75,256276000000.0,256276000000.0,233908000000.0,165062000000.0,142694000000.0,0.0031726828424851906,165351393092.79443,142983393092.79443
Min,2,41023000000.0,Outlay,Spacer 12,Spacer,,12.0,-5.75,297299000000.0,297299000000.0,256276000000.0,165062000000.0,165062000000.0,0.0031726828424851906,165481546061.04172,165351393092.79443
Min,2,27440000000.0,Outlay,Net Interest,Real,192502000000.0,13.0,-5.75,324739000000.0,324739000000.0,297299000000.0,192502000000.0,165062000000.0,0.0031726828424851906,192921546061.04172,165481546061.04172
Min,2,41023000000.0,Outlay,Spacer 14,Spacer,,14.0,-5.75,365762000000.0,365762000000.0,324739000000.0,192502000000.0,192502000000.0,0.0031726828424851906,193051699029.28897,192921546061.04172
Min,2,35956000000.0,Outlay,Income Security,Real,228458000000.0,15.0,-5.75,401718000000.0,401718000000.0,365762000000.0,228458000000.0,192502000000.0,0.0031726828424851906,229007699029.28897,193051699029.28897
Min,2,41023000000.0,Outlay,Spacer 16,Spacer,,16.0,-5.75,442741000000.0,442741000000.0,401718000000.0,228458000000.0,228458000000.0,0.0031726828424851906,229137851997.53625,229007699029.28897
Min,2,39612000000.0,Outlay,Health,Real,268070000000.0,17.0,-5.75,482353000000.0,482353000000.0,442741000000.0,268070000000.0,228458000000.0,0.0031726828424851906,268749851997.53625,229137851997.53625
Min,2,41023000000.0,Outlay,Spacer 18,Spacer,,18.0,-5.75,523376000000.0,523376000000.0,482353000000.0,268070000000.0,268070000000.0,0.0031726828424851906,268880004965.78354,268749851997.53625
Min,2,40373000000.0,Outlay,National Defense,Real,308443000000.0,19.0,-5.75,563749000000.0,563749000000.0,523376000000.0,308443000000.0,268070000000.0,0.0031726828424851906,309253004965.7835,268880004965.78354
Min,2,41023000000.0,Outlay,Spacer 20,Spacer,,20.0,-5.75,604772000000.0,604772000000.0,563749000000.0,308443000000.0,308443000000.0,0.0031726828424851906,309383157934.0308,309253004965.7835
Min,2,78634000000.0,Outlay,Social Security,Real,387077000000.0,21.0,-5.75,683406000000.0,683406000000.0,604772000000.0,387077000000.0,308443000000.0,0.0031726828424851906,388017157934.0308,309383157934.0308
Min,2,182428000000.0,Surplus,Surplus,Real,569505000000.0,22.0,-5.75,865834000000.0,0.0,0.0,0.0,0.0,0.0031726828424851906,0.0,0.0
Max,96,113901000000.0,Dummy,Dummy_Function,Spacer,113901000000.0,0.0,-5.5,0.0,0.0,0.0,0.0,0.0,0.0040701377158961285,0.0,0.0
Max,96,4177000000.0,Outlay,Other,Real,118078000000.0,1.0,-5.5,4177000000.0,4177000000.0,0.0,118078000000.0,113901000000.0,0.0040701377158961285,117614407244.02171,113437407244.02171
Max,96,41023000000.0,Outlay,Spacer 2,Spacer,,2.0,-5.5,45200000000.0,45200000000.0,4177000000.0,118078000000.0,118078000000.0,0.0040701377158961285,117781376503.54092,117614407244.02171
Max,96,4239000000.0,Outlay,Administration of Justice,Real,122317000000.0,3.0,-5.5,49439000000.0,49439000000.0,45200000000.0,122317000000.0,118078000000.0,0.0040701377158961285,122020376503.54092,117781376503.54092
Max,96,41023000000.0,Outlay,Spacer 4,Spacer,,4.0,-5.5,90462000000.0,90462000000.0,49439000000.0,122317000000.0,122317000000.0,0.0040701377158961285,122187345763.06013,122020376503.54092
Max,96,5986000000.0,Outlay,Transportation,Real,128303000000.0,5.0,-5.5,96448000000.0,96448000000.0,90462000000.0,128303000000.0,122317000000.0,0.0040701377158961285,128173345763.06013,122187345763.06013
Max,96,41023000000.0,Outlay,Spacer 6,Spacer,,6.0,-5.5,137471000000.0,137471000000.0,96448000000.0,128303000000.0,128303000000.0,0.0040701377158961285,128340315022.57933,128173345763.06013
Max,96,7035000000.0,Outlay,Veterans Benefits and Services,Real,135338000000.0,7.0,-5.5,144506000000.0,144506000000.0,137471000000.0,135338000000.0,128303000000.0,0.0040701377158961285,135375315022.57933,128340315022.57933
Max,96,41023000000.0,Outlay,Spacer 8,Spacer,,8.0,-5.5,185529000000.0,185529000000.0,144506000000.0,135338000000.0,135338000000.0,0.0040701377158961285,135542284282.09854,135375315022.57933
Max,96,7356000000.0,Outlay,"Education, Training, Employment, and Social Services",Real,142694000000.0,9.0,-5.5,192885000000.0,192885000000.0,185529000000.0,142694000000.0,135338000000.0,0.0040701377158961285,142898284282.09854,135542284282.09854
Max,96,41023000000.0,Outlay,Spacer 10,Spacer,,10.0,-5.5,233908000000.0,233908000000.0,192885000000.0,142694000000.0,142694000000.0,0.0040701377158961285,143065253541.61774,142898284282.09854
Max,96,22368000000.0,Outlay,Medicare,Real,165062000000.0,11.0,-5.5,256276000000.0,256276000000.0,233908000000.0,165062000000.0,142694000000.0,0.0040701377158961285,165433253541.61774,143065253541.61774
Max,96,41023000000.0,Outlay,Spacer 12,Spacer,,12.0,-5.5,297299000000.0,297299000000.0,256276000000.0,165062000000.0,165062000000.0,0.0040701377158961285,165600222801.13696,165433253541.61774
Max,96,27440000000.0,Outlay,Net Interest,Real,192502000000.0,13.0,-5.5,324739000000.0,324739000000.0,297299000000.0,192502000000.0,165062000000.0,0.0040701377158961285,193040222801.13696,165600222801.13696
Max,96,41023000000.0,Outlay,Spacer 14,Spacer,,14.0,-5.5,365762000000.0,365762000000.0,324739000000.0,192502000000.0,192502000000.0,0.0040701377158961285,193207192060.65616,193040222801.13696
Max,96,35956000000.0,Outlay,Income Security,Real,228458000000.0,15.0,-5.5,401718000000.0,401718000000.0,365762000000.0,228458000000.0,192502000000.0,0.0040701377158961285,229163192060.65616,193207192060.65616
Max,96,41023000000.0,Outlay,Spacer 16,Spacer,,16.0,-5.5,442741000000.0,442741000000.0,401718000000.0,228458000000.0,228458000000.0,0.0040701377158961285,229330161320.17538,229163192060.65616
Max,96,39612000000.0,Outlay,Health,Real,268070000000.0,17.0,-5.5,482353000000.0,482353000000.0,442741000000.0,268070000000.0,228458000000.0,0.0040701377158961285,268942161320.17538,229330161320.17538
Max,96,41023000000.0,Outlay,Spacer 18,Spacer,,18.0,-5.5,523376000000.0,523376000000.0,482353000000.0,268070000000.0,268070000000.0,0.0040701377158961285,269109130579.69458,268942161320.17538
Max,96,40373000000.0,Outlay,National Defense,Real,308443000000.0,19.0,-5.5,563749000000.0,563749000000.0,523376000000.0,308443000000.0,268070000000.0,0.0040701377158961285,309482130579.6946,269109130579.69458
Max,96,41023000000.0,Outlay,Spacer 20,Spacer,,20.0,-5.5,604772000000.0,604772000000.0,563749000000.0,308443000000.0,308443000000.0,0.0040701377158961285,309649099839.2138,309482130579.6946
Max,96,78634000000.0,Outlay,Social Security,Real,387077000000.0,21.0,-5.5,683406000000.0,683406000000.0,604772000000.0,387077000000.0,308443000000.0,0.0040701377158961285,388283099839.2138,309649099839.2138
Max,96,182428000000.0,Surplus,Surplus,Real,569505000000.0,22.0,-5.5,865834000000.0,0.0,0.0,0.0,0.0,0.0040701377158961285,0.0,0.0
Min,3,113901000000.0,Dummy,Dummy_Function,Spacer,113901000000.0,0.0,-5.5,0.0,0.0,0.0,0.0,0.0,0.0040701377158961285,0.0,0.0
Min,3,4177000000.0,Outlay,Other,Real,118078000000.0,1.0,-5.5,4177000000.0,4177000000.0,0.0,118078000000.0,113901000000.0,0.0040701377158961285,117614407244.02171,113437407244.02171
Min,3,41023000000.0,Outlay,Spacer 2,Spacer,,2.0,-5.5,45200000000.0,45200000000.0,4177000000.0,118078000000.0,118078000000.0,0.0040701377158961285,117781376503.54092,117614407244.02171
Min,3,4239000000.0,Outlay,Administration of Justice,Real,122317000000.0,3.0,-5.5,49439000000.0,49439000000.0,45200000000.0,122317000000.0,118078000000.0,0.0040701377158961285,122020376503.54092,117781376503.54092
Min,3,41023000000.0,Outlay,Spacer 4,Spacer,,4.0,-5.5,90462000000.0,90462000000.0,49439000000.0,122317000000.0,122317000000.0,0.0040701377158961285,122187345763.06013,122020376503.54092
Min,3,5986000000.0,Outlay,Transportation,Real,128303000000.0,5.0,-5.5,96448000000.0,96448000000.0,90462000000.0,128303000000.0,122317000000.0,0.0040701377158961285,128173345763.06013,122187345763.06013
Min,3,41023000000.0,Outlay,Spacer 6,Spacer,,6.0,-5.5,137471000000.0,137471000000.0,96448000000.0,128303000000.0,128303000000.0,0.0040701377158961285,128340315022.57933,128173345763.06013
Min,3,7035000000.0,Outlay,Veterans Benefits and Services,Real,135338000000.0,7.0,-5.5,144506000000.0,144506000000.0,137471000000.0,135338000000.0,128303000000.0,0.0040701377158961285,135375315022.57933,128340315022.57933
Min,3,41023000000.0,Outlay,Spacer 8,Spacer,,8.0,-5.5,185529000000.0,185529000000.0,144506000000.0,135338000000.0,135338000000.0,0.0040701377158961285,135542284282.09854,135375315022.57933
Min,3,7356000000.0,Outlay,"Education, Training, Employment, and Social Services",Real,142694000000.0,9.0,-5.5,192885000000.0,192885000000.0,185529000000.0,142694000000.0,135338000000.0,0.0040701377158961285,142898284282.09854,135542284282.09854
Min,3,41023000000.0,Outlay,Spacer 10,Spacer,,10.0,-5.5,233908000000.0,233908000000.0,192885000000.0,142694000000.0,142694000000.0,0.0040701377158961285,143065253541.61774,142898284282.09854
Min,3,22368000000.0,Outlay,Medicare,Real,165062000000.0,11.0,-5.5,256276000000.0,256276000000.0,233908000000.0,165062000000.0,142694000000.0,0.0040701377158961285,165433253541.61774,143065253541.61774
Min,3,41023000000.0,Outlay,Spacer 12,Spacer,,12.0,-5.5,297299000000.0,297299000000.0,256276000000.0,165062000000.0,165062000000.0,0.0040701377158961285,165600222801.13696,165433253541.61774
Min,3,27440000000.0,Outlay,Net Interest,Real,192502000000.0,13.0,-5.5,324739000000.0,324739000000.0,297299000000.0,192502000000.0,165062000000.0,0.0040701377158961285,193040222801.13696,165600222801.13696
Min,3,41023000000.0,Outlay,Spacer 14,Spacer,,14.0,-5.5,365762000000.0,365762000000.0,324739000000.0,192502000000.0,192502000000.0,0.0040701377158961285,193207192060.65616,193040222801.13696
Min,3,35956000000.0,Outlay,Income Security,Real,228458000000.0,15.0,-5.5,401718000000.0,401718000000.0,365762000000.0,228458000000.0,192502000000.0,0.0040701377158961285,229163192060.65616,193207192060.65616
Min,3,41023000000.0,Outlay,Spacer 16,Spacer,,16.0,-5.5,442741000000.0,442741000000.0,401718000000.0,228458000000.0,228458000000.0,0.0040701377158961285,229330161320.17538,229163192060.65616
Min,3,39612000000.0,Outlay,Health,Real,268070000000.0,17.0,-5.5,482353000000.0,482353000000.0,442741000000.0,268070000000.0,228458000000.0,0.0040701377158961285,268942161320.17538,229330161320.17538
Min,3,41023000000.0,Outlay,Spacer 18,Spacer,,18.0,-5.5,523376000000.0,523376000000.0,482353000000.0,268070000000.0,268070000000.0,0.0040701377158961285,269109130579.69458,268942161320.17538
Min,3,40373000000.0,Outlay,National Defense,Real,308443000000.0,19.0,-5.5,563749000000.0,563749000000.0,523376000000.0,308443000000.0,268070000000.0,0.0040701377158961285,309482130579.6946,269109130579.69458
Min,3,41023000000.0,Outlay,Spacer 20,Spacer,,20.0,-5.5,604772000000.0,604772000000.0,563749000000.0,308443000000.0,308443000000.0,0.0040701377158961285,309649099839.2138,309482130579.6946
Min,3,78634000000.0,Outlay,Social Security,Real,387077000000.0,21.0,-5.5,683406000000.0,683406000000.0,604772000000.0,387077000000.0,308443000000.0,0.0040701377158961285,388283099839.2138,309649099839.2138
