Stage1_Source,Stage1_Source_Amount,Stage2_Receipt_Type,Stage1_Row_Type,t,Path,MinMax,pillar1_rank_n,pillar2_cumsum,pillar1_cumsum,Stage1_Top,Stage1_Bot,Stage2_Top,Stage2_Bot,sigmoid,curve_top_rec,curve_bot_rec
Dummy_Source,151868000000.0,Dummy,Spacer,-3.75,10,Min,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.02297736991002562,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-3.75,10,Min,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.02297736991002562,6498527213.49577,3489527213.4957705
Spacer 3,50622666666.0,Receipt,Spacer,-3.75,10,Min,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.02297736991002562,55958018141.67917,6498527213.49577
Estate and Gift Taxes,4198000000.0,Receipt,Real,-3.75,10,Min,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.02297736991002562,60156018141.67917,55958018141.67917
Spacer 5,50622666666.0,Receipt,Spacer,-3.75,10,Min,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.02297736991002562,109615509069.86256,60156018141.67917
Excise Taxes,4358000000.0,Receipt,Real,-3.75,10,Min,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.02297736991002562,113973509069.86256,109615509069.86256
Spacer 7,50622666666.0,Receipt,Spacer,-3.75,10,Min,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.02297736991002562,163432999998.04596,113973509069.86256
Miscellaneous Receipts,12045000000.0,Receipt,Real,-3.75,10,Min,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.02297736991002562,175477999998.04596,163432999998.04596
Spacer 9,50622666666.0,Receipt,Spacer,-3.75,10,Min,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.02297736991002562,224937490926.22934,175477999998.04596
Corporation Income Taxes,59721000000.0,Receipt,Real,-3.75,10,Min,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.02297736991002562,284658490926.2294,224937490926.22934
Spacer 11,50622666666.0,Receipt,Spacer,-3.75,10,Min,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.02297736991002562,334117981854.4127,284658490926.2294
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-3.75,10,Min,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.02297736991002562,457072981854.4127,334117981854.4127
Spacer 13,50622666666.0,Receipt,Spacer,-3.75,10,Min,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.02297736991002562,506532472782.5961,457072981854.4127
Individual Income Taxes,249320000000.0,Receipt,Real,-3.75,10,Min,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.02297736991002562,755852472782.5962,506532472782.5961
Dummy_Source,151868000000.0,Dummy,Spacer,-3.5,88,Max,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.029312230751356326,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-3.5,88,Max,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.029312230751356326,7460589859.746983,4451589859.746983
Spacer 3,50622666666.0,Receipt,Spacer,-3.5,88,Max,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.029312230751356326,56599393239.1842,7460589859.746983
Estate and Gift Taxes,4198000000.0,Receipt,Real,-3.5,88,Max,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.029312230751356326,60797393239.1842,56599393239.1842
Spacer 5,50622666666.0,Receipt,Spacer,-3.5,88,Max,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.029312230751356326,109936196618.62141,60797393239.1842
Excise Taxes,4358000000.0,Receipt,Real,-3.5,88,Max,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.029312230751356326,114294196618.62141,109936196618.62141
Spacer 7,50622666666.0,Receipt,Spacer,-3.5,88,Max,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.029312230751356326,163432999998.05862,114294196618.62141
Miscellaneous Receipts,12045000000.0,Receipt,Real,-3.5,88,Max,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.029312230751356326,175477999998.05862,163432999998.05862
Spacer 9,50622666666.0,Receipt,Spacer,-3.5,88,Max,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.029312230751356326,224616803377.49585,175477999998.05862
Corporation Income Taxes,59721000000.0,Receipt,Real,-3.5,88,Max,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.029312230751356326,284337803377.49585,224616803377.49585
Spacer 11,50622666666.0,Receipt,Spacer,-3.5,88,Max,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.029312230751356326,333476606756.93304,284337803377.49585
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-3.5,88,Max,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.029312230751356326,456431606756.93304,333476606756.93304
Spacer 13,50622666666.0,Receipt,Spacer,-3.5,88,Max,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.029312230751356326,505570410136.37024,456431606756.93304
Individual Income Taxes,249320000000.0,Receipt,Real,-3.5,88,Max,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.029312230751356326,754890410136.3702,505570410136.37024
Dummy_Source,151868000000.0,Dummy,Spacer,-3.5,11,Min,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.029312230751356326,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-3.5,11,Min,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.029312230751356326,7460589859.746983,4451589859.746983
Spacer 3,50622666666.0,Receipt,Spacer,-3.5,11,Min,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.029312230751356326,56599393239.1842,7460589859.746983
Estate and Gift Taxes,4198000000.0,Receipt,Real,-3.5,11,Min,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.029312230751356326,60797393239.1842,56599393239.1842
Spacer 5,50622666666.0,Receipt,Spacer,-3.5,11,Min,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.029312230751356326,109936196618.62141,60797393239.1842
Excise Taxes,4358000000.0,Receipt,Real,-3.5,11,Min,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.029312230751356326,114294196618.62141,109936196618.62141
Spacer 7,50622666666.0,Receipt,Spacer,-3.5,11,Min,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.029312230751356326,163432999998.05862,114294196618.62141
Miscellaneous Receipts,12045000000.0,Receipt,Real,-3.5,11,Min,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.029312230751356326,175477999998.05862,163432999998.05862
Spacer 9,50622666666.0,Receipt,Spacer,-3.5,11,Min,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.029312230751356326,224616803377.49585,175477999998.05862
Corporation Income Taxes,59721000000.0,Receipt,Real,-3.5,11,Min,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.029312230751356326,284337803377.49585,224616803377.49585
Spacer 11,50622666666.0,Receipt,Spacer,-3.5,11,Min,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.029312230751356326,333476606756.93304,284337803377.49585
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-3.5,11,Min,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.029312230751356326,456431606756.93304,333476606756.93304
Spacer 13,50622666666.0,Receipt,Spacer,-3.5,11,Min,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.029312230751356326,505570410136.37024,456431606756.93304
Individual Income Taxes,249320000000.0,Receipt,Real,-3.5,11,Min,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.029312230751356326,754890410136.3702,505570410136.37024
Dummy_Source,151868000000.0,Dummy,Spacer,-3.25,87,Max,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.037326887344129464,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-3.25,87,Max,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.037326887344129464,8677759727.178253,5668759727.178253
Spacer 3,50622666666.0,Receipt,Spacer,-3.25,87,Max,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.037326887344129464,57410839817.47705,8677759727.178253
Estate and Gift Taxes,4198000000.0,Receipt,Real,-3.25,87,Max,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.037326887344129464,61608839817.47705,57410839817.47705
Spacer 5,50622666666.0,Receipt,Spacer,-3.25,87,Max,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.037326887344129464,110341919907.77585,61608839817.47705
Excise Taxes,4358000000.0,Receipt,Real,-3.25,87,Max,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.037326887344129464,114699919907.77585,110341919907.77585
Spacer 7,50622666666.0,Receipt,Spacer,-3.25,87,Max,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.037326887344129464,163432999998.07465,114699919907.77585
Miscellaneous Receipts,12045000000.0,Receipt,Real,-3.25,87,Max,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.037326887344129464,175477999998.07465,163432999998.07465
Spacer 9,50622666666.0,Receipt,Spacer,-3.25,87,Max,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.037326887344129464,224211080088.37344,175477999998.07465
Corporation Income Taxes,59721000000.0,Receipt,Real,-3.25,87,Max,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.037326887344129464,283932080088.3735,224211080088.37344
Spacer 11,50622666666.0,Receipt,Spacer,-3.25,87,Max,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.037326887344129464,332665160178.67224,283932080088.3735
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-3.25,87,Max,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.037326887344129464,455620160178.67224,332665160178.67224
Spacer 13,50622666666.0,Receipt,Spacer,-3.25,87,Max,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.037326887344129464,504353240268.97107,455620160178.67224
Individual Income Taxes,249320000000.0,Receipt,Real,-3.25,87,Max,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.037326887344129464,753673240268.9711,504353240268.97107
Dummy_Source,151868000000.0,Dummy,Spacer,-3.25,12,Min,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.037326887344129464,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-3.25,12,Min,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.037326887344129464,8677759727.178253,5668759727.178253
Spacer 3,50622666666.0,Receipt,Spacer,-3.25,12,Min,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.037326887344129464,57410839817.47705,8677759727.178253
Estate and Gift Taxes,4198000000.0,Receipt,Real,-3.25,12,Min,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.037326887344129464,61608839817.47705,57410839817.47705
Spacer 5,50622666666.0,Receipt,Spacer,-3.25,12,Min,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.037326887344129464,110341919907.77585,61608839817.47705
Excise Taxes,4358000000.0,Receipt,Real,-3.25,12,Min,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.037326887344129464,114699919907.77585,110341919907.77585
Spacer 7,50622666666.0,Receipt,Spacer,-3.25,12,Min,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.037326887344129464,163432999998.07465,114699919907.77585
Miscellaneous Receipts,12045000000.0,Receipt,Real,-3.25,12,Min,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.037326887344129464,175477999998.07465,163432999998.07465
Spacer 9,50622666666.0,Receipt,Spacer,-3.25,12,Min,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.037326887344129464,224211080088.37344,175477999998.07465
Corporation Income Taxes,59721000000.0,Receipt,Real,-3.25,12,Min,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.037326887344129464,283932080088.3735,224211080088.37344
Spacer 11,50622666666.0,Receipt,Spacer,-3.25,12,Min,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.037326887344129464,332665160178.67224,283932080088.3735
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-3.25,12,Min,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.037326887344129464,455620160178.67224,332665160178.67224
Spacer 13,50622666666.0,Receipt,Spacer,-3.25,12,Min,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.037326887344129464,504353240268.97107,455620160178.67224
Individual Income Taxes,249320000000.0,Receipt,Real,-3.25,12,Min,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.037326887344129464,753673240268.9711,504353240268.97107
Dummy_Source,151868000000.0,Dummy,Spacer,-3.0,86,Max,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.04742587317756679,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-3.0,86,Max,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.04742587317756679,10211472507.730713,7202472507.730713
Spacer 3,50622666666.0,Receipt,Spacer,-3.0,86,Max,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.04742587317756679,58433315004.51876,10211472507.730713
Estate and Gift Taxes,4198000000.0,Receipt,Real,-3.0,86,Max,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.04742587317756679,62631315004.51876,58433315004.51876
Spacer 5,50622666666.0,Receipt,Spacer,-3.0,86,Max,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.04742587317756679,110853157501.30681,62631315004.51876
Excise Taxes,4358000000.0,Receipt,Real,-3.0,86,Max,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.04742587317756679,115211157501.30681,110853157501.30681
Spacer 7,50622666666.0,Receipt,Spacer,-3.0,86,Max,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.04742587317756679,163432999998.09485,115211157501.30681
Miscellaneous Receipts,12045000000.0,Receipt,Real,-3.0,86,Max,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.04742587317756679,175477999998.09485,163432999998.09485
Spacer 9,50622666666.0,Receipt,Spacer,-3.0,86,Max,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.04742587317756679,223699842494.8829,175477999998.09485
Corporation Income Taxes,59721000000.0,Receipt,Real,-3.0,86,Max,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.04742587317756679,283420842494.8829,223699842494.8829
Spacer 11,50622666666.0,Receipt,Spacer,-3.0,86,Max,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.04742587317756679,331642684991.67096,283420842494.8829
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-3.0,86,Max,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.04742587317756679,454597684991.67096,331642684991.67096
Spacer 13,50622666666.0,Receipt,Spacer,-3.0,86,Max,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.04742587317756679,502819527488.459,454597684991.67096
Individual Income Taxes,249320000000.0,Receipt,Real,-3.0,86,Max,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.04742587317756679,752139527488.459,502819527488.459
Dummy_Source,151868000000.0,Dummy,Spacer,-3.0,13,Min,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.04742587317756679,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-3.0,13,Min,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.04742587317756679,10211472507.730713,7202472507.730713
Spacer 3,50622666666.0,Receipt,Spacer,-3.0,13,Min,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.04742587317756679,58433315004.51876,10211472507.730713
Estate and Gift Taxes,4198000000.0,Receipt,Real,-3.0,13,Min,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.04742587317756679,62631315004.51876,58433315004.51876
Spacer 5,50622666666.0,Receipt,Spacer,-3.0,13,Min,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.04742587317756679,110853157501.30681,62631315004.51876
Excise Taxes,4358000000.0,Receipt,Real,-3.0,13,Min,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.04742587317756679,115211157501.30681,110853157501.30681
Spacer 7,50622666666.0,Receipt,Spacer,-3.0,13,Min,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.04742587317756679,163432999998.09485,115211157501.30681
Miscellaneous Receipts,12045000000.0,Receipt,Real,-3.0,13,Min,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.04742587317756679,175477999998.09485,163432999998.09485
Spacer 9,50622666666.0,Receipt,Spacer,-3.0,13,Min,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.04742587317756679,223699842494.8829,175477999998.09485
Corporation Income Taxes,59721000000.0,Receipt,Real,-3.0,13,Min,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.04742587317756679,283420842494.8829,223699842494.8829
Spacer 11,50622666666.0,Receipt,Spacer,-3.0,13,Min,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.04742587317756679,331642684991.67096,283420842494.8829
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-3.0,13,Min,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.04742587317756679,454597684991.67096,331642684991.67096
Spacer 13,50622666666.0,Receipt,Spacer,-3.0,13,Min,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.04742587317756679,502819527488.459,454597684991.67096
Individual Income Taxes,249320000000.0,Receipt,Real,-3.0,13,Min,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.04742587317756679,752139527488.459,502819527488.459
Dummy_Source,151868000000.0,Dummy,Spacer,-2.75,85,Max,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.060086650174007626,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-2.75,85,Max,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.060086650174007626,12134239388.62619,9125239388.62619
Spacer 3,50622666666.0,Receipt,Spacer,-2.75,85,Max,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.060086650174007626,59715159591.79085,12134239388.62619
Estate and Gift Taxes,4198000000.0,Receipt,Real,-2.75,85,Max,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.060086650174007626,63913159591.79085,59715159591.79085
Spacer 5,50622666666.0,Receipt,Spacer,-2.75,85,Max,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.060086650174007626,111494079794.9555,63913159591.79085
Excise Taxes,4358000000.0,Receipt,Real,-2.75,85,Max,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.060086650174007626,115852079794.9555,111494079794.9555
Spacer 7,50622666666.0,Receipt,Spacer,-2.75,85,Max,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.060086650174007626,163432999998.12018,115852079794.9555
Miscellaneous Receipts,12045000000.0,Receipt,Real,-2.75,85,Max,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.060086650174007626,175477999998.12018,163432999998.12018
Spacer 9,50622666666.0,Receipt,Spacer,-2.75,85,Max,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.060086650174007626,223058920201.28482,175477999998.12018
Corporation Income Taxes,59721000000.0,Receipt,Real,-2.75,85,Max,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.060086650174007626,282779920201.28485,223058920201.28482
Spacer 11,50622666666.0,Receipt,Spacer,-2.75,85,Max,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.060086650174007626,330360840404.4495,282779920201.28485
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-2.75,85,Max,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.060086650174007626,453315840404.4495,330360840404.4495
Spacer 13,50622666666.0,Receipt,Spacer,-2.75,85,Max,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.060086650174007626,500896760607.61414,453315840404.4495
Individual Income Taxes,249320000000.0,Receipt,Real,-2.75,85,Max,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.060086650174007626,750216760607.6141,500896760607.61414
Dummy_Source,151868000000.0,Dummy,Spacer,-2.75,14,Min,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.060086650174007626,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-2.75,14,Min,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.060086650174007626,12134239388.62619,9125239388.62619
Spacer 3,50622666666.0,Receipt,Spacer,-2.75,14,Min,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.060086650174007626,59715159591.79085,12134239388.62619
Estate and Gift Taxes,4198000000.0,Receipt,Real,-2.75,14,Min,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.060086650174007626,63913159591.79085,59715159591.79085
Spacer 5,50622666666.0,Receipt,Spacer,-2.75,14,Min,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.060086650174007626,111494079794.9555,63913159591.79085
Excise Taxes,4358000000.0,Receipt,Real,-2.75,14,Min,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.060086650174007626,115852079794.9555,111494079794.9555
Spacer 7,50622666666.0,Receipt,Spacer,-2.75,14,Min,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.060086650174007626,163432999998.12018,115852079794.9555
Miscellaneous Receipts,12045000000.0,Receipt,Real,-2.75,14,Min,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.060086650174007626,175477999998.12018,163432999998.12018
Spacer 9,50622666666.0,Receipt,Spacer,-2.75,14,Min,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.060086650174007626,223058920201.28482,175477999998.12018
Corporation Income Taxes,59721000000.0,Receipt,Real,-2.75,14,Min,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.060086650174007626,282779920201.28485,223058920201.28482
Spacer 11,50622666666.0,Receipt,Spacer,-2.75,14,Min,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.060086650174007626,330360840404.4495,282779920201.28485
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-2.75,14,Min,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.060086650174007626,453315840404.4495,330360840404.4495
Spacer 13,50622666666.0,Receipt,Spacer,-2.75,14,Min,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.060086650174007626,500896760607.61414,453315840404.4495
Individual Income Taxes,249320000000.0,Receipt,Real,-2.75,14,Min,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.060086650174007626,750216760607.6141,500896760607.61414
Dummy_Source,151868000000.0,Dummy,Spacer,-2.5,84,Max,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.07585818002124356,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-2.5,84,Max,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.07585818002124356,14529430083.466217,11520430083.466217
Spacer 3,50622666666.0,Receipt,Spacer,-2.5,84,Max,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.07585818002124356,61311953388.36138,14529430083.466217
Estate and Gift Taxes,4198000000.0,Receipt,Real,-2.5,84,Max,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.07585818002124356,65509953388.36138,61311953388.36138
Spacer 5,50622666666.0,Receipt,Spacer,-2.5,84,Max,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.07585818002124356,112292476693.25655,65509953388.36138
Excise Taxes,4358000000.0,Receipt,Real,-2.5,84,Max,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.07585818002124356,116650476693.25655,112292476693.25655
Spacer 7,50622666666.0,Receipt,Spacer,-2.5,84,Max,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.07585818002124356,163432999998.1517,116650476693.25655
Miscellaneous Receipts,12045000000.0,Receipt,Real,-2.5,84,Max,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.07585818002124356,175477999998.1517,163432999998.1517
Spacer 9,50622666666.0,Receipt,Spacer,-2.5,84,Max,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.07585818002124356,222260523303.04688,175477999998.1517
Corporation Income Taxes,59721000000.0,Receipt,Real,-2.5,84,Max,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.07585818002124356,281981523303.0469,222260523303.04688
