Stage1_Source,Stage1_Source_Amount,Stage2_Receipt_Type,Stage1_Row_Type,t,Path,MinMax,pillar1_rank_n,pillar2_cumsum,pillar1_cumsum,Stage1_Top,Stage1_Bot,Stage2_Top,Stage2_Bot,sigmoid,curve_top_rec,curve_bot_rec
Spacer 11,50622666666.0,Receipt,Spacer,-6.0,98,Max,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.002472623156634775,336193991774.307,285696495886.156
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-6.0,98,Max,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.002472623156634775,459148991774.307,336193991774.307
Spacer 13,50622666666.0,Receipt,Spacer,-6.0,98,Max,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.002472623156634775,509646487662.45807,459148991774.307
Individual Income Taxes,249320000000.0,Receipt,Real,-6.0,98,Max,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.002472623156634775,758966487662.4581,509646487662.45807
Dummy_Source,151868000000.0,Dummy,Spacer,-6.0,1,Min,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.002472623156634775,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-6.0,1,Min,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.002472623156634775,3384512333.5518103,375512333.55181
Spacer 3,50622666666.0,Receipt,Spacer,-6.0,1,Min,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.002472623156634775,53882008221.70286,3384512333.5518103
Estate and Gift Taxes,4198000000.0,Receipt,Real,-6.0,1,Min,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.002472623156634775,58080008221.70286,53882008221.70286
Spacer 5,50622666666.0,Receipt,Spacer,-6.0,1,Min,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.002472623156634775,108577504109.8539,58080008221.70286
Excise Taxes,4358000000.0,Receipt,Real,-6.0,1,Min,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.002472623156634775,112935504109.8539,108577504109.8539
Spacer 7,50622666666.0,Receipt,Spacer,-6.0,1,Min,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.002472623156634775,163432999998.00494,112935504109.8539
Miscellaneous Receipts,12045000000.0,Receipt,Real,-6.0,1,Min,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.002472623156634775,175477999998.00494,163432999998.00494
Spacer 9,50622666666.0,Receipt,Spacer,-6.0,1,Min,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.002472623156634775,225975495886.15598,175477999998.00494
Corporation Income Taxes,59721000000.0,Receipt,Real,-6.0,1,Min,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.002472623156634775,285696495886.156,225975495886.15598
Spacer 11,50622666666.0,Receipt,Spacer,-6.0,1,Min,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.002472623156634775,336193991774.307,285696495886.156
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-6.0,1,Min,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.002472623156634775,459148991774.307,336193991774.307
Spacer 13,50622666666.0,Receipt,Spacer,-6.0,1,Min,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.002472623156634775,509646487662.45807,459148991774.307
Individual Income Taxes,249320000000.0,Receipt,Real,-6.0,1,Min,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.002472623156634775,758966487662.4581,509646487662.45807
Dummy_Source,151868000000.0,Dummy,Spacer,-5.75,97,Max,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.0031726828424851906,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-5.75,97,Max,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.0031726828424851906,3490828997.9225407,481828997.9225409
Spacer 3,50622666666.0,Receipt,Spacer,-5.75,97,Max,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.0031726828424851906,53952885997.95048,3490828997.9225407
Estate and Gift Taxes,4198000000.0,Receipt,Real,-5.75,97,Max,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.0031726828424851906,58150885997.95048,53952885997.95048
Spacer 5,50622666666.0,Receipt,Spacer,-5.75,97,Max,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.0031726828424851906,108612942997.97841,58150885997.95048
Excise Taxes,4358000000.0,Receipt,Real,-5.75,97,Max,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.0031726828424851906,112970942997.97841,108612942997.97841
Spacer 7,50622666666.0,Receipt,Spacer,-5.75,97,Max,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.0031726828424851906,163432999998.00635,112970942997.97841
Miscellaneous Receipts,12045000000.0,Receipt,Real,-5.75,97,Max,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.0031726828424851906,175477999998.00635,163432999998.00635
Spacer 9,50622666666.0,Receipt,Spacer,-5.75,97,Max,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.0031726828424851906,225940056998.03427,175477999998.00635
Corporation Income Taxes,59721000000.0,Receipt,Real,-5.75,97,Max,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.0031726828424851906,285661056998.0343,225940056998.03427
Spacer 11,50622666666.0,Receipt,Spacer,-5.75,97,Max,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.0031726828424851906,336123113998.0622,285661056998.0343
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-5.75,97,Max,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.0031726828424851906,459078113998.0622,336123113998.0622
Spacer 13,50622666666.0,Receipt,Spacer,-5.75,97,Max,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.0031726828424851906,509540170998.09015,459078113998.0622
Individual Income Taxes,249320000000.0,Receipt,Real,-5.75,97,Max,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.0031726828424851906,758860170998.0902,509540170998.09015
Dummy_Source,151868000000.0,Dummy,Spacer,-5.75,2,Min,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.0031726828424851906,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-5.75,2,Min,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.0031726828424851906,3490828997.9225407,481828997.9225409
Spacer 3,50622666666.0,Receipt,Spacer,-5.75,2,Min,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.0031726828424851906,53952885997.95048,3490828997.9225407
Estate and Gift Taxes,4198000000.0,Receipt,Real,-5.75,2,Min,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.0031726828424851906,58150885997.95048,53952885997.95048
Spacer 5,50622666666.0,Receipt,Spacer,-5.75,2,Min,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.0031726828424851906,108612942997.97841,58150885997.95048
Excise Taxes,4358000000.0,Receipt,Real,-5.75,2,Min,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.0031726828424851906,112970942997.97841,108612942997.97841
Spacer 7,50622666666.0,Receipt,Spacer,-5.75,2,Min,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.0031726828424851906,163432999998.00635,112970942997.97841
Miscellaneous Receipts,12045000000.0,Receipt,Real,-5.75,2,Min,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.0031726828424851906,175477999998.00635,163432999998.00635
Spacer 9,50622666666.0,Receipt,Spacer,-5.75,2,Min,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.0031726828424851906,225940056998.03427,175477999998.00635
Corporation Income Taxes,59721000000.0,Receipt,Real,-5.75,2,Min,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.0031726828424851906,285661056998.0343,225940056998.03427
Spacer 11,50622666666.0,Receipt,Spacer,-5.75,2,Min,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.0031726828424851906,336123113998.0622,285661056998.0343
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-5.75,2,Min,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.0031726828424851906,459078113998.0622,336123113998.0622
Spacer 13,50622666666.0,Receipt,Spacer,-5.75,2,Min,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.0031726828424851906,509540170998.09015,459078113998.0622
Individual Income Taxes,249320000000.0,Receipt,Real,-5.75,2,Min,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.0031726828424851906,758860170998.0902,509540170998.09015
Dummy_Source,151868000000.0,Dummy,Spacer,-5.5,96,Max,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.0040701377158961285,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-5.5,96,Max,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.0040701377158961285,3627123674.6377134,618123674.6377132
Spacer 3,50622666666.0,Receipt,Spacer,-5.5,96,Max,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.0040701377158961285,54043749115.76119,3627123674.6377134
Estate and Gift Taxes,4198000000.0,Receipt,Real,-5.5,96,Max,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.0040701377158961285,58241749115.76119,54043749115.76119
Spacer 5,50622666666.0,Receipt,Spacer,-5.5,96,Max,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.0040701377158961285,108658374556.88466,58241749115.76119
Excise Taxes,4358000000.0,Receipt,Real,-5.5,96,Max,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.0040701377158961285,113016374556.88466,108658374556.88466
Spacer 7,50622666666.0,Receipt,Spacer,-5.5,96,Max,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.0040701377158961285,163432999998.00815,113016374556.88466
Miscellaneous Receipts,12045000000.0,Receipt,Real,-5.5,96,Max,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.0040701377158961285,175477999998.00815,163432999998.00815
Spacer 9,50622666666.0,Receipt,Spacer,-5.5,96,Max,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.0040701377158961285,225894625439.13162,175477999998.00815
Corporation Income Taxes,59721000000.0,Receipt,Real,-5.5,96,Max,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.0040701377158961285,285615625439.1316,225894625439.13162
Spacer 11,50622666666.0,Receipt,Spacer,-5.5,96,Max,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.0040701377158961285,336032250880.25507,285615625439.1316
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-5.5,96,Max,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.0040701377158961285,458987250880.25507,336032250880.25507
Spacer 13,50622666666.0,Receipt,Spacer,-5.5,96,Max,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.0040701377158961285,509403876321.37854,458987250880.25507
Individual Income Taxes,249320000000.0,Receipt,Real,-5.5,96,Max,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.0040701377158961285,758723876321.3785,509403876321.37854
Dummy_Source,151868000000.0,Dummy,Spacer,-5.5,3,Min,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.0040701377158961285,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-5.5,3,Min,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.0040701377158961285,3627123674.6377134,618123674.6377132
Spacer 3,50622666666.0,Receipt,Spacer,-5.5,3,Min,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.0040701377158961285,54043749115.76119,3627123674.6377134
Estate and Gift Taxes,4198000000.0,Receipt,Real,-5.5,3,Min,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.0040701377158961285,58241749115.76119,54043749115.76119
Spacer 5,50622666666.0,Receipt,Spacer,-5.5,3,Min,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.0040701377158961285,108658374556.88466,58241749115.76119
Excise Taxes,4358000000.0,Receipt,Real,-5.5,3,Min,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.0040701377158961285,113016374556.88466,108658374556.88466
Spacer 7,50622666666.0,Receipt,Spacer,-5.5,3,Min,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.0040701377158961285,163432999998.00815,113016374556.88466
Miscellaneous Receipts,12045000000.0,Receipt,Real,-5.5,3,Min,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.0040701377158961285,175477999998.00815,163432999998.00815
Spacer 9,50622666666.0,Receipt,Spacer,-5.5,3,Min,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.0040701377158961285,225894625439.13162,175477999998.00815
Corporation Income Taxes,59721000000.0,Receipt,Real,-5.5,3,Min,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.0040701377158961285,285615625439.1316,225894625439.13162
Spacer 11,50622666666.0,Receipt,Spacer,-5.5,3,Min,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.0040701377158961285,336032250880.25507,285615625439.1316
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-5.5,3,Min,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.0040701377158961285,458987250880.25507,336032250880.25507
Spacer 13,50622666666.0,Receipt,Spacer,-5.5,3,Min,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.0040701377158961285,509403876321.37854,458987250880.25507
Individual Income Taxes,249320000000.0,Receipt,Real,-5.5,3,Min,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.0040701377158961285,758723876321.3785,509403876321.37854
Dummy_Source,151868000000.0,Dummy,Spacer,-5.25,95,Max,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.005220125693558399,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-5.25,95,Max,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.005220125693558399,3801770048.829327,792770048.829327
Spacer 3,50622666666.0,Receipt,Spacer,-5.25,95,Max,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.005220125693558399,54160180031.889694,3801770048.829327
Estate and Gift Taxes,4198000000.0,Receipt,Real,-5.25,95,Max,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.005220125693558399,58358180031.889694,54160180031.889694
Spacer 5,50622666666.0,Receipt,Spacer,-5.25,95,Max,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.005220125693558399,108716590014.95007,58358180031.889694
Excise Taxes,4358000000.0,Receipt,Real,-5.25,95,Max,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.005220125693558399,113074590014.95007,108716590014.95007
Spacer 7,50622666666.0,Receipt,Spacer,-5.25,95,Max,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.005220125693558399,163432999998.01044,113074590014.95007
Miscellaneous Receipts,12045000000.0,Receipt,Real,-5.25,95,Max,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.005220125693558399,175477999998.01044,163432999998.01044
Spacer 9,50622666666.0,Receipt,Spacer,-5.25,95,Max,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.005220125693558399,225836409981.0708,175477999998.01044
Corporation Income Taxes,59721000000.0,Receipt,Real,-5.25,95,Max,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.005220125693558399,285557409981.0708,225836409981.0708
Spacer 11,50622666666.0,Receipt,Spacer,-5.25,95,Max,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.005220125693558399,335915819964.13116,285557409981.0708
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-5.25,95,Max,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.005220125693558399,458870819964.13116,335915819964.13116
Spacer 13,50622666666.0,Receipt,Spacer,-5.25,95,Max,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.005220125693558399,509229229947.1915,458870819964.13116
Individual Income Taxes,249320000000.0,Receipt,Real,-5.25,95,Max,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.005220125693558399,758549229947.1915,509229229947.1915
Dummy_Source,151868000000.0,Dummy,Spacer,-5.25,4,Min,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.005220125693558399,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-5.25,4,Min,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.005220125693558399,3801770048.829327,792770048.829327
Spacer 3,50622666666.0,Receipt,Spacer,-5.25,4,Min,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.005220125693558399,54160180031.889694,3801770048.829327
Estate and Gift Taxes,4198000000.0,Receipt,Real,-5.25,4,Min,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.005220125693558399,58358180031.889694,54160180031.889694
Spacer 5,50622666666.0,Receipt,Spacer,-5.25,4,Min,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.005220125693558399,108716590014.95007,58358180031.889694
Excise Taxes,4358000000.0,Receipt,Real,-5.25,4,Min,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.005220125693558399,113074590014.95007,108716590014.95007
Spacer 7,50622666666.0,Receipt,Spacer,-5.25,4,Min,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.005220125693558399,163432999998.01044,113074590014.95007
Miscellaneous Receipts,12045000000.0,Receipt,Real,-5.25,4,Min,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.005220125693558399,175477999998.01044,163432999998.01044
Spacer 9,50622666666.0,Receipt,Spacer,-5.25,4,Min,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.005220125693558399,225836409981.0708,175477999998.01044
Corporation Income Taxes,59721000000.0,Receipt,Real,-5.25,4,Min,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.005220125693558399,285557409981.0708,225836409981.0708
Spacer 11,50622666666.0,Receipt,Spacer,-5.25,4,Min,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.005220125693558399,335915819964.13116,285557409981.0708
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-5.25,4,Min,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.005220125693558399,458870819964.13116,335915819964.13116
Spacer 13,50622666666.0,Receipt,Spacer,-5.25,4,Min,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.005220125693558399,509229229947.1915,458870819964.13116
Individual Income Taxes,249320000000.0,Receipt,Real,-5.25,4,Min,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.005220125693558399,758549229947.1915,509229229947.1915
Dummy_Source,151868000000.0,Dummy,Spacer,-5.0,94,Max,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.006692850924284857,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-5.0,94,Max,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.006692850924284857,4025429884.1692924,1016429884.1692927
Spacer 3,50622666666.0,Receipt,Spacer,-5.0,94,Max,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.006692850924284857,54309286588.78399,4025429884.1692924
Estate and Gift Taxes,4198000000.0,Receipt,Real,-5.0,94,Max,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.006692850924284857,58507286588.78399,54309286588.78399
Spacer 5,50622666666.0,Receipt,Spacer,-5.0,94,Max,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.006692850924284857,108791143293.39868,58507286588.78399
Excise Taxes,4358000000.0,Receipt,Real,-5.0,94,Max,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.006692850924284857,113149143293.39868,108791143293.39868
Spacer 7,50622666666.0,Receipt,Spacer,-5.0,94,Max,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.006692850924284857,163432999998.0134,113149143293.39868
Miscellaneous Receipts,12045000000.0,Receipt,Real,-5.0,94,Max,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.006692850924284857,175477999998.0134,163432999998.0134
Spacer 9,50622666666.0,Receipt,Spacer,-5.0,94,Max,9.0,,226100666664.0,226100666664.0,175477999998.0,175478000000.0,175478000000.0,0.006692850924284857,225761856702.62808,175477999998.0134
Corporation Income Taxes,59721000000.0,Receipt,Real,-5.0,94,Max,10.0,235199000000.0,285821666664.0,285821666664.0,226100666664.0,235199000000.0,175478000000.0,0.006692850924284857,285482856702.6281,225761856702.62808
Spacer 11,50622666666.0,Receipt,Spacer,-5.0,94,Max,11.0,,336444333330.0,336444333330.0,285821666664.0,235199000000.0,235199000000.0,0.006692850924284857,335766713407.2428,285482856702.6281
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-5.0,94,Max,12.0,358154000000.0,459399333330.0,459399333330.0,336444333330.0,358154000000.0,235199000000.0,0.006692850924284857,458721713407.2428,335766713407.2428
Spacer 13,50622666666.0,Receipt,Spacer,-5.0,94,Max,13.0,,510021999996.0,510021999996.0,459399333330.0,358154000000.0,358154000000.0,0.006692850924284857,509005570111.8575,458721713407.2428
Individual Income Taxes,249320000000.0,Receipt,Real,-5.0,94,Max,14.0,607474000000.0,759341999996.0,759341999996.0,510021999996.0,607474000000.0,358154000000.0,0.006692850924284857,758325570111.8574,509005570111.8575
Dummy_Source,151868000000.0,Dummy,Spacer,-5.0,5,Min,0.0,151868000000.0,0.0,0.0,0.0,0.0,0.0,0.006692850924284857,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-5.0,5,Min,2.0,154877000000.0,3009000000.0,3009000000.0,0.0,154877000000.0,151868000000.0,0.006692850924284857,4025429884.1692924,1016429884.1692927
Spacer 3,50622666666.0,Receipt,Spacer,-5.0,5,Min,3.0,,53631666666.0,53631666666.0,3009000000.0,154877000000.0,154877000000.0,0.006692850924284857,54309286588.78399,4025429884.1692924
Estate and Gift Taxes,4198000000.0,Receipt,Real,-5.0,5,Min,4.0,159075000000.0,57829666666.0,57829666666.0,53631666666.0,159075000000.0,154877000000.0,0.006692850924284857,58507286588.78399,54309286588.78399
Spacer 5,50622666666.0,Receipt,Spacer,-5.0,5,Min,5.0,,108452333332.0,108452333332.0,57829666666.0,159075000000.0,159075000000.0,0.006692850924284857,108791143293.39868,58507286588.78399
Excise Taxes,4358000000.0,Receipt,Real,-5.0,5,Min,6.0,163433000000.0,112810333332.0,112810333332.0,108452333332.0,163433000000.0,159075000000.0,0.006692850924284857,113149143293.39868,108791143293.39868
Spacer 7,50622666666.0,Receipt,Spacer,-5.0,5,Min,7.0,,163432999998.0,163432999998.0,112810333332.0,163433000000.0,163433000000.0,0.006692850924284857,163432999998.0134,113149143293.39868
Miscellaneous Receipts,12045000000.0,Receipt,Real,-5.0,5,Min,8.0,175478000000.0,175477999998.0,175477999998.0,163432999998.0,175478000000.0,163433000000.0,0.006692850924284857,175477999998.0134,163432999998.0134
