Stage1_Source,Stage1_Source_Amount,Stage2_Receipt_Type,Stage1_Row_Type,t,Path,MinMax,pillar1_rank_n,pillar2_cumsum,pillar1_cumsum,Stage1_Top,Stage1_Bot,Stage2_Top,Stage2_Bot,sigmoid,curve_top_rec,curve_bot_rec
Excise Taxes,4358000000.0,Receipt,Real,-0.5,76,Max,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.3775406687981454,101833086572.25919,97475086572.25919
Spacer 7,37967000000.0,Receipt,Spacer,-0.5,76,Max,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.3775406687981454,125466000000.0,101833086572.25919
Miscellaneous Receipts,12045000000.0,Receipt,Real,-0.5,76,Max,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.3775406687981454,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,-0.5,76,Max,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.3775406687981454,161143913427.7408,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,-0.5,76,Max,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.3775406687981454,220864913427.7408,161143913427.7408
Spacer 11,37967000000.0,Receipt,Spacer,-0.5,76,Max,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.3775406687981454,244497826855.48163,220864913427.7408
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-0.5,76,Max,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.3775406687981454,367452826855.4816,244497826855.48163
Spacer 13,37967000000.0,Receipt,Spacer,-0.5,76,Max,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.3775406687981454,391085740283.2224,367452826855.4816
Individual Income Taxes,249320000000.0,Receipt,Real,-0.5,76,Max,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.3775406687981454,640405740283.2224,391085740283.2224
Dummy_Source,113901000000.0,Dummy,Spacer,-0.5,23,Min,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.3775406687981454,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-0.5,23,Min,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.3775406687981454,46011259716.77756,43002259716.77756
Spacer 3,37967000000.0,Receipt,Spacer,-0.5,23,Min,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.3775406687981454,69644173144.51837,46011259716.77756
Estate and Gift Taxes,4198000000.0,Receipt,Real,-0.5,23,Min,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.3775406687981454,73842173144.51837,69644173144.51837
Spacer 5,37967000000.0,Receipt,Spacer,-0.5,23,Min,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.3775406687981454,97475086572.25919,73842173144.51837
Excise Taxes,4358000000.0,Receipt,Real,-0.5,23,Min,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.3775406687981454,101833086572.25919,97475086572.25919
Spacer 7,37967000000.0,Receipt,Spacer,-0.5,23,Min,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.3775406687981454,125466000000.0,101833086572.25919
Miscellaneous Receipts,12045000000.0,Receipt,Real,-0.5,23,Min,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.3775406687981454,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,-0.5,23,Min,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.3775406687981454,161143913427.7408,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,-0.5,23,Min,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.3775406687981454,220864913427.7408,161143913427.7408
Spacer 11,37967000000.0,Receipt,Spacer,-0.5,23,Min,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.3775406687981454,244497826855.48163,220864913427.7408
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-0.5,23,Min,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.3775406687981454,367452826855.4816,244497826855.48163
Spacer 13,37967000000.0,Receipt,Spacer,-0.5,23,Min,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.3775406687981454,391085740283.2224,367452826855.4816
Individual Income Taxes,249320000000.0,Receipt,Real,-0.5,23,Min,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.3775406687981454,640405740283.2224,391085740283.2224
Dummy_Source,113901000000.0,Dummy,Spacer,-0.25,75,Max,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.43782349911420193,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-0.25,75,Max,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.43782349911420193,52877534372.60671,49868534372.60671
Spacer 3,37967000000.0,Receipt,Spacer,-0.25,75,Max,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.43782349911420193,74221689581.73781,52877534372.60671
Estate and Gift Taxes,4198000000.0,Receipt,Real,-0.25,75,Max,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.43782349911420193,78419689581.73781,74221689581.73781
Spacer 5,37967000000.0,Receipt,Spacer,-0.25,75,Max,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.43782349911420193,99763844790.8689,78419689581.73781
Excise Taxes,4358000000.0,Receipt,Real,-0.25,75,Max,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.43782349911420193,104121844790.8689,99763844790.8689
Spacer 7,37967000000.0,Receipt,Spacer,-0.25,75,Max,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.43782349911420193,125466000000.0,104121844790.8689
Miscellaneous Receipts,12045000000.0,Receipt,Real,-0.25,75,Max,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.43782349911420193,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,-0.25,75,Max,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.43782349911420193,158855155209.1311,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,-0.25,75,Max,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.43782349911420193,218576155209.1311,158855155209.1311
Spacer 11,37967000000.0,Receipt,Spacer,-0.25,75,Max,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.43782349911420193,239920310418.2622,218576155209.1311
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-0.25,75,Max,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.43782349911420193,362875310418.2622,239920310418.2622
Spacer 13,37967000000.0,Receipt,Spacer,-0.25,75,Max,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.43782349911420193,384219465627.3933,362875310418.2622
Individual Income Taxes,249320000000.0,Receipt,Real,-0.25,75,Max,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.43782349911420193,633539465627.3933,384219465627.3933
Dummy_Source,113901000000.0,Dummy,Spacer,-0.25,24,Min,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.43782349911420193,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-0.25,24,Min,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.43782349911420193,52877534372.60671,49868534372.60671
Spacer 3,37967000000.0,Receipt,Spacer,-0.25,24,Min,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.43782349911420193,74221689581.73781,52877534372.60671
Estate and Gift Taxes,4198000000.0,Receipt,Real,-0.25,24,Min,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.43782349911420193,78419689581.73781,74221689581.73781
Spacer 5,37967000000.0,Receipt,Spacer,-0.25,24,Min,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.43782349911420193,99763844790.8689,78419689581.73781
Excise Taxes,4358000000.0,Receipt,Real,-0.25,24,Min,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.43782349911420193,104121844790.8689,99763844790.8689
Spacer 7,37967000000.0,Receipt,Spacer,-0.25,24,Min,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.43782349911420193,125466000000.0,104121844790.8689
Miscellaneous Receipts,12045000000.0,Receipt,Real,-0.25,24,Min,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.43782349911420193,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,-0.25,24,Min,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.43782349911420193,158855155209.1311,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,-0.25,24,Min,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.43782349911420193,218576155209.1311,158855155209.1311
Spacer 11,37967000000.0,Receipt,Spacer,-0.25,24,Min,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.43782349911420193,239920310418.2622,218576155209.1311
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-0.25,24,Min,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.43782349911420193,362875310418.2622,239920310418.2622
Spacer 13,37967000000.0,Receipt,Spacer,-0.25,24,Min,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.43782349911420193,384219465627.3933,362875310418.2622
Individual Income Taxes,249320000000.0,Receipt,Real,-0.25,24,Min,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.43782349911420193,633539465627.3933,384219465627.3933
Dummy_Source,113901000000.0,Dummy,Spacer,0.0,74,Max,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,0.0,74,Max,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.5,59959500000.0,56950500000.0
Spacer 3,37967000000.0,Receipt,Spacer,0.0,74,Max,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.5,78943000000.0,59959500000.0
Estate and Gift Taxes,4198000000.0,Receipt,Real,0.0,74,Max,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.5,83141000000.0,78943000000.0
Spacer 5,37967000000.0,Receipt,Spacer,0.0,74,Max,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.5,102124500000.0,83141000000.0
Excise Taxes,4358000000.0,Receipt,Real,0.0,74,Max,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.5,106482500000.0,102124500000.0
Spacer 7,37967000000.0,Receipt,Spacer,0.0,74,Max,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.5,125466000000.0,106482500000.0
Miscellaneous Receipts,12045000000.0,Receipt,Real,0.0,74,Max,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.5,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,0.0,74,Max,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.5,156494500000.0,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,0.0,74,Max,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.5,216215500000.0,156494500000.0
Spacer 11,37967000000.0,Receipt,Spacer,0.0,74,Max,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.5,235199000000.0,216215500000.0
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,0.0,74,Max,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.5,358154000000.0,235199000000.0
Spacer 13,37967000000.0,Receipt,Spacer,0.0,74,Max,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.5,377137500000.0,358154000000.0
Individual Income Taxes,249320000000.0,Receipt,Real,0.0,74,Max,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.5,626457500000.0,377137500000.0
Dummy_Source,113901000000.0,Dummy,Spacer,0.0,25,Min,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,0.0,25,Min,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.5,59959500000.0,56950500000.0
Spacer 3,37967000000.0,Receipt,Spacer,0.0,25,Min,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.5,78943000000.0,59959500000.0
Estate and Gift Taxes,4198000000.0,Receipt,Real,0.0,25,Min,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.5,83141000000.0,78943000000.0
Spacer 5,37967000000.0,Receipt,Spacer,0.0,25,Min,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.5,102124500000.0,83141000000.0
Excise Taxes,4358000000.0,Receipt,Real,0.0,25,Min,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.5,106482500000.0,102124500000.0
Spacer 7,37967000000.0,Receipt,Spacer,0.0,25,Min,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.5,125466000000.0,106482500000.0
Miscellaneous Receipts,12045000000.0,Receipt,Real,0.0,25,Min,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.5,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,0.0,25,Min,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.5,156494500000.0,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,0.0,25,Min,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.5,216215500000.0,156494500000.0
Spacer 11,37967000000.0,Receipt,Spacer,0.0,25,Min,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.5,235199000000.0,216215500000.0
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,0.0,25,Min,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.5,358154000000.0,235199000000.0
Spacer 13,37967000000.0,Receipt,Spacer,0.0,25,Min,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.5,377137500000.0,358154000000.0
Individual Income Taxes,249320000000.0,Receipt,Real,0.0,25,Min,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.5,626457500000.0,377137500000.0
Dummy_Source,113901000000.0,Dummy,Spacer,0.25,73,Max,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.5621765008857981,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,0.25,73,Max,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.5621765008857981,67041465627.39329,64032465627.39329
Spacer 3,37967000000.0,Receipt,Spacer,0.25,73,Max,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.5621765008857981,83664310418.26219,67041465627.39329
Estate and Gift Taxes,4198000000.0,Receipt,Real,0.25,73,Max,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.5621765008857981,87862310418.26219,83664310418.26219
Spacer 5,37967000000.0,Receipt,Spacer,0.25,73,Max,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.5621765008857981,104485155209.1311,87862310418.26219
Excise Taxes,4358000000.0,Receipt,Real,0.25,73,Max,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.5621765008857981,108843155209.1311,104485155209.1311
Spacer 7,37967000000.0,Receipt,Spacer,0.25,73,Max,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.5621765008857981,125466000000.0,108843155209.1311
Miscellaneous Receipts,12045000000.0,Receipt,Real,0.25,73,Max,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.5621765008857981,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,0.25,73,Max,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.5621765008857981,154133844790.8689,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,0.25,73,Max,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.5621765008857981,213854844790.8689,154133844790.8689
Spacer 11,37967000000.0,Receipt,Spacer,0.25,73,Max,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.5621765008857981,230477689581.7378,213854844790.8689
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,0.25,73,Max,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.5621765008857981,353432689581.7378,230477689581.7378
Spacer 13,37967000000.0,Receipt,Spacer,0.25,73,Max,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.5621765008857981,370055534372.6067,353432689581.7378
Individual Income Taxes,249320000000.0,Receipt,Real,0.25,73,Max,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.5621765008857981,619375534372.6067,370055534372.6067
Dummy_Source,113901000000.0,Dummy,Spacer,0.25,26,Min,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.5621765008857981,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,0.25,26,Min,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.5621765008857981,67041465627.39329,64032465627.39329
Spacer 3,37967000000.0,Receipt,Spacer,0.25,26,Min,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.5621765008857981,83664310418.26219,67041465627.39329
Estate and Gift Taxes,4198000000.0,Receipt,Real,0.25,26,Min,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.5621765008857981,87862310418.26219,83664310418.26219
Spacer 5,37967000000.0,Receipt,Spacer,0.25,26,Min,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.5621765008857981,104485155209.1311,87862310418.26219
Excise Taxes,4358000000.0,Receipt,Real,0.25,26,Min,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.5621765008857981,108843155209.1311,104485155209.1311
Spacer 7,37967000000.0,Receipt,Spacer,0.25,26,Min,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.5621765008857981,125466000000.0,108843155209.1311
Miscellaneous Receipts,12045000000.0,Receipt,Real,0.25,26,Min,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.5621765008857981,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,0.25,26,Min,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.5621765008857981,154133844790.8689,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,0.25,26,Min,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.5621765008857981,213854844790.8689,154133844790.8689
Spacer 11,37967000000.0,Receipt,Spacer,0.25,26,Min,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.5621765008857981,230477689581.7378,213854844790.8689
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,0.25,26,Min,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.5621765008857981,353432689581.7378,230477689581.7378
Spacer 13,37967000000.0,Receipt,Spacer,0.25,26,Min,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.5621765008857981,370055534372.6067,353432689581.7378
Individual Income Taxes,249320000000.0,Receipt,Real,0.25,26,Min,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.5621765008857981,619375534372.6067,370055534372.6067
Dummy_Source,113901000000.0,Dummy,Spacer,0.5,72,Max,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.6224593312018546,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,0.5,72,Max,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.6224593312018546,73907740283.22244,70898740283.22244
Spacer 3,37967000000.0,Receipt,Spacer,0.5,72,Max,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.6224593312018546,88241826855.48163,73907740283.22244
Estate and Gift Taxes,4198000000.0,Receipt,Real,0.5,72,Max,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.6224593312018546,92439826855.48163,88241826855.48163
Spacer 5,37967000000.0,Receipt,Spacer,0.5,72,Max,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.6224593312018546,106773913427.74081,92439826855.48163
Excise Taxes,4358000000.0,Receipt,Real,0.5,72,Max,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.6224593312018546,111131913427.74081,106773913427.74081
Spacer 7,37967000000.0,Receipt,Spacer,0.5,72,Max,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.6224593312018546,125466000000.0,111131913427.74081
Miscellaneous Receipts,12045000000.0,Receipt,Real,0.5,72,Max,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.6224593312018546,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,0.5,72,Max,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.6224593312018546,151845086572.2592,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,0.5,72,Max,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.6224593312018546,211566086572.2592,151845086572.2592
Spacer 11,37967000000.0,Receipt,Spacer,0.5,72,Max,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.6224593312018546,225900173144.51837,211566086572.2592
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,0.5,72,Max,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.6224593312018546,348855173144.5184,225900173144.51837
Spacer 13,37967000000.0,Receipt,Spacer,0.5,72,Max,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.6224593312018546,363189259716.7776,348855173144.5184
Individual Income Taxes,249320000000.0,Receipt,Real,0.5,72,Max,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.6224593312018546,612509259716.7776,363189259716.7776
Dummy_Source,113901000000.0,Dummy,Spacer,0.5,27,Min,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.6224593312018546,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,0.5,27,Min,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.6224593312018546,73907740283.22244,70898740283.22244
Spacer 3,37967000000.0,Receipt,Spacer,0.5,27,Min,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.6224593312018546,88241826855.48163,73907740283.22244
Estate and Gift Taxes,4198000000.0,Receipt,Real,0.5,27,Min,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.6224593312018546,92439826855.48163,88241826855.48163
Spacer 5,37967000000.0,Receipt,Spacer,0.5,27,Min,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.6224593312018546,106773913427.74081,92439826855.48163
Excise Taxes,4358000000.0,Receipt,Real,0.5,27,Min,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.6224593312018546,111131913427.74081,106773913427.74081
Spacer 7,37967000000.0,Receipt,Spacer,0.5,27,Min,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.6224593312018546,125466000000.0,111131913427.74081
Miscellaneous Receipts,12045000000.0,Receipt,Real,0.5,27,Min,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.6224593312018546,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,0.5,27,Min,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.6224593312018546,151845086572.2592,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,0.5,27,Min,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.6224593312018546,211566086572.2592,151845086572.2592
Spacer 11,37967000000.0,Receipt,Spacer,0.5,27,Min,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.6224593312018546,225900173144.51837,211566086572.2592
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,0.5,27,Min,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.6224593312018546,348855173144.5184,225900173144.51837
Spacer 13,37967000000.0,Receipt,Spacer,0.5,27,Min,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.6224593312018546,363189259716.7776,348855173144.5184
Individual Income Taxes,249320000000.0,Receipt,Real,0.5,27,Min,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.6224593312018546,612509259716.7776,363189259716.7776
Dummy_Source,113901000000.0,Dummy,Spacer,0.75,71,Max,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.679178699175393,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,0.75,71,Max,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.679178699175393,80368133014.77643,77359133014.77643
Spacer 3,37967000000.0,Receipt,Spacer,0.75,71,Max,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.679178699175393,92548755343.1843,80368133014.77643
Estate and Gift Taxes,4198000000.0,Receipt,Real,0.75,71,Max,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.679178699175393,96746755343.1843,92548755343.1843
