MinMax,Path,Stage3_Outlay_Amount,Stage3_Outlay_Type,Stage4_Function,Stage4_Row_Type,pillar3_cumsum,pillar4_rank_n,t,pillar4_cumsum,Stage4_Top,Stage4_Bot,Stage3_Top,Stage3_Bot,sigmoid,curve_top_out,curve_bot_out
Max,97,24740814814.0,Outlay,Spacer 18,Spacer,,18.0,-5.75,477505333326.0,477505333326.0,452764518512.0,366171666666.6667,366171666666.6667,0.0031726828424851906,366524893080.6677,366446398321.9982
Max,97,79163000000.0,Outlay,Social Security,Real,445334666666.6667,19.0,-5.75,556668333326.0,556668333326.0,477505333326.0,445334666666.6667,366171666666.6667,0.0031726828424851906,445687893080.6677,366524893080.6677
Min,2,111333666666.66667,Dummy,Dummy_Function,Spacer,111333666666.66667,0.0,-5.75,0.0,0.0,0.0,0.0,0.0,0.0031726828424851906,0.0,0.0
Min,2,2296000000.0,Outlay,Other,Real,113629666666.66667,1.0,-5.75,2296000000.0,2296000000.0,0.0,113629666666.66667,111333666666.66667,0.0031726828424851906,113276440252.64238,110980440252.64238
Min,2,24740814814.0,Outlay,Spacer 2,Spacer,,2.0,-5.75,27036814814.0,27036814814.0,2296000000.0,113629666666.66667,113629666666.66667,0.0031726828424851906,113354935011.31186,113276440252.64238
Min,2,9475000000.0,Outlay,"Education, Training, Employment, and Social Services",Real,123104666666.66667,3.0,-5.75,36511814814.0,36511814814.0,27036814814.0,123104666666.66667,113629666666.66667,0.0031726828424851906,122829935011.31186,113354935011.31186
Min,2,24740814814.0,Outlay,Spacer 4,Spacer,,4.0,-5.75,61252629628.0,61252629628.0,36511814814.0,123104666666.66667,123104666666.66667,0.0031726828424851906,122908429769.98134,122829935011.31186
Min,2,9805000000.0,Outlay,Transportation,Real,132909666666.66667,5.0,-5.75,71057629628.0,71057629628.0,61252629628.0,132909666666.66667,123104666666.66667,0.0031726828424851906,132713429769.98134,122908429769.98134
Min,2,24740814814.0,Outlay,Spacer 6,Spacer,,6.0,-5.75,95798444442.0,95798444442.0,71057629628.0,132909666666.66667,132909666666.66667,0.0031726828424851906,132791924528.65082,132713429769.98134
Min,2,15417000000.0,Outlay,Veterans Benefits and Services,Real,148326666666.6667,7.0,-5.75,111215444442.0,111215444442.0,95798444442.0,148326666666.6667,132909666666.66667,0.0031726828424851906,148208924528.65082,132791924528.65082
Min,2,24740814814.0,Outlay,Spacer 8,Spacer,,8.0,-5.75,135956259256.0,135956259256.0,111215444442.0,148326666666.6667,148326666666.6667,0.0031726828424851906,148287419287.3203,148208924528.65082
Min,2,25260000000.0,Outlay,Net Interest,Real,173586666666.6667,9.0,-5.75,161216259256.0,161216259256.0,135956259256.0,173586666666.6667,148326666666.6667,0.0031726828424851906,173547419287.3203,148287419287.3203
Min,2,24740814814.0,Outlay,Spacer 10,Spacer,,10.0,-5.75,185957074070.0,185957074070.0,161216259256.0,173586666666.6667,173586666666.6667,0.0031726828424851906,173625914045.9898,173547419287.3203
Min,2,35447000000.0,Outlay,Income Security,Real,209033666666.6667,11.0,-5.75,221404074070.0,221404074070.0,185957074070.0,209033666666.6667,173586666666.6667,0.0031726828424851906,209072914045.9898,173625914045.9898
Min,2,24740814814.0,Outlay,Spacer 12,Spacer,,12.0,-5.75,246144888884.0,246144888884.0,221404074070.0,209033666666.6667,209033666666.6667,0.0031726828424851906,209151408804.65927,209072914045.9898
Min,2,49302000000.0,Outlay,Health,Real,258335666666.6667,13.0,-5.75,295446888884.0,295446888884.0,246144888884.0,258335666666.6667,209033666666.6667,0.0031726828424851906,258453408804.65927,209151408804.65927
Min,2,24740814814.0,Outlay,Spacer 14,Spacer,,14.0,-5.75,320187703698.0,320187703698.0,295446888884.0,258335666666.6667,258335666666.6667,0.0031726828424851906,258531903563.32877,258453408804.65927
Min,2,51993000000.0,Outlay,National Defense,Real,310328666666.6667,15.0,-5.75,372180703698.0,372180703698.0,320187703698.0,310328666666.6667,258335666666.6667,0.0031726828424851906,310524903563.32874,258531903563.32877
Min,2,24740814814.0,Outlay,Spacer 16,Spacer,,16.0,-5.75,396921518512.0,396921518512.0,372180703698.0,310328666666.6667,310328666666.6667,0.0031726828424851906,310603398321.9982,310524903563.32874
Min,2,55843000000.0,Outlay,Medicare,Real,366171666666.6667,17.0,-5.75,452764518512.0,452764518512.0,396921518512.0,366171666666.6667,310328666666.6667,0.0031726828424851906,366446398321.9982,310603398321.9982
Min,2,24740814814.0,Outlay,Spacer 18,Spacer,,18.0,-5.75,477505333326.0,477505333326.0,452764518512.0,366171666666.6667,366171666666.6667,0.0031726828424851906,366524893080.6677,366446398321.9982
Min,2,79163000000.0,Outlay,Social Security,Real,445334666666.6667,19.0,-5.75,556668333326.0,556668333326.0,477505333326.0,445334666666.6667,366171666666.6667,0.0031726828424851906,445687893080.6677,366524893080.6677
Max,96,111333666666.66667,Dummy,Dummy_Function,Spacer,111333666666.66667,0.0,-5.5,0.0,0.0,0.0,0.0,0.0,0.0040701377158961285,0.0,0.0
Max,96,2296000000.0,Outlay,Other,Real,113629666666.66667,1.0,-5.5,2296000000.0,2296000000.0,0.0,113629666666.66667,111333666666.66667,0.0040701377158961285,113176523310.91766,110880523310.91766
Max,96,24740814814.0,Outlay,Spacer 2,Spacer,,2.0,-5.5,27036814814.0,27036814814.0,2296000000.0,113629666666.66667,113629666666.66667,0.0040701377158961285,113277221834.41412,113176523310.91766
Max,96,9475000000.0,Outlay,"Education, Training, Employment, and Social Services",Real,123104666666.66667,3.0,-5.5,36511814814.0,36511814814.0,27036814814.0,123104666666.66667,113629666666.66667,0.0040701377158961285,122752221834.41412,113277221834.41412
Max,96,24740814814.0,Outlay,Spacer 4,Spacer,,4.0,-5.5,61252629628.0,61252629628.0,36511814814.0,123104666666.66667,123104666666.66667,0.0040701377158961285,122852920357.91058,122752221834.41412
Max,96,9805000000.0,Outlay,Transportation,Real,132909666666.66667,5.0,-5.5,71057629628.0,71057629628.0,61252629628.0,132909666666.66667,123104666666.66667,0.0040701377158961285,132657920357.91058,122852920357.91058
Max,96,24740814814.0,Outlay,Spacer 6,Spacer,,6.0,-5.5,95798444442.0,95798444442.0,71057629628.0,132909666666.66667,132909666666.66667,0.0040701377158961285,132758618881.40706,132657920357.91058
Max,96,15417000000.0,Outlay,Veterans Benefits and Services,Real,148326666666.6667,7.0,-5.5,111215444442.0,111215444442.0,95798444442.0,148326666666.6667,132909666666.66667,0.0040701377158961285,148175618881.40707,132758618881.40706
Max,96,24740814814.0,Outlay,Spacer 8,Spacer,,8.0,-5.5,135956259256.0,135956259256.0,111215444442.0,148326666666.6667,148326666666.6667,0.0040701377158961285,148276317404.90353,148175618881.40707
Max,96,25260000000.0,Outlay,Net Interest,Real,173586666666.6667,9.0,-5.5,161216259256.0,161216259256.0,135956259256.0,173586666666.6667,148326666666.6667,0.0040701377158961285,173536317404.90353,148276317404.90353
Max,96,24740814814.0,Outlay,Spacer 10,Spacer,,10.0,-5.5,185957074070.0,185957074070.0,161216259256.0,173586666666.6667,173586666666.6667,0.0040701377158961285,173637015928.4,173536317404.90353
Max,96,35447000000.0,Outlay,Income Security,Real,209033666666.6667,11.0,-5.5,221404074070.0,221404074070.0,185957074070.0,209033666666.6667,173586666666.6667,0.0040701377158961285,209084015928.4,173637015928.4
Max,96,24740814814.0,Outlay,Spacer 12,Spacer,,12.0,-5.5,246144888884.0,246144888884.0,221404074070.0,209033666666.6667,209033666666.6667,0.0040701377158961285,209184714451.89645,209084015928.4
Max,96,49302000000.0,Outlay,Health,Real,258335666666.6667,13.0,-5.5,295446888884.0,295446888884.0,246144888884.0,258335666666.6667,209033666666.6667,0.0040701377158961285,258486714451.89645,209184714451.89645
Max,96,24740814814.0,Outlay,Spacer 14,Spacer,,14.0,-5.5,320187703698.0,320187703698.0,295446888884.0,258335666666.6667,258335666666.6667,0.0040701377158961285,258587412975.3929,258486714451.89645
Max,96,51993000000.0,Outlay,National Defense,Real,310328666666.6667,15.0,-5.5,372180703698.0,372180703698.0,320187703698.0,310328666666.6667,258335666666.6667,0.0040701377158961285,310580412975.39294,258587412975.3929
Max,96,24740814814.0,Outlay,Spacer 16,Spacer,,16.0,-5.5,396921518512.0,396921518512.0,372180703698.0,310328666666.6667,310328666666.6667,0.0040701377158961285,310681111498.8894,310580412975.39294
Max,96,55843000000.0,Outlay,Medicare,Real,366171666666.6667,17.0,-5.5,452764518512.0,452764518512.0,396921518512.0,366171666666.6667,310328666666.6667,0.0040701377158961285,366524111498.8894,310681111498.8894
Max,96,24740814814.0,Outlay,Spacer 18,Spacer,,18.0,-5.5,477505333326.0,477505333326.0,452764518512.0,366171666666.6667,366171666666.6667,0.0040701377158961285,366624810022.38586,366524111498.8894
Max,96,79163000000.0,Outlay,Social Security,Real,445334666666.6667,19.0,-5.5,556668333326.0,556668333326.0,477505333326.0,445334666666.6667,366171666666.6667,0.0040701377158961285,445787810022.38586,366624810022.38586
Min,3,111333666666.66667,Dummy,Dummy_Function,Spacer,111333666666.66667,0.0,-5.5,0.0,0.0,0.0,0.0,0.0,0.0040701377158961285,0.0,0.0
Min,3,2296000000.0,Outlay,Other,Real,113629666666.66667,1.0,-5.5,2296000000.0,2296000000.0,0.0,113629666666.66667,111333666666.66667,0.0040701377158961285,113176523310.91766,110880523310.91766
Min,3,24740814814.0,Outlay,Spacer 2,Spacer,,2.0,-5.5,27036814814.0,27036814814.0,2296000000.0,113629666666.66667,113629666666.66667,0.0040701377158961285,113277221834.41412,113176523310.91766
Min,3,9475000000.0,Outlay,"Education, Training, Employment, and Social Services",Real,123104666666.66667,3.0,-5.5,36511814814.0,36511814814.0,27036814814.0,123104666666.66667,113629666666.66667,0.0040701377158961285,122752221834.41412,113277221834.41412
Min,3,24740814814.0,Outlay,Spacer 4,Spacer,,4.0,-5.5,61252629628.0,61252629628.0,36511814814.0,123104666666.66667,123104666666.66667,0.0040701377158961285,122852920357.91058,122752221834.41412
Min,3,9805000000.0,Outlay,Transportation,Real,132909666666.66667,5.0,-5.5,71057629628.0,71057629628.0,61252629628.0,132909666666.66667,123104666666.66667,0.0040701377158961285,132657920357.91058,122852920357.91058
Min,3,24740814814.0,Outlay,Spacer 6,Spacer,,6.0,-5.5,95798444442.0,95798444442.0,71057629628.0,132909666666.66667,132909666666.66667,0.0040701377158961285,132758618881.40706,132657920357.91058
Min,3,15417000000.0,Outlay,Veterans Benefits and Services,Real,148326666666.6667,7.0,-5.5,111215444442.0,111215444442.0,95798444442.0,148326666666.6667,132909666666.66667,0.0040701377158961285,148175618881.40707,132758618881.40706
Min,3,24740814814.0,Outlay,Spacer 8,Spacer,,8.0,-5.5,135956259256.0,135956259256.0,111215444442.0,148326666666.6667,148326666666.6667,0.0040701377158961285,148276317404.90353,148175618881.40707
Min,3,25260000000.0,Outlay,Net Interest,Real,173586666666.6667,9.0,-5.5,161216259256.0,161216259256.0,135956259256.0,173586666666.6667,148326666666.6667,0.0040701377158961285,173536317404.90353,148276317404.90353
Min,3,24740814814.0,Outlay,Spacer 10,Spacer,,10.0,-5.5,185957074070.0,185957074070.0,161216259256.0,173586666666.6667,173586666666.6667,0.0040701377158961285,173637015928.4,173536317404.90353
Min,3,35447000000.0,Outlay,Income Security,Real,209033666666.6667,11.0,-5.5,221404074070.0,221404074070.0,185957074070.0,209033666666.6667,173586666666.6667,0.0040701377158961285,209084015928.4,173637015928.4
Min,3,24740814814.0,Outlay,Spacer 12,Spacer,,12.0,-5.5,246144888884.0,246144888884.0,221404074070.0,209033666666.6667,209033666666.6667,0.0040701377158961285,209184714451.89645,209084015928.4
Min,3,49302000000.0,Outlay,Health,Real,258335666666.6667,13.0,-5.5,295446888884.0,295446888884.0,246144888884.0,258335666666.6667,209033666666.6667,0.0040701377158961285,258486714451.89645,209184714451.89645
Min,3,24740814814.0,Outlay,Spacer 14,Spacer,,14.0,-5.5,320187703698.0,320187703698.0,295446888884.0,258335666666.6667,258335666666.6667,0.0040701377158961285,258587412975.3929,258486714451.89645
Min,3,51993000000.0,Outlay,National Defense,Real,310328666666.6667,15.0,-5.5,372180703698.0,372180703698.0,320187703698.0,310328666666.6667,258335666666.6667,0.0040701377158961285,310580412975.39294,258587412975.3929
Min,3,24740814814.0,Outlay,Spacer 16,Spacer,,16.0,-5.5,396921518512.0,396921518512.0,372180703698.0,310328666666.6667,310328666666.6667,0.0040701377158961285,310681111498.8894,310580412975.39294
Min,3,55843000000.0,Outlay,Medicare,Real,366171666666.6667,17.0,-5.5,452764518512.0,452764518512.0,396921518512.0,366171666666.6667,310328666666.6667,0.0040701377158961285,366524111498.8894,310681111498.8894
Min,3,24740814814.0,Outlay,Spacer 18,Spacer,,18.0,-5.5,477505333326.0,477505333326.0,452764518512.0,366171666666.6667,366171666666.6667,0.0040701377158961285,366624810022.38586,366524111498.8894
Min,3,79163000000.0,Outlay,Social Security,Real,445334666666.6667,19.0,-5.5,556668333326.0,556668333326.0,477505333326.0,445334666666.6667,366171666666.6667,0.0040701377158961285,445787810022.38586,366624810022.38586
Max,95,111333666666.66667,Dummy,Dummy_Function,Spacer,111333666666.66667,0.0,-5.25,0.0,0.0,0.0,0.0,0.0,0.005220125693558399,0.0,0.0
Max,95,2296000000.0,Outlay,Other,Real,113629666666.66667,1.0,-5.25,2296000000.0,2296000000.0,0.0,113629666666.66667,111333666666.66667,0.005220125693558399,113048490932.74194,110752490932.74194
Max,95,24740814814.0,Outlay,Spacer 2,Spacer,,2.0,-5.25,27036814814.0,27036814814.0,2296000000.0,113629666666.66667,113629666666.66667,0.005220125693558399,113177641095.83208,113048490932.74194
Max,95,9475000000.0,Outlay,"Education, Training, Employment, and Social Services",Real,123104666666.66667,3.0,-5.25,36511814814.0,36511814814.0,27036814814.0,123104666666.66667,113629666666.66667,0.005220125693558399,122652641095.83208,113177641095.83208
Max,95,24740814814.0,Outlay,Spacer 4,Spacer,,4.0,-5.25,61252629628.0,61252629628.0,36511814814.0,123104666666.66667,123104666666.66667,0.005220125693558399,122781791258.9222,122652641095.83208
Max,95,9805000000.0,Outlay,Transportation,Real,132909666666.66667,5.0,-5.25,71057629628.0,71057629628.0,61252629628.0,132909666666.66667,123104666666.66667,0.005220125693558399,132586791258.9222,122781791258.9222
Max,95,24740814814.0,Outlay,Spacer 6,Spacer,,6.0,-5.25,95798444442.0,95798444442.0,71057629628.0,132909666666.66667,132909666666.66667,0.005220125693558399,132715941422.01233,132586791258.9222
Max,95,15417000000.0,Outlay,Veterans Benefits and Services,Real,148326666666.6667,7.0,-5.25,111215444442.0,111215444442.0,95798444442.0,148326666666.6667,132909666666.66667,0.005220125693558399,148132941422.01236,132715941422.01233
Max,95,24740814814.0,Outlay,Spacer 8,Spacer,,8.0,-5.25,135956259256.0,135956259256.0,111215444442.0,148326666666.6667,148326666666.6667,0.005220125693558399,148262091585.10248,148132941422.01236
Max,95,25260000000.0,Outlay,Net Interest,Real,173586666666.6667,9.0,-5.25,161216259256.0,161216259256.0,135956259256.0,173586666666.6667,148326666666.6667,0.005220125693558399,173522091585.10248,148262091585.10248
Max,95,24740814814.0,Outlay,Spacer 10,Spacer,,10.0,-5.25,185957074070.0,185957074070.0,161216259256.0,173586666666.6667,173586666666.6667,0.005220125693558399,173651241748.19263,173522091585.10248
Max,95,35447000000.0,Outlay,Income Security,Real,209033666666.6667,11.0,-5.25,221404074070.0,221404074070.0,185957074070.0,209033666666.6667,173586666666.6667,0.005220125693558399,209098241748.19263,173651241748.19263
Max,95,24740814814.0,Outlay,Spacer 12,Spacer,,12.0,-5.25,246144888884.0,246144888884.0,221404074070.0,209033666666.6667,209033666666.6667,0.005220125693558399,209227391911.28275,209098241748.19263
