Stage1_Source,Stage1_Source_Amount,Stage2_Receipt_Type,Stage1_Row_Type,t,Path,MinMax,pillar1_rank_n,pillar2_cumsum,pillar1_cumsum,Stage1_Top,Stage1_Bot,Stage2_Top,Stage2_Bot,sigmoid,curve_top_rec,curve_bot_rec
Dummy_Source,86017250000.0,Dummy,Spacer,-6.0,98,Max,0.0,86017250000.0,0.0,0.0,0.0,0.0,0.0,0.002472623156634775,0.0,0.0
Estate andGift Taxes,2427000000.0,Receipt,Real,-6.0,98,Max,2.0,88444250000.0,2427000000.0,2427000000.0,0.0,88444250000.0,86017250000.0,0.002472623156634775,2639688244.2200427,212688244.22004262
Spacer 3,28672416666.0,Receipt,Spacer,-6.0,98,Max,3.0,,31099416666.0,31099416666.0,2427000000.0,88444250000.0,88444250000.0,0.002472623156634775,31241208828.81501,2639688244.2200427
CustomsDuties,2967000000.0,Receipt,Real,-6.0,98,Max,4.0,91411250000.0,34066416666.0,34066416666.0,31099416666.0,91411250000.0,88444250000.0,0.002472623156634775,34208208828.81501,31241208828.81501
Spacer 5,28672416666.0,Receipt,Spacer,-6.0,98,Max,5.0,,62738833332.0,62738833332.0,34066416666.0,91411250000.0,91411250000.0,0.002472623156634775,62809729413.40998,34208208828.81501
Excise Taxes,5116000000.0,Receipt,Real,-6.0,98,Max,6.0,96527250000.0,67854833332.0,67854833332.0,62738833332.0,96527250000.0,91411250000.0,0.002472623156634775,67925729413.40998,62809729413.40998
Spacer 7,28672416666.0,Receipt,Spacer,-6.0,98,Max,7.0,,96527249998.0,96527249998.0,67854833332.0,96527250000.0,96527250000.0,0.002472623156634775,96527249998.00494,67925729413.40998
Corporation Income Taxes,9146000000.0,Receipt,Real,-6.0,98,Max,8.0,105673250000.0,105673249998.0,105673249998.0,96527249998.0,105673250000.0,96527250000.0,0.002472623156634775,105673249998.00494,96527249998.00494
Spacer 9,28672416666.0,Receipt,Spacer,-6.0,98,Max,9.0,,134345666664.0,134345666664.0,105673249998.0,105673250000.0,105673250000.0,0.002472623156634775,134274770582.59991,105673249998.00494
Miscellaneous Receipts,17428000000.0,Receipt,Real,-6.0,98,Max,10.0,123101250000.0,151773666664.0,151773666664.0,134345666664.0,123101250000.0,105673250000.0,0.002472623156634775,151702770582.5999,134274770582.59991
Spacer 11,28672416666.0,Receipt,Spacer,-6.0,98,Max,11.0,,180446083330.0,180446083330.0,151773666664.0,123101250000.0,123101250000.0,0.002472623156634775,180304291167.1949,151702770582.5999
Social Insurance and Retirement Receipts,109754000000.0,Receipt,Real,-6.0,98,Max,12.0,232855250000.0,290200083330.0,290200083330.0,180446083330.0,232855250000.0,123101250000.0,0.002472623156634775,290058291167.1949,180304291167.1949
Spacer 13,28672416666.0,Receipt,Spacer,-6.0,98,Max,13.0,,318872499996.0,318872499996.0,290200083330.0,232855250000.0,232855250000.0,0.002472623156634775,318659811751.78986,290058291167.1949
Individual Income Taxes,197231000000.0,Receipt,Real,-6.0,98,Max,14.0,430086250000.0,516103499996.0,516103499996.0,318872499996.0,430086250000.0,232855250000.0,0.002472623156634775,515890811751.78986,318659811751.78986
Dummy_Source,86017250000.0,Dummy,Spacer,-6.0,1,Min,0.0,86017250000.0,0.0,0.0,0.0,0.0,0.0,0.002472623156634775,0.0,0.0
Estate andGift Taxes,2427000000.0,Receipt,Real,-6.0,1,Min,2.0,88444250000.0,2427000000.0,2427000000.0,0.0,88444250000.0,86017250000.0,0.002472623156634775,2639688244.2200427,212688244.22004262
Spacer 3,28672416666.0,Receipt,Spacer,-6.0,1,Min,3.0,,31099416666.0,31099416666.0,2427000000.0,88444250000.0,88444250000.0,0.002472623156634775,31241208828.81501,2639688244.2200427
CustomsDuties,2967000000.0,Receipt,Real,-6.0,1,Min,4.0,91411250000.0,34066416666.0,34066416666.0,31099416666.0,91411250000.0,88444250000.0,0.002472623156634775,34208208828.81501,31241208828.81501
Spacer 5,28672416666.0,Receipt,Spacer,-6.0,1,Min,5.0,,62738833332.0,62738833332.0,34066416666.0,91411250000.0,91411250000.0,0.002472623156634775,62809729413.40998,34208208828.81501
Excise Taxes,5116000000.0,Receipt,Real,-6.0,1,Min,6.0,96527250000.0,67854833332.0,67854833332.0,62738833332.0,96527250000.0,91411250000.0,0.002472623156634775,67925729413.40998,62809729413.40998
Spacer 7,28672416666.0,Receipt,Spacer,-6.0,1,Min,7.0,,96527249998.0,96527249998.0,67854833332.0,96527250000.0,96527250000.0,0.002472623156634775,96527249998.00494,67925729413.40998
Corporation Income Taxes,9146000000.0,Receipt,Real,-6.0,1,Min,8.0,105673250000.0,105673249998.0,105673249998.0,96527249998.0,105673250000.0,96527250000.0,0.002472623156634775,105673249998.00494,96527249998.00494
Spacer 9,28672416666.0,Receipt,Spacer,-6.0,1,Min,9.0,,134345666664.0,134345666664.0,105673249998.0,105673250000.0,105673250000.0,0.002472623156634775,134274770582.59991,105673249998.00494
Miscellaneous Receipts,17428000000.0,Receipt,Real,-6.0,1,Min,10.0,123101250000.0,151773666664.0,151773666664.0,134345666664.0,123101250000.0,105673250000.0,0.002472623156634775,151702770582.5999,134274770582.59991
Spacer 11,28672416666.0,Receipt,Spacer,-6.0,1,Min,11.0,,180446083330.0,180446083330.0,151773666664.0,123101250000.0,123101250000.0,0.002472623156634775,180304291167.1949,151702770582.5999
Social Insurance and Retirement Receipts,109754000000.0,Receipt,Real,-6.0,1,Min,12.0,232855250000.0,290200083330.0,290200083330.0,180446083330.0,232855250000.0,123101250000.0,0.002472623156634775,290058291167.1949,180304291167.1949
Spacer 13,28672416666.0,Receipt,Spacer,-6.0,1,Min,13.0,,318872499996.0,318872499996.0,290200083330.0,232855250000.0,232855250000.0,0.002472623156634775,318659811751.78986,290058291167.1949
Individual Income Taxes,197231000000.0,Receipt,Real,-6.0,1,Min,14.0,430086250000.0,516103499996.0,516103499996.0,318872499996.0,430086250000.0,232855250000.0,0.002472623156634775,515890811751.78986,318659811751.78986
Dummy_Source,86017250000.0,Dummy,Spacer,-5.75,97,Max,0.0,86017250000.0,0.0,0.0,0.0,0.0,0.0,0.0031726828424851906,0.0,0.0
Estate andGift Taxes,2427000000.0,Receipt,Real,-5.75,97,Max,2.0,88444250000.0,2427000000.0,2427000000.0,0.0,88444250000.0,86017250000.0,0.0031726828424851906,2699905453.2327595,272905453.23275924
Spacer 3,28672416666.0,Receipt,Spacer,-5.75,97,Max,3.0,,31099416666.0,31099416666.0,2427000000.0,88444250000.0,88444250000.0,0.0031726828424851906,31281353634.823956,2699905453.2327595
CustomsDuties,2967000000.0,Receipt,Real,-5.75,97,Max,4.0,91411250000.0,34066416666.0,34066416666.0,31099416666.0,91411250000.0,88444250000.0,0.0031726828424851906,34248353634.823956,31281353634.823956
Spacer 5,28672416666.0,Receipt,Spacer,-5.75,97,Max,5.0,,62738833332.0,62738833332.0,34066416666.0,91411250000.0,91411250000.0,0.0031726828424851906,62829801816.41515,34248353634.823956
Excise Taxes,5116000000.0,Receipt,Real,-5.75,97,Max,6.0,96527250000.0,67854833332.0,67854833332.0,62738833332.0,96527250000.0,91411250000.0,0.0031726828424851906,67945801816.41515,62829801816.41515
Spacer 7,28672416666.0,Receipt,Spacer,-5.75,97,Max,7.0,,96527249998.0,96527249998.0,67854833332.0,96527250000.0,96527250000.0,0.0031726828424851906,96527249998.00635,67945801816.41515
Corporation Income Taxes,9146000000.0,Receipt,Real,-5.75,97,Max,8.0,105673250000.0,105673249998.0,105673249998.0,96527249998.0,105673250000.0,96527250000.0,0.0031726828424851906,105673249998.00635,96527249998.00635
Spacer 9,28672416666.0,Receipt,Spacer,-5.75,97,Max,9.0,,134345666664.0,134345666664.0,105673249998.0,105673250000.0,105673250000.0,0.0031726828424851906,134254698179.59753,105673249998.00635
Miscellaneous Receipts,17428000000.0,Receipt,Real,-5.75,97,Max,10.0,123101250000.0,151773666664.0,151773666664.0,134345666664.0,123101250000.0,105673250000.0,0.0031726828424851906,151682698179.59753,134254698179.59753
Spacer 11,28672416666.0,Receipt,Spacer,-5.75,97,Max,11.0,,180446083330.0,180446083330.0,151773666664.0,123101250000.0,123101250000.0,0.0031726828424851906,180264146361.18875,151682698179.59753
Social Insurance and Retirement Receipts,109754000000.0,Receipt,Real,-5.75,97,Max,12.0,232855250000.0,290200083330.0,290200083330.0,180446083330.0,232855250000.0,123101250000.0,0.0031726828424851906,290018146361.1887,180264146361.18875
Spacer 13,28672416666.0,Receipt,Spacer,-5.75,97,Max,13.0,,318872499996.0,318872499996.0,290200083330.0,232855250000.0,232855250000.0,0.0031726828424851906,318599594542.7799,290018146361.1887
Individual Income Taxes,197231000000.0,Receipt,Real,-5.75,97,Max,14.0,430086250000.0,516103499996.0,516103499996.0,318872499996.0,430086250000.0,232855250000.0,0.0031726828424851906,515830594542.7799,318599594542.7799
Dummy_Source,86017250000.0,Dummy,Spacer,-5.75,2,Min,0.0,86017250000.0,0.0,0.0,0.0,0.0,0.0,0.0031726828424851906,0.0,0.0
Estate andGift Taxes,2427000000.0,Receipt,Real,-5.75,2,Min,2.0,88444250000.0,2427000000.0,2427000000.0,0.0,88444250000.0,86017250000.0,0.0031726828424851906,2699905453.2327595,272905453.23275924
Spacer 3,28672416666.0,Receipt,Spacer,-5.75,2,Min,3.0,,31099416666.0,31099416666.0,2427000000.0,88444250000.0,88444250000.0,0.0031726828424851906,31281353634.823956,2699905453.2327595
CustomsDuties,2967000000.0,Receipt,Real,-5.75,2,Min,4.0,91411250000.0,34066416666.0,34066416666.0,31099416666.0,91411250000.0,88444250000.0,0.0031726828424851906,34248353634.823956,31281353634.823956
Spacer 5,28672416666.0,Receipt,Spacer,-5.75,2,Min,5.0,,62738833332.0,62738833332.0,34066416666.0,91411250000.0,91411250000.0,0.0031726828424851906,62829801816.41515,34248353634.823956
Excise Taxes,5116000000.0,Receipt,Real,-5.75,2,Min,6.0,96527250000.0,67854833332.0,67854833332.0,62738833332.0,96527250000.0,91411250000.0,0.0031726828424851906,67945801816.41515,62829801816.41515
Spacer 7,28672416666.0,Receipt,Spacer,-5.75,2,Min,7.0,,96527249998.0,96527249998.0,67854833332.0,96527250000.0,96527250000.0,0.0031726828424851906,96527249998.00635,67945801816.41515
Corporation Income Taxes,9146000000.0,Receipt,Real,-5.75,2,Min,8.0,105673250000.0,105673249998.0,105673249998.0,96527249998.0,105673250000.0,96527250000.0,0.0031726828424851906,105673249998.00635,96527249998.00635
Spacer 9,28672416666.0,Receipt,Spacer,-5.75,2,Min,9.0,,134345666664.0,134345666664.0,105673249998.0,105673250000.0,105673250000.0,0.0031726828424851906,134254698179.59753,105673249998.00635
Miscellaneous Receipts,17428000000.0,Receipt,Real,-5.75,2,Min,10.0,123101250000.0,151773666664.0,151773666664.0,134345666664.0,123101250000.0,105673250000.0,0.0031726828424851906,151682698179.59753,134254698179.59753
Spacer 11,28672416666.0,Receipt,Spacer,-5.75,2,Min,11.0,,180446083330.0,180446083330.0,151773666664.0,123101250000.0,123101250000.0,0.0031726828424851906,180264146361.18875,151682698179.59753
Social Insurance and Retirement Receipts,109754000000.0,Receipt,Real,-5.75,2,Min,12.0,232855250000.0,290200083330.0,290200083330.0,180446083330.0,232855250000.0,123101250000.0,0.0031726828424851906,290018146361.1887,180264146361.18875
Spacer 13,28672416666.0,Receipt,Spacer,-5.75,2,Min,13.0,,318872499996.0,318872499996.0,290200083330.0,232855250000.0,232855250000.0,0.0031726828424851906,318599594542.7799,290018146361.1887
Individual Income Taxes,197231000000.0,Receipt,Real,-5.75,2,Min,14.0,430086250000.0,516103499996.0,516103499996.0,318872499996.0,430086250000.0,232855250000.0,0.0031726828424851906,515830594542.7799,318599594542.7799
Dummy_Source,86017250000.0,Dummy,Spacer,-5.5,96,Max,0.0,86017250000.0,0.0,0.0,0.0,0.0,0.0,0.0040701377158961285,0.0,0.0
Estate andGift Taxes,2427000000.0,Receipt,Real,-5.5,96,Max,2.0,88444250000.0,2427000000.0,2427000000.0,0.0,88444250000.0,86017250000.0,0.0040701377158961285,2777102053.442666,350102053.4426663
Spacer 3,28672416666.0,Receipt,Spacer,-5.5,96,Max,3.0,,31099416666.0,31099416666.0,2427000000.0,88444250000.0,88444250000.0,0.0040701377158961285,31332818034.964493,2777102053.442666
CustomsDuties,2967000000.0,Receipt,Real,-5.5,96,Max,4.0,91411250000.0,34066416666.0,34066416666.0,31099416666.0,91411250000.0,88444250000.0,0.0040701377158961285,34299818034.964493,31332818034.964493
Spacer 5,28672416666.0,Receipt,Spacer,-5.5,96,Max,5.0,,62738833332.0,62738833332.0,34066416666.0,91411250000.0,91411250000.0,0.0040701377158961285,62855534016.48631,34299818034.964493
Excise Taxes,5116000000.0,Receipt,Real,-5.5,96,Max,6.0,96527250000.0,67854833332.0,67854833332.0,62738833332.0,96527250000.0,91411250000.0,0.0040701377158961285,67971534016.48631,62855534016.48631
Spacer 7,28672416666.0,Receipt,Spacer,-5.5,96,Max,7.0,,96527249998.0,96527249998.0,67854833332.0,96527250000.0,96527250000.0,0.0040701377158961285,96527249998.00813,67971534016.48631
Corporation Income Taxes,9146000000.0,Receipt,Real,-5.5,96,Max,8.0,105673250000.0,105673249998.0,105673249998.0,96527249998.0,105673250000.0,96527250000.0,0.0040701377158961285,105673249998.00813,96527249998.00813
Spacer 9,28672416666.0,Receipt,Spacer,-5.5,96,Max,9.0,,134345666664.0,134345666664.0,105673249998.0,105673250000.0,105673250000.0,0.0040701377158961285,134228965979.52997,105673249998.00813
Miscellaneous Receipts,17428000000.0,Receipt,Real,-5.5,96,Max,10.0,123101250000.0,151773666664.0,151773666664.0,134345666664.0,123101250000.0,105673250000.0,0.0040701377158961285,151656965979.52997,134228965979.52997
Spacer 11,28672416666.0,Receipt,Spacer,-5.5,96,Max,11.0,,180446083330.0,180446083330.0,151773666664.0,123101250000.0,123101250000.0,0.0040701377158961285,180212681961.0518,151656965979.52997
Social Insurance and Retirement Receipts,109754000000.0,Receipt,Real,-5.5,96,Max,12.0,232855250000.0,290200083330.0,290200083330.0,180446083330.0,232855250000.0,123101250000.0,0.0040701377158961285,289966681961.0518,180212681961.0518
Spacer 13,28672416666.0,Receipt,Spacer,-5.5,96,Max,13.0,,318872499996.0,318872499996.0,290200083330.0,232855250000.0,232855250000.0,0.0040701377158961285,318522397942.5736,289966681961.0518
Individual Income Taxes,197231000000.0,Receipt,Real,-5.5,96,Max,14.0,430086250000.0,516103499996.0,516103499996.0,318872499996.0,430086250000.0,232855250000.0,0.0040701377158961285,515753397942.5736,318522397942.5736
Dummy_Source,86017250000.0,Dummy,Spacer,-5.5,3,Min,0.0,86017250000.0,0.0,0.0,0.0,0.0,0.0,0.0040701377158961285,0.0,0.0
Estate andGift Taxes,2427000000.0,Receipt,Real,-5.5,3,Min,2.0,88444250000.0,2427000000.0,2427000000.0,0.0,88444250000.0,86017250000.0,0.0040701377158961285,2777102053.442666,350102053.4426663
Spacer 3,28672416666.0,Receipt,Spacer,-5.5,3,Min,3.0,,31099416666.0,31099416666.0,2427000000.0,88444250000.0,88444250000.0,0.0040701377158961285,31332818034.964493,2777102053.442666
CustomsDuties,2967000000.0,Receipt,Real,-5.5,3,Min,4.0,91411250000.0,34066416666.0,34066416666.0,31099416666.0,91411250000.0,88444250000.0,0.0040701377158961285,34299818034.964493,31332818034.964493
Spacer 5,28672416666.0,Receipt,Spacer,-5.5,3,Min,5.0,,62738833332.0,62738833332.0,34066416666.0,91411250000.0,91411250000.0,0.0040701377158961285,62855534016.48631,34299818034.964493
Excise Taxes,5116000000.0,Receipt,Real,-5.5,3,Min,6.0,96527250000.0,67854833332.0,67854833332.0,62738833332.0,96527250000.0,91411250000.0,0.0040701377158961285,67971534016.48631,62855534016.48631
Spacer 7,28672416666.0,Receipt,Spacer,-5.5,3,Min,7.0,,96527249998.0,96527249998.0,67854833332.0,96527250000.0,96527250000.0,0.0040701377158961285,96527249998.00813,67971534016.48631
Corporation Income Taxes,9146000000.0,Receipt,Real,-5.5,3,Min,8.0,105673250000.0,105673249998.0,105673249998.0,96527249998.0,105673250000.0,96527250000.0,0.0040701377158961285,105673249998.00813,96527249998.00813
Spacer 9,28672416666.0,Receipt,Spacer,-5.5,3,Min,9.0,,134345666664.0,134345666664.0,105673249998.0,105673250000.0,105673250000.0,0.0040701377158961285,134228965979.52997,105673249998.00813
Miscellaneous Receipts,17428000000.0,Receipt,Real,-5.5,3,Min,10.0,123101250000.0,151773666664.0,151773666664.0,134345666664.0,123101250000.0,105673250000.0,0.0040701377158961285,151656965979.52997,134228965979.52997
Spacer 11,28672416666.0,Receipt,Spacer,-5.5,3,Min,11.0,,180446083330.0,180446083330.0,151773666664.0,123101250000.0,123101250000.0,0.0040701377158961285,180212681961.0518,151656965979.52997
Social Insurance and Retirement Receipts,109754000000.0,Receipt,Real,-5.5,3,Min,12.0,232855250000.0,290200083330.0,290200083330.0,180446083330.0,232855250000.0,123101250000.0,0.0040701377158961285,289966681961.0518,180212681961.0518
Spacer 13,28672416666.0,Receipt,Spacer,-5.5,3,Min,13.0,,318872499996.0,318872499996.0,290200083330.0,232855250000.0,232855250000.0,0.0040701377158961285,318522397942.5736,289966681961.0518
Individual Income Taxes,197231000000.0,Receipt,Real,-5.5,3,Min,14.0,430086250000.0,516103499996.0,516103499996.0,318872499996.0,430086250000.0,232855250000.0,0.0040701377158961285,515753397942.5736,318522397942.5736
Dummy_Source,86017250000.0,Dummy,Spacer,-5.25,95,Max,0.0,86017250000.0,0.0,0.0,0.0,0.0,0.0,0.005220125693558399,0.0,0.0
Estate andGift Taxes,2427000000.0,Receipt,Real,-5.25,95,Max,2.0,88444250000.0,2427000000.0,2427000000.0,0.0,88444250000.0,86017250000.0,0.005220125693558399,2876020856.814236,449020856.8142362
Spacer 3,28672416666.0,Receipt,Spacer,-5.25,95,Max,3.0,,31099416666.0,31099416666.0,2427000000.0,88444250000.0,88444250000.0,0.005220125693558399,31398763903.87964,2876020856.814236
CustomsDuties,2967000000.0,Receipt,Real,-5.25,95,Max,4.0,91411250000.0,34066416666.0,34066416666.0,31099416666.0,91411250000.0,88444250000.0,0.005220125693558399,34365763903.87964,31398763903.87964
Spacer 5,28672416666.0,Receipt,Spacer,-5.25,95,Max,5.0,,62738833332.0,62738833332.0,34066416666.0,91411250000.0,91411250000.0,0.005220125693558399,62888506950.94504,34365763903.87964
Excise Taxes,5116000000.0,Receipt,Real,-5.25,95,Max,6.0,96527250000.0,67854833332.0,67854833332.0,62738833332.0,96527250000.0,91411250000.0,0.005220125693558399,68004506950.94504,62888506950.94504
Spacer 7,28672416666.0,Receipt,Spacer,-5.25,95,Max,7.0,,96527249998.0,96527249998.0,67854833332.0,96527250000.0,96527250000.0,0.005220125693558399,96527249998.01044,68004506950.94504
Corporation Income Taxes,9146000000.0,Receipt,Real,-5.25,95,Max,8.0,105673250000.0,105673249998.0,105673249998.0,96527249998.0,105673250000.0,96527250000.0,0.005220125693558399,105673249998.01044,96527249998.01044
Spacer 9,28672416666.0,Receipt,Spacer,-5.25,95,Max,9.0,,134345666664.0,134345666664.0,105673249998.0,105673250000.0,105673250000.0,0.005220125693558399,134195993045.07584,105673249998.01044
Miscellaneous Receipts,17428000000.0,Receipt,Real,-5.25,95,Max,10.0,123101250000.0,151773666664.0,151773666664.0,134345666664.0,123101250000.0,105673250000.0,0.005220125693558399,151623993045.07584,134195993045.07584
Spacer 11,28672416666.0,Receipt,Spacer,-5.25,95,Max,11.0,,180446083330.0,180446083330.0,151773666664.0,123101250000.0,123101250000.0,0.005220125693558399,180146736092.14124,151623993045.07584
Social Insurance and Retirement Receipts,109754000000.0,Receipt,Real,-5.25,95,Max,12.0,232855250000.0,290200083330.0,290200083330.0,180446083330.0,232855250000.0,123101250000.0,0.005220125693558399,289900736092.14124,180146736092.14124
Spacer 13,28672416666.0,Receipt,Spacer,-5.25,95,Max,13.0,,318872499996.0,318872499996.0,290200083330.0,232855250000.0,232855250000.0,0.005220125693558399,318423479139.20667,289900736092.14124
Individual Income Taxes,197231000000.0,Receipt,Real,-5.25,95,Max,14.0,430086250000.0,516103499996.0,516103499996.0,318872499996.0,430086250000.0,232855250000.0,0.005220125693558399,515654479139.20667,318423479139.20667
Dummy_Source,86017250000.0,Dummy,Spacer,-5.25,4,Min,0.0,86017250000.0,0.0,0.0,0.0,0.0,0.0,0.005220125693558399,0.0,0.0
Estate andGift Taxes,2427000000.0,Receipt,Real,-5.25,4,Min,2.0,88444250000.0,2427000000.0,2427000000.0,0.0,88444250000.0,86017250000.0,0.005220125693558399,2876020856.814236,449020856.8142362
Spacer 3,28672416666.0,Receipt,Spacer,-5.25,4,Min,3.0,,31099416666.0,31099416666.0,2427000000.0,88444250000.0,88444250000.0,0.005220125693558399,31398763903.87964,2876020856.814236
CustomsDuties,2967000000.0,Receipt,Real,-5.25,4,Min,4.0,91411250000.0,34066416666.0,34066416666.0,31099416666.0,91411250000.0,88444250000.0,0.005220125693558399,34365763903.87964,31398763903.87964
Spacer 5,28672416666.0,Receipt,Spacer,-5.25,4,Min,5.0,,62738833332.0,62738833332.0,34066416666.0,91411250000.0,91411250000.0,0.005220125693558399,62888506950.94504,34365763903.87964
Excise Taxes,5116000000.0,Receipt,Real,-5.25,4,Min,6.0,96527250000.0,67854833332.0,67854833332.0,62738833332.0,96527250000.0,91411250000.0,0.005220125693558399,68004506950.94504,62888506950.94504
Spacer 7,28672416666.0,Receipt,Spacer,-5.25,4,Min,7.0,,96527249998.0,96527249998.0,67854833332.0,96527250000.0,96527250000.0,0.005220125693558399,96527249998.01044,68004506950.94504
Corporation Income Taxes,9146000000.0,Receipt,Real,-5.25,4,Min,8.0,105673250000.0,105673249998.0,105673249998.0,96527249998.0,105673250000.0,96527250000.0,0.005220125693558399,105673249998.01044,96527249998.01044
Spacer 9,28672416666.0,Receipt,Spacer,-5.25,4,Min,9.0,,134345666664.0,134345666664.0,105673249998.0,105673250000.0,105673250000.0,0.005220125693558399,134195993045.07584,105673249998.01044
Miscellaneous Receipts,17428000000.0,Receipt,Real,-5.25,4,Min,10.0,123101250000.0,151773666664.0,151773666664.0,134345666664.0,123101250000.0,105673250000.0,0.005220125693558399,151623993045.07584,134195993045.07584
Spacer 11,28672416666.0,Receipt,Spacer,-5.25,4,Min,11.0,,180446083330.0,180446083330.0,151773666664.0,123101250000.0,123101250000.0,0.005220125693558399,180146736092.14124,151623993045.07584
Social Insurance and Retirement Receipts,109754000000.0,Receipt,Real,-5.25,4,Min,12.0,232855250000.0,290200083330.0,290200083330.0,180446083330.0,232855250000.0,123101250000.0,0.005220125693558399,289900736092.14124,180146736092.14124
Spacer 13,28672416666.0,Receipt,Spacer,-5.25,4,Min,13.0,,318872499996.0,318872499996.0,290200083330.0,232855250000.0,232855250000.0,0.005220125693558399,318423479139.20667,289900736092.14124
Individual Income Taxes,197231000000.0,Receipt,Real,-5.25,4,Min,14.0,430086250000.0,516103499996.0,516103499996.0,318872499996.0,430086250000.0,232855250000.0,0.005220125693558399,515654479139.20667,318423479139.20667
Dummy_Source,86017250000.0,Dummy,Spacer,-5.0,94,Max,0.0,86017250000.0,0.0,0.0,0.0,0.0,0.0,0.006692850924284857,0.0,0.0
Estate andGift Taxes,2427000000.0,Receipt,Real,-5.0,94,Max,2.0,88444250000.0,2427000000.0,2427000000.0,0.0,88444250000.0,86017250000.0,0.006692850924284857,3002700631.1669416,575700631.1669416
Spacer 3,28672416666.0,Receipt,Spacer,-5.0,94,Max,3.0,,31099416666.0,31099416666.0,2427000000.0,88444250000.0,88444250000.0,0.006692850924284857,31483217086.78242,3002700631.1669416
CustomsDuties,2967000000.0,Receipt,Real,-5.0,94,Max,4.0,91411250000.0,34066416666.0,34066416666.0,31099416666.0,91411250000.0,88444250000.0,0.006692850924284857,34450217086.782425,31483217086.78242
Spacer 5,28672416666.0,Receipt,Spacer,-5.0,94,Max,5.0,,62738833332.0,62738833332.0,34066416666.0,91411250000.0,91411250000.0,0.006692850924284857,62930733542.3979,34450217086.782425
Excise Taxes,5116000000.0,Receipt,Real,-5.0,94,Max,6.0,96527250000.0,67854833332.0,67854833332.0,62738833332.0,96527250000.0,91411250000.0,0.006692850924284857,68046733542.3979,62930733542.3979
Spacer 7,28672416666.0,Receipt,Spacer,-5.0,94,Max,7.0,,96527249998.0,96527249998.0,67854833332.0,96527250000.0,96527250000.0,0.006692850924284857,96527249998.01338,68046733542.3979
Corporation Income Taxes,9146000000.0,Receipt,Real,-5.0,94,Max,8.0,105673250000.0,105673249998.0,105673249998.0,96527249998.0,105673250000.0,96527250000.0,0.006692850924284857,105673249998.01338,96527249998.01338
Spacer 9,28672416666.0,Receipt,Spacer,-5.0,94,Max,9.0,,134345666664.0,134345666664.0,105673249998.0,105673250000.0,105673250000.0,0.006692850924284857,134153766453.62886,105673249998.01338
Miscellaneous Receipts,17428000000.0,Receipt,Real,-5.0,94,Max,10.0,123101250000.0,151773666664.0,151773666664.0,134345666664.0,123101250000.0,105673250000.0,0.006692850924284857,151581766453.62888,134153766453.62886
Spacer 11,28672416666.0,Receipt,Spacer,-5.0,94,Max,11.0,,180446083330.0,180446083330.0,151773666664.0,123101250000.0,123101250000.0,0.006692850924284857,180062282909.24435,151581766453.62888
Social Insurance and Retirement Receipts,109754000000.0,Receipt,Real,-5.0,94,Max,12.0,232855250000.0,290200083330.0,290200083330.0,180446083330.0,232855250000.0,123101250000.0,0.006692850924284857,289816282909.2443,180062282909.24435
Spacer 13,28672416666.0,Receipt,Spacer,-5.0,94,Max,13.0,,318872499996.0,318872499996.0,290200083330.0,232855250000.0,232855250000.0,0.006692850924284857,318296799364.8598,289816282909.2443
Individual Income Taxes,197231000000.0,Receipt,Real,-5.0,94,Max,14.0,430086250000.0,516103499996.0,516103499996.0,318872499996.0,430086250000.0,232855250000.0,0.006692850924284857,515527799364.8598,318296799364.8598
Dummy_Source,86017250000.0,Dummy,Spacer,-5.0,5,Min,0.0,86017250000.0,0.0,0.0,0.0,0.0,0.0,0.006692850924284857,0.0,0.0
Estate andGift Taxes,2427000000.0,Receipt,Real,-5.0,5,Min,2.0,88444250000.0,2427000000.0,2427000000.0,0.0,88444250000.0,86017250000.0,0.006692850924284857,3002700631.1669416,575700631.1669416
Spacer 3,28672416666.0,Receipt,Spacer,-5.0,5,Min,3.0,,31099416666.0,31099416666.0,2427000000.0,88444250000.0,88444250000.0,0.006692850924284857,31483217086.78242,3002700631.1669416
CustomsDuties,2967000000.0,Receipt,Real,-5.0,5,Min,4.0,91411250000.0,34066416666.0,34066416666.0,31099416666.0,91411250000.0,88444250000.0,0.006692850924284857,34450217086.782425,31483217086.78242
Spacer 5,28672416666.0,Receipt,Spacer,-5.0,5,Min,5.0,,62738833332.0,62738833332.0,34066416666.0,91411250000.0,91411250000.0,0.006692850924284857,62930733542.3979,34450217086.782425
Excise Taxes,5116000000.0,Receipt,Real,-5.0,5,Min,6.0,96527250000.0,67854833332.0,67854833332.0,62738833332.0,96527250000.0,91411250000.0,0.006692850924284857,68046733542.3979,62930733542.3979
Spacer 7,28672416666.0,Receipt,Spacer,-5.0,5,Min,7.0,,96527249998.0,96527249998.0,67854833332.0,96527250000.0,96527250000.0,0.006692850924284857,96527249998.01338,68046733542.3979
Corporation Income Taxes,9146000000.0,Receipt,Real,-5.0,5,Min,8.0,105673250000.0,105673249998.0,105673249998.0,96527249998.0,105673250000.0,96527250000.0,0.006692850924284857,105673249998.01338,96527249998.01338
Spacer 9,28672416666.0,Receipt,Spacer,-5.0,5,Min,9.0,,134345666664.0,134345666664.0,105673249998.0,105673250000.0,105673250000.0,0.006692850924284857,134153766453.62886,105673249998.01338
