Stage1_Source,Stage1_Source_Amount,Stage2_Receipt_Type,Stage1_Row_Type,t,Path,MinMax,pillar1_rank_n,pillar2_cumsum,pillar1_cumsum,Stage1_Top,Stage1_Bot,Stage2_Top,Stage2_Bot,sigmoid,curve_top_rec,curve_bot_rec
Spacer 3,45781583333.0,Receipt,Spacer,-4.0,90,Max,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.017986209962091562,49733916155.770485,4775769992.994814
Estate and Gift Taxes,1765000000.0,Receipt,Real,-4.0,90,Max,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.017986209962091562,51498916155.770485,49733916155.770485
Spacer 5,45781583333.0,Receipt,Spacer,-4.0,90,Max,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.017986209962091562,96457062318.54616,51498916155.770485
Customs Duties,2947000000.0,Receipt,Real,-4.0,90,Max,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.017986209962091562,99404062318.54616,96457062318.54616
Spacer 7,45781583333.0,Receipt,Spacer,-4.0,90,Max,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.017986209962091562,144362208481.32184,99404062318.54616
Excise Taxes,7416000000.0,Receipt,Real,-4.0,90,Max,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.017986209962091562,151778208481.32184,144362208481.32184
Spacer 9,45781583333.0,Receipt,Spacer,-4.0,90,Max,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.017986209962091562,196736354644.0975,151778208481.32184
Miscellaneous Receipts,14067000000.0,Receipt,Real,-4.0,90,Max,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.017986209962091562,210803354644.0975,196736354644.0975
Spacer 11,45781583333.0,Receipt,Spacer,-4.0,90,Max,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.017986209962091562,255761500806.87317,210803354644.0975
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-4.0,90,Max,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.017986209962091562,345235500806.87317,255761500806.87317
Spacer 13,45781583333.0,Receipt,Spacer,-4.0,90,Max,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.017986209962091562,390193646969.64886,345235500806.87317
Individual Income Taxes,109306000000.0,Receipt,Real,-4.0,90,Max,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.017986209962091562,499499646969.64886,390193646969.64886
Dummy_Source,83500250000.0,Dummy,Spacer,-4.0,9,Min,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.017986209962091562,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-4.0,9,Min,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.017986209962091562,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-4.0,9,Min,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.017986209962091562,4775769992.994814,3438769992.9948144
Spacer 3,45781583333.0,Receipt,Spacer,-4.0,9,Min,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.017986209962091562,49733916155.770485,4775769992.994814
Estate and Gift Taxes,1765000000.0,Receipt,Real,-4.0,9,Min,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.017986209962091562,51498916155.770485,49733916155.770485
Spacer 5,45781583333.0,Receipt,Spacer,-4.0,9,Min,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.017986209962091562,96457062318.54616,51498916155.770485
Customs Duties,2947000000.0,Receipt,Real,-4.0,9,Min,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.017986209962091562,99404062318.54616,96457062318.54616
Spacer 7,45781583333.0,Receipt,Spacer,-4.0,9,Min,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.017986209962091562,144362208481.32184,99404062318.54616
Excise Taxes,7416000000.0,Receipt,Real,-4.0,9,Min,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.017986209962091562,151778208481.32184,144362208481.32184
Spacer 9,45781583333.0,Receipt,Spacer,-4.0,9,Min,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.017986209962091562,196736354644.0975,151778208481.32184
Miscellaneous Receipts,14067000000.0,Receipt,Real,-4.0,9,Min,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.017986209962091562,210803354644.0975,196736354644.0975
Spacer 11,45781583333.0,Receipt,Spacer,-4.0,9,Min,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.017986209962091562,255761500806.87317,210803354644.0975
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-4.0,9,Min,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.017986209962091562,345235500806.87317,255761500806.87317
Spacer 13,45781583333.0,Receipt,Spacer,-4.0,9,Min,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.017986209962091562,390193646969.64886,345235500806.87317
Individual Income Taxes,109306000000.0,Receipt,Real,-4.0,9,Min,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.017986209962091562,499499646969.64886,390193646969.64886
Dummy_Source,83500250000.0,Dummy,Spacer,-3.75,89,Max,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.02297736991002562,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-3.75,89,Max,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.02297736991002562,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-3.75,89,Max,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.02297736991002562,5730026120.070366,4393026120.070366
Spacer 3,45781583333.0,Receipt,Spacer,-3.75,89,Max,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.02297736991002562,50459669077.76136,5730026120.070366
Estate and Gift Taxes,1765000000.0,Receipt,Real,-3.75,89,Max,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.02297736991002562,52224669077.76136,50459669077.76136
Spacer 5,45781583333.0,Receipt,Spacer,-3.75,89,Max,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.02297736991002562,96954312035.45236,52224669077.76136
Customs Duties,2947000000.0,Receipt,Real,-3.75,89,Max,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.02297736991002562,99901312035.45236,96954312035.45236
Spacer 7,45781583333.0,Receipt,Spacer,-3.75,89,Max,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.02297736991002562,144630954993.14334,99901312035.45236
Excise Taxes,7416000000.0,Receipt,Real,-3.75,89,Max,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.02297736991002562,152046954993.14334,144630954993.14334
Spacer 9,45781583333.0,Receipt,Spacer,-3.75,89,Max,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.02297736991002562,196776597950.83435,152046954993.14334
Miscellaneous Receipts,14067000000.0,Receipt,Real,-3.75,89,Max,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.02297736991002562,210843597950.83435,196776597950.83435
Spacer 11,45781583333.0,Receipt,Spacer,-3.75,89,Max,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.02297736991002562,255573240908.52533,210843597950.83435
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-3.75,89,Max,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.02297736991002562,345047240908.5253,255573240908.52533
Spacer 13,45781583333.0,Receipt,Spacer,-3.75,89,Max,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.02297736991002562,389776883866.2163,345047240908.5253
Individual Income Taxes,109306000000.0,Receipt,Real,-3.75,89,Max,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.02297736991002562,499082883866.2163,389776883866.2163
Dummy_Source,83500250000.0,Dummy,Spacer,-3.75,10,Min,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.02297736991002562,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-3.75,10,Min,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.02297736991002562,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-3.75,10,Min,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.02297736991002562,5730026120.070366,4393026120.070366
Spacer 3,45781583333.0,Receipt,Spacer,-3.75,10,Min,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.02297736991002562,50459669077.76136,5730026120.070366
Estate and Gift Taxes,1765000000.0,Receipt,Real,-3.75,10,Min,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.02297736991002562,52224669077.76136,50459669077.76136
Spacer 5,45781583333.0,Receipt,Spacer,-3.75,10,Min,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.02297736991002562,96954312035.45236,52224669077.76136
Customs Duties,2947000000.0,Receipt,Real,-3.75,10,Min,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.02297736991002562,99901312035.45236,96954312035.45236
Spacer 7,45781583333.0,Receipt,Spacer,-3.75,10,Min,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.02297736991002562,144630954993.14334,99901312035.45236
Excise Taxes,7416000000.0,Receipt,Real,-3.75,10,Min,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.02297736991002562,152046954993.14334,144630954993.14334
Spacer 9,45781583333.0,Receipt,Spacer,-3.75,10,Min,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.02297736991002562,196776597950.83435,152046954993.14334
Miscellaneous Receipts,14067000000.0,Receipt,Real,-3.75,10,Min,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.02297736991002562,210843597950.83435,196776597950.83435
Spacer 11,45781583333.0,Receipt,Spacer,-3.75,10,Min,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.02297736991002562,255573240908.52533,210843597950.83435
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-3.75,10,Min,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.02297736991002562,345047240908.5253,255573240908.52533
Spacer 13,45781583333.0,Receipt,Spacer,-3.75,10,Min,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.02297736991002562,389776883866.2163,345047240908.5253
Individual Income Taxes,109306000000.0,Receipt,Real,-3.75,10,Min,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.02297736991002562,499082883866.2163,389776883866.2163
Dummy_Source,83500250000.0,Dummy,Spacer,-3.5,88,Max,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.029312230751356326,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-3.5,88,Max,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.029312230751356326,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-3.5,88,Max,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.029312230751356326,6941183413.178753,5604183413.178753
Spacer 3,45781583333.0,Receipt,Spacer,-3.5,88,Max,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.029312230751356326,51380806411.359406,6941183413.178753
Estate and Gift Taxes,1765000000.0,Receipt,Real,-3.5,88,Max,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.029312230751356326,53145806411.359406,51380806411.359406
Spacer 5,45781583333.0,Receipt,Spacer,-3.5,88,Max,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.029312230751356326,97585429409.54007,53145806411.359406
Customs Duties,2947000000.0,Receipt,Real,-3.5,88,Max,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.029312230751356326,100532429409.54007,97585429409.54007
Spacer 7,45781583333.0,Receipt,Spacer,-3.5,88,Max,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.029312230751356326,144972052407.7207,100532429409.54007
Excise Taxes,7416000000.0,Receipt,Real,-3.5,88,Max,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.029312230751356326,152388052407.7207,144972052407.7207
Spacer 9,45781583333.0,Receipt,Spacer,-3.5,88,Max,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.029312230751356326,196827675405.90137,152388052407.7207
Miscellaneous Receipts,14067000000.0,Receipt,Real,-3.5,88,Max,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.029312230751356326,210894675405.90137,196827675405.90137
Spacer 11,45781583333.0,Receipt,Spacer,-3.5,88,Max,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.029312230751356326,255334298404.08203,210894675405.90137
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-3.5,88,Max,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.029312230751356326,344808298404.08203,255334298404.08203
Spacer 13,45781583333.0,Receipt,Spacer,-3.5,88,Max,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.029312230751356326,389247921402.2627,344808298404.08203
Individual Income Taxes,109306000000.0,Receipt,Real,-3.5,88,Max,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.029312230751356326,498553921402.2627,389247921402.2627
Dummy_Source,83500250000.0,Dummy,Spacer,-3.5,11,Min,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.029312230751356326,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-3.5,11,Min,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.029312230751356326,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-3.5,11,Min,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.029312230751356326,6941183413.178753,5604183413.178753
Spacer 3,45781583333.0,Receipt,Spacer,-3.5,11,Min,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.029312230751356326,51380806411.359406,6941183413.178753
Estate and Gift Taxes,1765000000.0,Receipt,Real,-3.5,11,Min,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.029312230751356326,53145806411.359406,51380806411.359406
Spacer 5,45781583333.0,Receipt,Spacer,-3.5,11,Min,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.029312230751356326,97585429409.54007,53145806411.359406
Customs Duties,2947000000.0,Receipt,Real,-3.5,11,Min,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.029312230751356326,100532429409.54007,97585429409.54007
Spacer 7,45781583333.0,Receipt,Spacer,-3.5,11,Min,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.029312230751356326,144972052407.7207,100532429409.54007
Excise Taxes,7416000000.0,Receipt,Real,-3.5,11,Min,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.029312230751356326,152388052407.7207,144972052407.7207
Spacer 9,45781583333.0,Receipt,Spacer,-3.5,11,Min,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.029312230751356326,196827675405.90137,152388052407.7207
Miscellaneous Receipts,14067000000.0,Receipt,Real,-3.5,11,Min,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.029312230751356326,210894675405.90137,196827675405.90137
Spacer 11,45781583333.0,Receipt,Spacer,-3.5,11,Min,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.029312230751356326,255334298404.08203,210894675405.90137
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-3.5,11,Min,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.029312230751356326,344808298404.08203,255334298404.08203
Spacer 13,45781583333.0,Receipt,Spacer,-3.5,11,Min,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.029312230751356326,389247921402.2627,344808298404.08203
Individual Income Taxes,109306000000.0,Receipt,Real,-3.5,11,Min,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.029312230751356326,498553921402.2627,389247921402.2627
Dummy_Source,83500250000.0,Dummy,Spacer,-3.25,87,Max,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.037326887344129464,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-3.25,87,Max,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.037326887344129464,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-3.25,87,Max,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.037326887344129464,8473499596.158604,7136499596.158604
Spacer 3,45781583333.0,Receipt,Spacer,-3.25,87,Max,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.037326887344129464,52546198925.65184,8473499596.158604
Estate and Gift Taxes,1765000000.0,Receipt,Real,-3.25,87,Max,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.037326887344129464,54311198925.65184,52546198925.65184
Spacer 5,45781583333.0,Receipt,Spacer,-3.25,87,Max,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.037326887344129464,98383898255.14507,54311198925.65184
Customs Duties,2947000000.0,Receipt,Real,-3.25,87,Max,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.037326887344129464,101330898255.14507,98383898255.14507
Spacer 7,45781583333.0,Receipt,Spacer,-3.25,87,Max,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.037326887344129464,145403597584.6383,101330898255.14507
Excise Taxes,7416000000.0,Receipt,Real,-3.25,87,Max,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.037326887344129464,152819597584.6383,145403597584.6383
Spacer 9,45781583333.0,Receipt,Spacer,-3.25,87,Max,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.037326887344129464,196892296914.13153,152819597584.6383
Miscellaneous Receipts,14067000000.0,Receipt,Real,-3.25,87,Max,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.037326887344129464,210959296914.13153,196892296914.13153
Spacer 11,45781583333.0,Receipt,Spacer,-3.25,87,Max,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.037326887344129464,255031996243.6248,210959296914.13153
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-3.25,87,Max,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.037326887344129464,344505996243.62476,255031996243.6248
Spacer 13,45781583333.0,Receipt,Spacer,-3.25,87,Max,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.037326887344129464,388578695573.118,344505996243.62476
Individual Income Taxes,109306000000.0,Receipt,Real,-3.25,87,Max,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.037326887344129464,497884695573.118,388578695573.118
Dummy_Source,83500250000.0,Dummy,Spacer,-3.25,12,Min,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.037326887344129464,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-3.25,12,Min,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.037326887344129464,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-3.25,12,Min,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.037326887344129464,8473499596.158604,7136499596.158604
Spacer 3,45781583333.0,Receipt,Spacer,-3.25,12,Min,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.037326887344129464,52546198925.65184,8473499596.158604
Estate and Gift Taxes,1765000000.0,Receipt,Real,-3.25,12,Min,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.037326887344129464,54311198925.65184,52546198925.65184
Spacer 5,45781583333.0,Receipt,Spacer,-3.25,12,Min,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.037326887344129464,98383898255.14507,54311198925.65184
Customs Duties,2947000000.0,Receipt,Real,-3.25,12,Min,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.037326887344129464,101330898255.14507,98383898255.14507
Spacer 7,45781583333.0,Receipt,Spacer,-3.25,12,Min,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.037326887344129464,145403597584.6383,101330898255.14507
Excise Taxes,7416000000.0,Receipt,Real,-3.25,12,Min,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.037326887344129464,152819597584.6383,145403597584.6383
Spacer 9,45781583333.0,Receipt,Spacer,-3.25,12,Min,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.037326887344129464,196892296914.13153,152819597584.6383
Miscellaneous Receipts,14067000000.0,Receipt,Real,-3.25,12,Min,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.037326887344129464,210959296914.13153,196892296914.13153
Spacer 11,45781583333.0,Receipt,Spacer,-3.25,12,Min,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.037326887344129464,255031996243.6248,210959296914.13153
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-3.25,12,Min,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.037326887344129464,344505996243.62476,255031996243.6248
Spacer 13,45781583333.0,Receipt,Spacer,-3.25,12,Min,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.037326887344129464,388578695573.118,344505996243.62476
Individual Income Taxes,109306000000.0,Receipt,Real,-3.25,12,Min,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.037326887344129464,497884695573.118,388578695573.118
Dummy_Source,83500250000.0,Dummy,Spacer,-3.0,86,Max,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.04742587317756679,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-3.0,86,Max,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.04742587317756679,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-3.0,86,Max,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.04742587317756679,10404317123.41411,9067317123.41411
Spacer 3,45781583333.0,Receipt,Spacer,-3.0,86,Max,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.04742587317756679,54014668891.39505,10404317123.41411
Estate and Gift Taxes,1765000000.0,Receipt,Real,-3.0,86,Max,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.04742587317756679,55779668891.39505,54014668891.39505
Spacer 5,45781583333.0,Receipt,Spacer,-3.0,86,Max,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.04742587317756679,99390020659.37598,55779668891.39505
Customs Duties,2947000000.0,Receipt,Real,-3.0,86,Max,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.04742587317756679,102337020659.37598,99390020659.37598
Spacer 7,45781583333.0,Receipt,Spacer,-3.0,86,Max,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.04742587317756679,145947372427.35693,102337020659.37598
Excise Taxes,7416000000.0,Receipt,Real,-3.0,86,Max,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.04742587317756679,153363372427.35693,145947372427.35693
Spacer 9,45781583333.0,Receipt,Spacer,-3.0,86,Max,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.04742587317756679,196973724195.33786,153363372427.35693
Miscellaneous Receipts,14067000000.0,Receipt,Real,-3.0,86,Max,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.04742587317756679,211040724195.33786,196973724195.33786
Spacer 11,45781583333.0,Receipt,Spacer,-3.0,86,Max,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.04742587317756679,254651075963.3188,211040724195.33786
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-3.0,86,Max,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.04742587317756679,344125075963.3188,254651075963.3188
Spacer 13,45781583333.0,Receipt,Spacer,-3.0,86,Max,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.04742587317756679,387735427731.29974,344125075963.3188
Individual Income Taxes,109306000000.0,Receipt,Real,-3.0,86,Max,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.04742587317756679,497041427731.29974,387735427731.29974
Dummy_Source,83500250000.0,Dummy,Spacer,-3.0,13,Min,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.04742587317756679,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-3.0,13,Min,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.04742587317756679,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-3.0,13,Min,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.04742587317756679,10404317123.41411,9067317123.41411
Spacer 3,45781583333.0,Receipt,Spacer,-3.0,13,Min,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.04742587317756679,54014668891.39505,10404317123.41411
Estate and Gift Taxes,1765000000.0,Receipt,Real,-3.0,13,Min,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.04742587317756679,55779668891.39505,54014668891.39505
Spacer 5,45781583333.0,Receipt,Spacer,-3.0,13,Min,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.04742587317756679,99390020659.37598,55779668891.39505
