Stage1_Source,Stage1_Source_Amount,Stage2_Receipt_Type,Stage1_Row_Type,t,Path,MinMax,pillar1_rank_n,pillar2_cumsum,pillar1_cumsum,Stage1_Top,Stage1_Bot,Stage2_Top,Stage2_Bot,sigmoid,curve_top_rec,curve_bot_rec
Estate and Gift Taxes,2015000000.0,Receipt,Real,-3.5,11,Min,2.0,190441000000.0,2015000000.0,2015000000.0,0.0,190441000000.0,188426000000.0,0.029312230751356326,7538186391.555067,5523186391.555067
Spacer 3,40000000000.0,Receipt,Spacer,-3.5,11,Min,3.0,,42015000000.0,42015000000.0,2015000000.0,190441000000.0,190441000000.0,0.029312230751356326,46365697161.50082,7538186391.555067
Customs Duties,2421000000.0,Receipt,Real,-3.5,11,Min,4.0,192862000000.0,44436000000.0,44436000000.0,42015000000.0,192862000000.0,190441000000.0,0.029312230751356326,48786697161.50082,46365697161.50082
Spacer 5,40000000000.0,Receipt,Spacer,-3.5,11,Min,5.0,,84436000000.0,84436000000.0,44436000000.0,192862000000.0,192862000000.0,0.029312230751356326,87614207931.44656,48786697161.50082
Corporation Income Taxes,5935000000.0,Receipt,Real,-3.5,11,Min,6.0,198797000000.0,90371000000.0,90371000000.0,84436000000.0,198797000000.0,192862000000.0,0.029312230751356326,93549207931.44656,87614207931.44656
Spacer 7,40000000000.0,Receipt,Spacer,-3.5,11,Min,7.0,,130371000000.0,130371000000.0,90371000000.0,198797000000.0,198797000000.0,0.029312230751356326,132376718701.3923,93549207931.44656
Excise Taxes,8123000000.0,Receipt,Real,-3.5,11,Min,8.0,206920000000.0,138494000000.0,138494000000.0,130371000000.0,206920000000.0,198797000000.0,0.029312230751356326,140499718701.3923,132376718701.3923
Spacer 9,40000000000.0,Receipt,Spacer,-3.5,11,Min,9.0,,178494000000.0,178494000000.0,138494000000.0,206920000000.0,206920000000.0,0.029312230751356326,179327229471.33804,140499718701.3923
Miscellaneous Receipts,11516000000.0,Receipt,Real,-3.5,11,Min,10.0,218436000000.0,190010000000.0,190010000000.0,178494000000.0,218436000000.0,206920000000.0,0.029312230751356326,190843229471.33804,179327229471.33804
Spacer 11,40000000000.0,Receipt,Spacer,-3.5,11,Min,11.0,,230010000000.0,230010000000.0,190010000000.0,218436000000.0,218436000000.0,0.029312230751356326,229670740241.2838,190843229471.33804
Individual Income Taxes,103981000000.0,Receipt,Real,-3.5,11,Min,12.0,322417000000.0,333991000000.0,333991000000.0,230010000000.0,322417000000.0,218436000000.0,0.029312230751356326,333651740241.2838,229670740241.2838
Spacer 13,40000000000.0,Receipt,Spacer,-3.5,11,Min,13.0,,373991000000.0,373991000000.0,333991000000.0,322417000000.0,322417000000.0,0.029312230751356326,372479251011.22955,333651740241.2838
Social Insurance and Retirement Receipts,106425000000.0,Receipt,Real,-3.5,11,Min,14.0,428842000000.0,480416000000.0,480416000000.0,373991000000.0,428842000000.0,322417000000.0,0.029312230751356326,478904251011.22955,372479251011.22955
Dummy_Source,100000000000.0,Dummy,Spacer,-3.25,87,Max,0.0,100000000000.0,0.0,0.0,0.0,0.0,0.0,0.037326887344129464,0.0,0.0
Deficit,88426000000.0,Deficit,Real,-3.25,87,Max,1.0,188426000000.0,0.0,0.0,0.0,0.0,0.0,0.037326887344129464,0.0,0.0
Estate and Gift Taxes,2015000000.0,Receipt,Real,-3.25,87,Max,2.0,190441000000.0,2015000000.0,2015000000.0,0.0,190441000000.0,188426000000.0,0.037326887344129464,9048356074.704937,7033356074.704938
Spacer 3,40000000000.0,Receipt,Spacer,-3.25,87,Max,3.0,,42015000000.0,42015000000.0,2015000000.0,190441000000.0,190441000000.0,0.037326887344129464,47555280580.93976,9048356074.704937
Customs Duties,2421000000.0,Receipt,Real,-3.25,87,Max,4.0,192862000000.0,44436000000.0,44436000000.0,42015000000.0,192862000000.0,190441000000.0,0.037326887344129464,49976280580.93976,47555280580.93976
Spacer 5,40000000000.0,Receipt,Spacer,-3.25,87,Max,5.0,,84436000000.0,84436000000.0,44436000000.0,192862000000.0,192862000000.0,0.037326887344129464,88483205087.17458,49976280580.93976
Corporation Income Taxes,5935000000.0,Receipt,Real,-3.25,87,Max,6.0,198797000000.0,90371000000.0,90371000000.0,84436000000.0,198797000000.0,192862000000.0,0.037326887344129464,94418205087.17458,88483205087.17458
Spacer 7,40000000000.0,Receipt,Spacer,-3.25,87,Max,7.0,,130371000000.0,130371000000.0,90371000000.0,198797000000.0,198797000000.0,0.037326887344129464,132925129593.40941,94418205087.17458
Excise Taxes,8123000000.0,Receipt,Real,-3.25,87,Max,8.0,206920000000.0,138494000000.0,138494000000.0,130371000000.0,206920000000.0,198797000000.0,0.037326887344129464,141048129593.4094,132925129593.40941
Spacer 9,40000000000.0,Receipt,Spacer,-3.25,87,Max,9.0,,178494000000.0,178494000000.0,138494000000.0,206920000000.0,206920000000.0,0.037326887344129464,179555054099.64423,141048129593.4094
Miscellaneous Receipts,11516000000.0,Receipt,Real,-3.25,87,Max,10.0,218436000000.0,190010000000.0,190010000000.0,178494000000.0,218436000000.0,206920000000.0,0.037326887344129464,191071054099.64423,179555054099.64423
Spacer 11,40000000000.0,Receipt,Spacer,-3.25,87,Max,11.0,,230010000000.0,230010000000.0,190010000000.0,218436000000.0,218436000000.0,0.037326887344129464,229577978605.87906,191071054099.64423
Individual Income Taxes,103981000000.0,Receipt,Real,-3.25,87,Max,12.0,322417000000.0,333991000000.0,333991000000.0,230010000000.0,322417000000.0,218436000000.0,0.037326887344129464,333558978605.879,229577978605.87906
Spacer 13,40000000000.0,Receipt,Spacer,-3.25,87,Max,13.0,,373991000000.0,373991000000.0,333991000000.0,322417000000.0,322417000000.0,0.037326887344129464,372065903112.1139,333558978605.879
Social Insurance and Retirement Receipts,106425000000.0,Receipt,Real,-3.25,87,Max,14.0,428842000000.0,480416000000.0,480416000000.0,373991000000.0,428842000000.0,322417000000.0,0.037326887344129464,478490903112.1139,372065903112.1139
Dummy_Source,100000000000.0,Dummy,Spacer,-3.25,12,Min,0.0,100000000000.0,0.0,0.0,0.0,0.0,0.0,0.037326887344129464,0.0,0.0
Deficit,88426000000.0,Deficit,Real,-3.25,12,Min,1.0,188426000000.0,0.0,0.0,0.0,0.0,0.0,0.037326887344129464,0.0,0.0
Estate and Gift Taxes,2015000000.0,Receipt,Real,-3.25,12,Min,2.0,190441000000.0,2015000000.0,2015000000.0,0.0,190441000000.0,188426000000.0,0.037326887344129464,9048356074.704937,7033356074.704938
Spacer 3,40000000000.0,Receipt,Spacer,-3.25,12,Min,3.0,,42015000000.0,42015000000.0,2015000000.0,190441000000.0,190441000000.0,0.037326887344129464,47555280580.93976,9048356074.704937
Customs Duties,2421000000.0,Receipt,Real,-3.25,12,Min,4.0,192862000000.0,44436000000.0,44436000000.0,42015000000.0,192862000000.0,190441000000.0,0.037326887344129464,49976280580.93976,47555280580.93976
Spacer 5,40000000000.0,Receipt,Spacer,-3.25,12,Min,5.0,,84436000000.0,84436000000.0,44436000000.0,192862000000.0,192862000000.0,0.037326887344129464,88483205087.17458,49976280580.93976
Corporation Income Taxes,5935000000.0,Receipt,Real,-3.25,12,Min,6.0,198797000000.0,90371000000.0,90371000000.0,84436000000.0,198797000000.0,192862000000.0,0.037326887344129464,94418205087.17458,88483205087.17458
Spacer 7,40000000000.0,Receipt,Spacer,-3.25,12,Min,7.0,,130371000000.0,130371000000.0,90371000000.0,198797000000.0,198797000000.0,0.037326887344129464,132925129593.40941,94418205087.17458
Excise Taxes,8123000000.0,Receipt,Real,-3.25,12,Min,8.0,206920000000.0,138494000000.0,138494000000.0,130371000000.0,206920000000.0,198797000000.0,0.037326887344129464,141048129593.4094,132925129593.40941
Spacer 9,40000000000.0,Receipt,Spacer,-3.25,12,Min,9.0,,178494000000.0,178494000000.0,138494000000.0,206920000000.0,206920000000.0,0.037326887344129464,179555054099.64423,141048129593.4094
Miscellaneous Receipts,11516000000.0,Receipt,Real,-3.25,12,Min,10.0,218436000000.0,190010000000.0,190010000000.0,178494000000.0,218436000000.0,206920000000.0,0.037326887344129464,191071054099.64423,179555054099.64423
Spacer 11,40000000000.0,Receipt,Spacer,-3.25,12,Min,11.0,,230010000000.0,230010000000.0,190010000000.0,218436000000.0,218436000000.0,0.037326887344129464,229577978605.87906,191071054099.64423
Individual Income Taxes,103981000000.0,Receipt,Real,-3.25,12,Min,12.0,322417000000.0,333991000000.0,333991000000.0,230010000000.0,322417000000.0,218436000000.0,0.037326887344129464,333558978605.879,229577978605.87906
Spacer 13,40000000000.0,Receipt,Spacer,-3.25,12,Min,13.0,,373991000000.0,373991000000.0,333991000000.0,322417000000.0,322417000000.0,0.037326887344129464,372065903112.1139,333558978605.879
Social Insurance and Retirement Receipts,106425000000.0,Receipt,Real,-3.25,12,Min,14.0,428842000000.0,480416000000.0,480416000000.0,373991000000.0,428842000000.0,322417000000.0,0.037326887344129464,478490903112.1139,372065903112.1139
Dummy_Source,100000000000.0,Dummy,Spacer,-3.0,86,Max,0.0,100000000000.0,0.0,0.0,0.0,0.0,0.0,0.04742587317756679,0.0,0.0
Deficit,88426000000.0,Deficit,Real,-3.0,86,Max,1.0,188426000000.0,0.0,0.0,0.0,0.0,0.0,0.04742587317756679,0.0,0.0
Estate and Gift Taxes,2015000000.0,Receipt,Real,-3.0,86,Max,2.0,190441000000.0,2015000000.0,2015000000.0,0.0,190441000000.0,188426000000.0,0.04742587317756679,10951267579.3562,8936267579.3562
Spacer 3,40000000000.0,Receipt,Spacer,-3.0,86,Max,3.0,,42015000000.0,42015000000.0,2015000000.0,190441000000.0,190441000000.0,0.04742587317756679,49054232652.253525,10951267579.3562
Customs Duties,2421000000.0,Receipt,Real,-3.0,86,Max,4.0,192862000000.0,44436000000.0,44436000000.0,42015000000.0,192862000000.0,190441000000.0,0.04742587317756679,51475232652.253525,49054232652.253525
Spacer 5,40000000000.0,Receipt,Spacer,-3.0,86,Max,5.0,,84436000000.0,84436000000.0,44436000000.0,192862000000.0,192862000000.0,0.04742587317756679,89578197725.15086,51475232652.253525
Corporation Income Taxes,5935000000.0,Receipt,Real,-3.0,86,Max,6.0,198797000000.0,90371000000.0,90371000000.0,84436000000.0,198797000000.0,192862000000.0,0.04742587317756679,95513197725.15086,89578197725.15086
Spacer 7,40000000000.0,Receipt,Spacer,-3.0,86,Max,7.0,,130371000000.0,130371000000.0,90371000000.0,198797000000.0,198797000000.0,0.04742587317756679,133616162798.04819,95513197725.15086
Excise Taxes,8123000000.0,Receipt,Real,-3.0,86,Max,8.0,206920000000.0,138494000000.0,138494000000.0,130371000000.0,206920000000.0,198797000000.0,0.04742587317756679,141739162798.0482,133616162798.04819
Spacer 9,40000000000.0,Receipt,Spacer,-3.0,86,Max,9.0,,178494000000.0,178494000000.0,138494000000.0,206920000000.0,206920000000.0,0.04742587317756679,179842127870.94553,141739162798.0482
Miscellaneous Receipts,11516000000.0,Receipt,Real,-3.0,86,Max,10.0,218436000000.0,190010000000.0,190010000000.0,178494000000.0,218436000000.0,206920000000.0,0.04742587317756679,191358127870.94553,179842127870.94553
Spacer 11,40000000000.0,Receipt,Spacer,-3.0,86,Max,11.0,,230010000000.0,230010000000.0,190010000000.0,218436000000.0,218436000000.0,0.04742587317756679,229461092943.84283,191358127870.94553
Individual Income Taxes,103981000000.0,Receipt,Real,-3.0,86,Max,12.0,322417000000.0,333991000000.0,333991000000.0,230010000000.0,322417000000.0,218436000000.0,0.04742587317756679,333442092943.84283,229461092943.84283
Spacer 13,40000000000.0,Receipt,Spacer,-3.0,86,Max,13.0,,373991000000.0,373991000000.0,333991000000.0,322417000000.0,322417000000.0,0.04742587317756679,371545058016.7402,333442092943.84283
Social Insurance and Retirement Receipts,106425000000.0,Receipt,Real,-3.0,86,Max,14.0,428842000000.0,480416000000.0,480416000000.0,373991000000.0,428842000000.0,322417000000.0,0.04742587317756679,477970058016.7402,371545058016.7402
Dummy_Source,100000000000.0,Dummy,Spacer,-3.0,13,Min,0.0,100000000000.0,0.0,0.0,0.0,0.0,0.0,0.04742587317756679,0.0,0.0
Deficit,88426000000.0,Deficit,Real,-3.0,13,Min,1.0,188426000000.0,0.0,0.0,0.0,0.0,0.0,0.04742587317756679,0.0,0.0
Estate and Gift Taxes,2015000000.0,Receipt,Real,-3.0,13,Min,2.0,190441000000.0,2015000000.0,2015000000.0,0.0,190441000000.0,188426000000.0,0.04742587317756679,10951267579.3562,8936267579.3562
Spacer 3,40000000000.0,Receipt,Spacer,-3.0,13,Min,3.0,,42015000000.0,42015000000.0,2015000000.0,190441000000.0,190441000000.0,0.04742587317756679,49054232652.253525,10951267579.3562
Customs Duties,2421000000.0,Receipt,Real,-3.0,13,Min,4.0,192862000000.0,44436000000.0,44436000000.0,42015000000.0,192862000000.0,190441000000.0,0.04742587317756679,51475232652.253525,49054232652.253525
Spacer 5,40000000000.0,Receipt,Spacer,-3.0,13,Min,5.0,,84436000000.0,84436000000.0,44436000000.0,192862000000.0,192862000000.0,0.04742587317756679,89578197725.15086,51475232652.253525
Corporation Income Taxes,5935000000.0,Receipt,Real,-3.0,13,Min,6.0,198797000000.0,90371000000.0,90371000000.0,84436000000.0,198797000000.0,192862000000.0,0.04742587317756679,95513197725.15086,89578197725.15086
Spacer 7,40000000000.0,Receipt,Spacer,-3.0,13,Min,7.0,,130371000000.0,130371000000.0,90371000000.0,198797000000.0,198797000000.0,0.04742587317756679,133616162798.04819,95513197725.15086
Excise Taxes,8123000000.0,Receipt,Real,-3.0,13,Min,8.0,206920000000.0,138494000000.0,138494000000.0,130371000000.0,206920000000.0,198797000000.0,0.04742587317756679,141739162798.0482,133616162798.04819
Spacer 9,40000000000.0,Receipt,Spacer,-3.0,13,Min,9.0,,178494000000.0,178494000000.0,138494000000.0,206920000000.0,206920000000.0,0.04742587317756679,179842127870.94553,141739162798.0482
Miscellaneous Receipts,11516000000.0,Receipt,Real,-3.0,13,Min,10.0,218436000000.0,190010000000.0,190010000000.0,178494000000.0,218436000000.0,206920000000.0,0.04742587317756679,191358127870.94553,179842127870.94553
Spacer 11,40000000000.0,Receipt,Spacer,-3.0,13,Min,11.0,,230010000000.0,230010000000.0,190010000000.0,218436000000.0,218436000000.0,0.04742587317756679,229461092943.84283,191358127870.94553
Individual Income Taxes,103981000000.0,Receipt,Real,-3.0,13,Min,12.0,322417000000.0,333991000000.0,333991000000.0,230010000000.0,322417000000.0,218436000000.0,0.04742587317756679,333442092943.84283,229461092943.84283
Spacer 13,40000000000.0,Receipt,Spacer,-3.0,13,Min,13.0,,373991000000.0,373991000000.0,333991000000.0,322417000000.0,322417000000.0,0.04742587317756679,371545058016.7402,333442092943.84283
Social Insurance and Retirement Receipts,106425000000.0,Receipt,Real,-3.0,13,Min,14.0,428842000000.0,480416000000.0,480416000000.0,373991000000.0,428842000000.0,322417000000.0,0.04742587317756679,477970058016.7402,371545058016.7402
Dummy_Source,100000000000.0,Dummy,Spacer,-2.75,85,Max,0.0,100000000000.0,0.0,0.0,0.0,0.0,0.0,0.060086650174007626,0.0,0.0
Deficit,88426000000.0,Deficit,Real,-2.75,85,Max,1.0,188426000000.0,0.0,0.0,0.0,0.0,0.0,0.060086650174007626,0.0,0.0
Estate and Gift Taxes,2015000000.0,Receipt,Real,-2.75,85,Max,2.0,190441000000.0,2015000000.0,2015000000.0,0.0,190441000000.0,188426000000.0,0.060086650174007626,13336887145.687561,11321887145.687561
Spacer 3,40000000000.0,Receipt,Spacer,-2.75,85,Max,3.0,,42015000000.0,42015000000.0,2015000000.0,190441000000.0,190441000000.0,0.060086650174007626,50933421138.72726,13336887145.687561
Customs Duties,2421000000.0,Receipt,Real,-2.75,85,Max,4.0,192862000000.0,44436000000.0,44436000000.0,42015000000.0,192862000000.0,190441000000.0,0.060086650174007626,53354421138.72726,50933421138.72726
Spacer 5,40000000000.0,Receipt,Spacer,-2.75,85,Max,5.0,,84436000000.0,84436000000.0,44436000000.0,192862000000.0,192862000000.0,0.060086650174007626,90950955131.76695,53354421138.72726
Corporation Income Taxes,5935000000.0,Receipt,Real,-2.75,85,Max,6.0,198797000000.0,90371000000.0,90371000000.0,84436000000.0,198797000000.0,192862000000.0,0.060086650174007626,96885955131.76695,90950955131.76695
Spacer 7,40000000000.0,Receipt,Spacer,-2.75,85,Max,7.0,,130371000000.0,130371000000.0,90371000000.0,198797000000.0,198797000000.0,0.060086650174007626,134482489124.80664,96885955131.76695
Excise Taxes,8123000000.0,Receipt,Real,-2.75,85,Max,8.0,206920000000.0,138494000000.0,138494000000.0,130371000000.0,206920000000.0,198797000000.0,0.060086650174007626,142605489124.80664,134482489124.80664
Spacer 9,40000000000.0,Receipt,Spacer,-2.75,85,Max,9.0,,178494000000.0,178494000000.0,138494000000.0,206920000000.0,206920000000.0,0.060086650174007626,180202023117.84634,142605489124.80664
Miscellaneous Receipts,11516000000.0,Receipt,Real,-2.75,85,Max,10.0,218436000000.0,190010000000.0,190010000000.0,178494000000.0,218436000000.0,206920000000.0,0.060086650174007626,191718023117.84634,180202023117.84634
Spacer 11,40000000000.0,Receipt,Spacer,-2.75,85,Max,11.0,,230010000000.0,230010000000.0,190010000000.0,218436000000.0,218436000000.0,0.060086650174007626,229314557110.88605,191718023117.84634
Individual Income Taxes,103981000000.0,Receipt,Real,-2.75,85,Max,12.0,322417000000.0,333991000000.0,333991000000.0,230010000000.0,322417000000.0,218436000000.0,0.060086650174007626,333295557110.88605,229314557110.88605
Spacer 13,40000000000.0,Receipt,Spacer,-2.75,85,Max,13.0,,373991000000.0,373991000000.0,333991000000.0,322417000000.0,322417000000.0,0.060086650174007626,370892091103.9257,333295557110.88605
Social Insurance and Retirement Receipts,106425000000.0,Receipt,Real,-2.75,85,Max,14.0,428842000000.0,480416000000.0,480416000000.0,373991000000.0,428842000000.0,322417000000.0,0.060086650174007626,477317091103.9257,370892091103.9257
Dummy_Source,100000000000.0,Dummy,Spacer,-2.75,14,Min,0.0,100000000000.0,0.0,0.0,0.0,0.0,0.0,0.060086650174007626,0.0,0.0
Deficit,88426000000.0,Deficit,Real,-2.75,14,Min,1.0,188426000000.0,0.0,0.0,0.0,0.0,0.0,0.060086650174007626,0.0,0.0
Estate and Gift Taxes,2015000000.0,Receipt,Real,-2.75,14,Min,2.0,190441000000.0,2015000000.0,2015000000.0,0.0,190441000000.0,188426000000.0,0.060086650174007626,13336887145.687561,11321887145.687561
Spacer 3,40000000000.0,Receipt,Spacer,-2.75,14,Min,3.0,,42015000000.0,42015000000.0,2015000000.0,190441000000.0,190441000000.0,0.060086650174007626,50933421138.72726,13336887145.687561
Customs Duties,2421000000.0,Receipt,Real,-2.75,14,Min,4.0,192862000000.0,44436000000.0,44436000000.0,42015000000.0,192862000000.0,190441000000.0,0.060086650174007626,53354421138.72726,50933421138.72726
Spacer 5,40000000000.0,Receipt,Spacer,-2.75,14,Min,5.0,,84436000000.0,84436000000.0,44436000000.0,192862000000.0,192862000000.0,0.060086650174007626,90950955131.76695,53354421138.72726
Corporation Income Taxes,5935000000.0,Receipt,Real,-2.75,14,Min,6.0,198797000000.0,90371000000.0,90371000000.0,84436000000.0,198797000000.0,192862000000.0,0.060086650174007626,96885955131.76695,90950955131.76695
Spacer 7,40000000000.0,Receipt,Spacer,-2.75,14,Min,7.0,,130371000000.0,130371000000.0,90371000000.0,198797000000.0,198797000000.0,0.060086650174007626,134482489124.80664,96885955131.76695
Excise Taxes,8123000000.0,Receipt,Real,-2.75,14,Min,8.0,206920000000.0,138494000000.0,138494000000.0,130371000000.0,206920000000.0,198797000000.0,0.060086650174007626,142605489124.80664,134482489124.80664
Spacer 9,40000000000.0,Receipt,Spacer,-2.75,14,Min,9.0,,178494000000.0,178494000000.0,138494000000.0,206920000000.0,206920000000.0,0.060086650174007626,180202023117.84634,142605489124.80664
Miscellaneous Receipts,11516000000.0,Receipt,Real,-2.75,14,Min,10.0,218436000000.0,190010000000.0,190010000000.0,178494000000.0,218436000000.0,206920000000.0,0.060086650174007626,191718023117.84634,180202023117.84634
Spacer 11,40000000000.0,Receipt,Spacer,-2.75,14,Min,11.0,,230010000000.0,230010000000.0,190010000000.0,218436000000.0,218436000000.0,0.060086650174007626,229314557110.88605,191718023117.84634
Individual Income Taxes,103981000000.0,Receipt,Real,-2.75,14,Min,12.0,322417000000.0,333991000000.0,333991000000.0,230010000000.0,322417000000.0,218436000000.0,0.060086650174007626,333295557110.88605,229314557110.88605
Spacer 13,40000000000.0,Receipt,Spacer,-2.75,14,Min,13.0,,373991000000.0,373991000000.0,333991000000.0,322417000000.0,322417000000.0,0.060086650174007626,370892091103.9257,333295557110.88605
Social Insurance and Retirement Receipts,106425000000.0,Receipt,Real,-2.75,14,Min,14.0,428842000000.0,480416000000.0,480416000000.0,373991000000.0,428842000000.0,322417000000.0,0.060086650174007626,477317091103.9257,370892091103.9257
Dummy_Source,100000000000.0,Dummy,Spacer,-2.5,84,Max,0.0,100000000000.0,0.0,0.0,0.0,0.0,0.0,0.07585818002124356,0.0,0.0
Deficit,88426000000.0,Deficit,Real,-2.5,84,Max,1.0,188426000000.0,0.0,0.0,0.0,0.0,0.0,0.07585818002124356,0.0,0.0
Estate and Gift Taxes,2015000000.0,Receipt,Real,-2.5,84,Max,2.0,190441000000.0,2015000000.0,2015000000.0,0.0,190441000000.0,188426000000.0,0.07585818002124356,16308653428.682838,14293653428.682838
Spacer 3,40000000000.0,Receipt,Spacer,-2.5,84,Max,3.0,,42015000000.0,42015000000.0,2015000000.0,190441000000.0,190441000000.0,0.07585818002124356,53274326227.8331,16308653428.682838
Customs Duties,2421000000.0,Receipt,Real,-2.5,84,Max,4.0,192862000000.0,44436000000.0,44436000000.0,42015000000.0,192862000000.0,190441000000.0,0.07585818002124356,55695326227.8331,53274326227.8331
Spacer 5,40000000000.0,Receipt,Spacer,-2.5,84,Max,5.0,,84436000000.0,84436000000.0,44436000000.0,192862000000.0,192862000000.0,0.07585818002124356,92660999026.98335,55695326227.8331
Corporation Income Taxes,5935000000.0,Receipt,Real,-2.5,84,Max,6.0,198797000000.0,90371000000.0,90371000000.0,84436000000.0,198797000000.0,192862000000.0,0.07585818002124356,98595999026.98335,92660999026.98335
Spacer 7,40000000000.0,Receipt,Spacer,-2.5,84,Max,7.0,,130371000000.0,130371000000.0,90371000000.0,198797000000.0,198797000000.0,0.07585818002124356,135561671826.1336,98595999026.98335
Excise Taxes,8123000000.0,Receipt,Real,-2.5,84,Max,8.0,206920000000.0,138494000000.0,138494000000.0,130371000000.0,206920000000.0,198797000000.0,0.07585818002124356,143684671826.1336,135561671826.1336
Spacer 9,40000000000.0,Receipt,Spacer,-2.5,84,Max,9.0,,178494000000.0,178494000000.0,138494000000.0,206920000000.0,206920000000.0,0.07585818002124356,180650344625.28387,143684671826.1336
Miscellaneous Receipts,11516000000.0,Receipt,Real,-2.5,84,Max,10.0,218436000000.0,190010000000.0,190010000000.0,178494000000.0,218436000000.0,206920000000.0,0.07585818002124356,192166344625.28387,180650344625.28387
Spacer 11,40000000000.0,Receipt,Spacer,-2.5,84,Max,11.0,,230010000000.0,230010000000.0,190010000000.0,218436000000.0,218436000000.0,0.07585818002124356,229132017424.4341,192166344625.28387
Individual Income Taxes,103981000000.0,Receipt,Real,-2.5,84,Max,12.0,322417000000.0,333991000000.0,333991000000.0,230010000000.0,322417000000.0,218436000000.0,0.07585818002124356,333113017424.43414,229132017424.4341
Spacer 13,40000000000.0,Receipt,Spacer,-2.5,84,Max,13.0,,373991000000.0,373991000000.0,333991000000.0,322417000000.0,322417000000.0,0.07585818002124356,370078690223.5844,333113017424.43414
Social Insurance and Retirement Receipts,106425000000.0,Receipt,Real,-2.5,84,Max,14.0,428842000000.0,480416000000.0,480416000000.0,373991000000.0,428842000000.0,322417000000.0,0.07585818002124356,476503690223.5844,370078690223.5844
Dummy_Source,100000000000.0,Dummy,Spacer,-2.5,15,Min,0.0,100000000000.0,0.0,0.0,0.0,0.0,0.0,0.07585818002124356,0.0,0.0
Deficit,88426000000.0,Deficit,Real,-2.5,15,Min,1.0,188426000000.0,0.0,0.0,0.0,0.0,0.0,0.07585818002124356,0.0,0.0
Estate and Gift Taxes,2015000000.0,Receipt,Real,-2.5,15,Min,2.0,190441000000.0,2015000000.0,2015000000.0,0.0,190441000000.0,188426000000.0,0.07585818002124356,16308653428.682838,14293653428.682838
Spacer 3,40000000000.0,Receipt,Spacer,-2.5,15,Min,3.0,,42015000000.0,42015000000.0,2015000000.0,190441000000.0,190441000000.0,0.07585818002124356,53274326227.8331,16308653428.682838
Customs Duties,2421000000.0,Receipt,Real,-2.5,15,Min,4.0,192862000000.0,44436000000.0,44436000000.0,42015000000.0,192862000000.0,190441000000.0,0.07585818002124356,55695326227.8331,53274326227.8331
Spacer 5,40000000000.0,Receipt,Spacer,-2.5,15,Min,5.0,,84436000000.0,84436000000.0,44436000000.0,192862000000.0,192862000000.0,0.07585818002124356,92660999026.98335,55695326227.8331
Corporation Income Taxes,5935000000.0,Receipt,Real,-2.5,15,Min,6.0,198797000000.0,90371000000.0,90371000000.0,84436000000.0,198797000000.0,192862000000.0,0.07585818002124356,98595999026.98335,92660999026.98335
Spacer 7,40000000000.0,Receipt,Spacer,-2.5,15,Min,7.0,,130371000000.0,130371000000.0,90371000000.0,198797000000.0,198797000000.0,0.07585818002124356,135561671826.1336,98595999026.98335
Excise Taxes,8123000000.0,Receipt,Real,-2.5,15,Min,8.0,206920000000.0,138494000000.0,138494000000.0,130371000000.0,206920000000.0,198797000000.0,0.07585818002124356,143684671826.1336,135561671826.1336
Spacer 9,40000000000.0,Receipt,Spacer,-2.5,15,Min,9.0,,178494000000.0,178494000000.0,138494000000.0,206920000000.0,206920000000.0,0.07585818002124356,180650344625.28387,143684671826.1336
Miscellaneous Receipts,11516000000.0,Receipt,Real,-2.5,15,Min,10.0,218436000000.0,190010000000.0,190010000000.0,178494000000.0,218436000000.0,206920000000.0,0.07585818002124356,192166344625.28387,180650344625.28387
Spacer 11,40000000000.0,Receipt,Spacer,-2.5,15,Min,11.0,,230010000000.0,230010000000.0,190010000000.0,218436000000.0,218436000000.0,0.07585818002124356,229132017424.4341,192166344625.28387
Individual Income Taxes,103981000000.0,Receipt,Real,-2.5,15,Min,12.0,322417000000.0,333991000000.0,333991000000.0,230010000000.0,322417000000.0,218436000000.0,0.07585818002124356,333113017424.43414,229132017424.4341
Spacer 13,40000000000.0,Receipt,Spacer,-2.5,15,Min,13.0,,373991000000.0,373991000000.0,333991000000.0,322417000000.0,322417000000.0,0.07585818002124356,370078690223.5844,333113017424.43414
Social Insurance and Retirement Receipts,106425000000.0,Receipt,Real,-2.5,15,Min,14.0,428842000000.0,480416000000.0,480416000000.0,373991000000.0,428842000000.0,322417000000.0,0.07585818002124356,476503690223.5844,370078690223.5844
Dummy_Source,100000000000.0,Dummy,Spacer,-2.25,83,Max,0.0,100000000000.0,0.0,0.0,0.0,0.0,0.0,0.0953494648991095,0.0,0.0
Deficit,88426000000.0,Deficit,Real,-2.25,83,Max,1.0,188426000000.0,0.0,0.0,0.0,0.0,0.0,0.0953494648991095,0.0,0.0
Estate and Gift Taxes,2015000000.0,Receipt,Real,-2.25,83,Max,2.0,190441000000.0,2015000000.0,2015000000.0,0.0,190441000000.0,188426000000.0,0.0953494648991095,19981318273.07961,17966318273.07961
Spacer 3,40000000000.0,Receipt,Spacer,-2.25,83,Max,3.0,,42015000000.0,42015000000.0,2015000000.0,190441000000.0,190441000000.0,0.0953494648991095,56167339677.11523,19981318273.07961
Customs Duties,2421000000.0,Receipt,Real,-2.25,83,Max,4.0,192862000000.0,44436000000.0,44436000000.0,42015000000.0,192862000000.0,190441000000.0,0.0953494648991095,58588339677.11523,56167339677.11523
