Stage1_Source,Stage1_Source_Amount,Stage2_Receipt_Type,Stage1_Row_Type,t,Path,MinMax,pillar1_rank_n,pillar2_cumsum,pillar1_cumsum,Stage1_Top,Stage1_Bot,Stage2_Top,Stage2_Bot,sigmoid,curve_top_rec,curve_bot_rec
Excise Taxes,7416000000.0,Receipt,Real,-6.0,1,Min,8.0,232487666666.6667,178643166664.0,178643166664.0,171227166664.0,232487666666.6667,225071666666.6667,0.002472623156634775,178776303821.56403,171360303821.56403
Spacer 9,55059388888.0,Receipt,Spacer,-6.0,1,Min,9.0,,233702555552.0,233702555552.0,178643166664.0,232487666666.6667,232487666666.6667,0.002472623156634775,233699551589.60938,178776303821.56403
Miscellaneous Receipts,14067000000.0,Receipt,Real,-6.0,1,Min,10.0,246554666666.6667,247769555552.0,247769555552.0,233702555552.0,246554666666.6667,232487666666.6667,0.002472623156634775,247766551589.60938,233699551589.60938
Spacer 11,55059388888.0,Receipt,Spacer,-6.0,1,Min,11.0,,302828944440.0,302828944440.0,247769555552.0,246554666666.6667,246554666666.6667,0.002472623156634775,302689799357.6548,247766551589.60938
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-6.0,1,Min,12.0,336028666666.6667,392302944440.0,392302944440.0,302828944440.0,336028666666.6667,246554666666.6667,0.002472623156634775,392163799357.6548,302689799357.6548
Spacer 13,55059388888.0,Receipt,Spacer,-6.0,1,Min,13.0,,447362333328.0,447362333328.0,392302944440.0,336028666666.6667,336028666666.6667,0.002472623156634775,447087047125.70013,392163799357.6548
Individual Income Taxes,109306000000.0,Receipt,Real,-6.0,1,Min,14.0,445334666666.6667,556668333328.0,556668333328.0,447362333328.0,445334666666.6667,336028666666.6667,0.002472623156634775,556393047125.7001,447087047125.70013
Dummy_Source,111333666666.66667,Dummy,Spacer,-5.75,97,Max,0.0,111333666666.66667,0.0,0.0,0.0,0.0,0.0,0.0031726828424851906,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-5.75,97,Max,1.0,219022666666.6667,0.0,0.0,0.0,0.0,0.0,0.0031726828424851906,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-5.75,97,Max,2.0,220359666666.6667,1337000000.0,1337000000.0,0.0,220359666666.6667,219022666666.6667,0.0031726828424851906,2031889456.6486864,694889456.6486864
Spacer 3,55059388888.0,Receipt,Spacer,-5.75,97,Max,3.0,,56396388888.0,56396388888.0,1337000000.0,220359666666.6667,220359666666.6667,0.0031726828424851906,56916592366.20601,2031889456.6486864
Estate and Gift Taxes,1765000000.0,Receipt,Real,-5.75,97,Max,4.0,222124666666.6667,58161388888.0,58161388888.0,56396388888.0,222124666666.6667,220359666666.6667,0.0031726828424851906,58681592366.20601,56916592366.20601
Spacer 5,55059388888.0,Receipt,Spacer,-5.75,97,Max,5.0,,113220777776.0,113220777776.0,58161388888.0,222124666666.6667,222124666666.6667,0.0031726828424851906,113566295275.76334,58681592366.20601
Customs Duties,2947000000.0,Receipt,Real,-5.75,97,Max,6.0,225071666666.6667,116167777776.0,116167777776.0,113220777776.0,225071666666.6667,222124666666.6667,0.0031726828424851906,116513295275.76334,113566295275.76334
Spacer 7,55059388888.0,Receipt,Spacer,-5.75,97,Max,7.0,,171227166664.0,171227166664.0,116167777776.0,225071666666.6667,225071666666.6667,0.0031726828424851906,171397998185.32065,116513295275.76334
Excise Taxes,7416000000.0,Receipt,Real,-5.75,97,Max,8.0,232487666666.6667,178643166664.0,178643166664.0,171227166664.0,232487666666.6667,225071666666.6667,0.0031726828424851906,178813998185.32065,171397998185.32065
Spacer 9,55059388888.0,Receipt,Spacer,-5.75,97,Max,9.0,,233702555552.0,233702555552.0,178643166664.0,232487666666.6667,232487666666.6667,0.0031726828424851906,233698701094.878,178813998185.32065
Miscellaneous Receipts,14067000000.0,Receipt,Real,-5.75,97,Max,10.0,246554666666.6667,247769555552.0,247769555552.0,233702555552.0,246554666666.6667,232487666666.6667,0.0031726828424851906,247765701094.878,233698701094.878
Spacer 11,55059388888.0,Receipt,Spacer,-5.75,97,Max,11.0,,302828944440.0,302828944440.0,247769555552.0,246554666666.6667,246554666666.6667,0.0031726828424851906,302650404004.4353,247765701094.878
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-5.75,97,Max,12.0,336028666666.6667,392302944440.0,392302944440.0,302828944440.0,336028666666.6667,246554666666.6667,0.0031726828424851906,392124404004.4353,302650404004.4353
Spacer 13,55059388888.0,Receipt,Spacer,-5.75,97,Max,13.0,,447362333328.0,447362333328.0,392302944440.0,336028666666.6667,336028666666.6667,0.0031726828424851906,447009106913.9926,392124404004.4353
Individual Income Taxes,109306000000.0,Receipt,Real,-5.75,97,Max,14.0,445334666666.6667,556668333328.0,556668333328.0,447362333328.0,445334666666.6667,336028666666.6667,0.0031726828424851906,556315106913.9927,447009106913.9926
Dummy_Source,111333666666.66667,Dummy,Spacer,-5.75,2,Min,0.0,111333666666.66667,0.0,0.0,0.0,0.0,0.0,0.0031726828424851906,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-5.75,2,Min,1.0,219022666666.6667,0.0,0.0,0.0,0.0,0.0,0.0031726828424851906,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-5.75,2,Min,2.0,220359666666.6667,1337000000.0,1337000000.0,0.0,220359666666.6667,219022666666.6667,0.0031726828424851906,2031889456.6486864,694889456.6486864
Spacer 3,55059388888.0,Receipt,Spacer,-5.75,2,Min,3.0,,56396388888.0,56396388888.0,1337000000.0,220359666666.6667,220359666666.6667,0.0031726828424851906,56916592366.20601,2031889456.6486864
Estate and Gift Taxes,1765000000.0,Receipt,Real,-5.75,2,Min,4.0,222124666666.6667,58161388888.0,58161388888.0,56396388888.0,222124666666.6667,220359666666.6667,0.0031726828424851906,58681592366.20601,56916592366.20601
Spacer 5,55059388888.0,Receipt,Spacer,-5.75,2,Min,5.0,,113220777776.0,113220777776.0,58161388888.0,222124666666.6667,222124666666.6667,0.0031726828424851906,113566295275.76334,58681592366.20601
Customs Duties,2947000000.0,Receipt,Real,-5.75,2,Min,6.0,225071666666.6667,116167777776.0,116167777776.0,113220777776.0,225071666666.6667,222124666666.6667,0.0031726828424851906,116513295275.76334,113566295275.76334
Spacer 7,55059388888.0,Receipt,Spacer,-5.75,2,Min,7.0,,171227166664.0,171227166664.0,116167777776.0,225071666666.6667,225071666666.6667,0.0031726828424851906,171397998185.32065,116513295275.76334
Excise Taxes,7416000000.0,Receipt,Real,-5.75,2,Min,8.0,232487666666.6667,178643166664.0,178643166664.0,171227166664.0,232487666666.6667,225071666666.6667,0.0031726828424851906,178813998185.32065,171397998185.32065
Spacer 9,55059388888.0,Receipt,Spacer,-5.75,2,Min,9.0,,233702555552.0,233702555552.0,178643166664.0,232487666666.6667,232487666666.6667,0.0031726828424851906,233698701094.878,178813998185.32065
Miscellaneous Receipts,14067000000.0,Receipt,Real,-5.75,2,Min,10.0,246554666666.6667,247769555552.0,247769555552.0,233702555552.0,246554666666.6667,232487666666.6667,0.0031726828424851906,247765701094.878,233698701094.878
Spacer 11,55059388888.0,Receipt,Spacer,-5.75,2,Min,11.0,,302828944440.0,302828944440.0,247769555552.0,246554666666.6667,246554666666.6667,0.0031726828424851906,302650404004.4353,247765701094.878
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-5.75,2,Min,12.0,336028666666.6667,392302944440.0,392302944440.0,302828944440.0,336028666666.6667,246554666666.6667,0.0031726828424851906,392124404004.4353,302650404004.4353
Spacer 13,55059388888.0,Receipt,Spacer,-5.75,2,Min,13.0,,447362333328.0,447362333328.0,392302944440.0,336028666666.6667,336028666666.6667,0.0031726828424851906,447009106913.9926,392124404004.4353
Individual Income Taxes,109306000000.0,Receipt,Real,-5.75,2,Min,14.0,445334666666.6667,556668333328.0,556668333328.0,447362333328.0,445334666666.6667,336028666666.6667,0.0031726828424851906,556315106913.9927,447009106913.9926
Dummy_Source,111333666666.66667,Dummy,Spacer,-5.5,96,Max,0.0,111333666666.66667,0.0,0.0,0.0,0.0,0.0,0.0040701377158961285,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-5.5,96,Max,1.0,219022666666.6667,0.0,0.0,0.0,0.0,0.0,0.0040701377158961285,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-5.5,96,Max,2.0,220359666666.6667,1337000000.0,1337000000.0,0.0,220359666666.6667,219022666666.6667,0.0040701377158961285,2228452416.236146,891452416.2361459
Spacer 3,55059388888.0,Receipt,Spacer,-5.5,96,Max,3.0,,56396388888.0,56396388888.0,1337000000.0,220359666666.6667,220359666666.6667,0.0040701377158961285,57063742008.908905,2228452416.236146
Estate and Gift Taxes,1765000000.0,Receipt,Real,-5.5,96,Max,4.0,222124666666.6667,58161388888.0,58161388888.0,56396388888.0,222124666666.6667,220359666666.6667,0.0040701377158961285,58828742008.908905,57063742008.908905
Spacer 5,55059388888.0,Receipt,Spacer,-5.5,96,Max,5.0,,113220777776.0,113220777776.0,58161388888.0,222124666666.6667,222124666666.6667,0.0040701377158961285,113664031601.58167,58828742008.908905
Customs Duties,2947000000.0,Receipt,Real,-5.5,96,Max,6.0,225071666666.6667,116167777776.0,116167777776.0,113220777776.0,225071666666.6667,222124666666.6667,0.0040701377158961285,116611031601.58167,113664031601.58167
Spacer 7,55059388888.0,Receipt,Spacer,-5.5,96,Max,7.0,,171227166664.0,171227166664.0,116167777776.0,225071666666.6667,225071666666.6667,0.0040701377158961285,171446321194.25443,116611031601.58167
Excise Taxes,7416000000.0,Receipt,Real,-5.5,96,Max,8.0,232487666666.6667,178643166664.0,178643166664.0,171227166664.0,232487666666.6667,225071666666.6667,0.0040701377158961285,178862321194.25443,171446321194.25443
Spacer 9,55059388888.0,Receipt,Spacer,-5.5,96,Max,9.0,,233702555552.0,233702555552.0,178643166664.0,232487666666.6667,232487666666.6667,0.0040701377158961285,233697610786.9272,178862321194.25443
Miscellaneous Receipts,14067000000.0,Receipt,Real,-5.5,96,Max,10.0,246554666666.6667,247769555552.0,247769555552.0,233702555552.0,246554666666.6667,232487666666.6667,0.0040701377158961285,247764610786.9272,233697610786.9272
Spacer 11,55059388888.0,Receipt,Spacer,-5.5,96,Max,11.0,,302828944440.0,302828944440.0,247769555552.0,246554666666.6667,246554666666.6667,0.0040701377158961285,302599900379.5999,247764610786.9272
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-5.5,96,Max,12.0,336028666666.6667,392302944440.0,392302944440.0,302828944440.0,336028666666.6667,246554666666.6667,0.0040701377158961285,392073900379.5999,302599900379.5999
Spacer 13,55059388888.0,Receipt,Spacer,-5.5,96,Max,13.0,,447362333328.0,447362333328.0,392302944440.0,336028666666.6667,336028666666.6667,0.0040701377158961285,446909189972.2727,392073900379.5999
Individual Income Taxes,109306000000.0,Receipt,Real,-5.5,96,Max,14.0,445334666666.6667,556668333328.0,556668333328.0,447362333328.0,445334666666.6667,336028666666.6667,0.0040701377158961285,556215189972.2727,446909189972.2727
Dummy_Source,111333666666.66667,Dummy,Spacer,-5.5,3,Min,0.0,111333666666.66667,0.0,0.0,0.0,0.0,0.0,0.0040701377158961285,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-5.5,3,Min,1.0,219022666666.6667,0.0,0.0,0.0,0.0,0.0,0.0040701377158961285,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-5.5,3,Min,2.0,220359666666.6667,1337000000.0,1337000000.0,0.0,220359666666.6667,219022666666.6667,0.0040701377158961285,2228452416.236146,891452416.2361459
Spacer 3,55059388888.0,Receipt,Spacer,-5.5,3,Min,3.0,,56396388888.0,56396388888.0,1337000000.0,220359666666.6667,220359666666.6667,0.0040701377158961285,57063742008.908905,2228452416.236146
Estate and Gift Taxes,1765000000.0,Receipt,Real,-5.5,3,Min,4.0,222124666666.6667,58161388888.0,58161388888.0,56396388888.0,222124666666.6667,220359666666.6667,0.0040701377158961285,58828742008.908905,57063742008.908905
Spacer 5,55059388888.0,Receipt,Spacer,-5.5,3,Min,5.0,,113220777776.0,113220777776.0,58161388888.0,222124666666.6667,222124666666.6667,0.0040701377158961285,113664031601.58167,58828742008.908905
Customs Duties,2947000000.0,Receipt,Real,-5.5,3,Min,6.0,225071666666.6667,116167777776.0,116167777776.0,113220777776.0,225071666666.6667,222124666666.6667,0.0040701377158961285,116611031601.58167,113664031601.58167
Spacer 7,55059388888.0,Receipt,Spacer,-5.5,3,Min,7.0,,171227166664.0,171227166664.0,116167777776.0,225071666666.6667,225071666666.6667,0.0040701377158961285,171446321194.25443,116611031601.58167
Excise Taxes,7416000000.0,Receipt,Real,-5.5,3,Min,8.0,232487666666.6667,178643166664.0,178643166664.0,171227166664.0,232487666666.6667,225071666666.6667,0.0040701377158961285,178862321194.25443,171446321194.25443
Spacer 9,55059388888.0,Receipt,Spacer,-5.5,3,Min,9.0,,233702555552.0,233702555552.0,178643166664.0,232487666666.6667,232487666666.6667,0.0040701377158961285,233697610786.9272,178862321194.25443
Miscellaneous Receipts,14067000000.0,Receipt,Real,-5.5,3,Min,10.0,246554666666.6667,247769555552.0,247769555552.0,233702555552.0,246554666666.6667,232487666666.6667,0.0040701377158961285,247764610786.9272,233697610786.9272
Spacer 11,55059388888.0,Receipt,Spacer,-5.5,3,Min,11.0,,302828944440.0,302828944440.0,247769555552.0,246554666666.6667,246554666666.6667,0.0040701377158961285,302599900379.5999,247764610786.9272
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-5.5,3,Min,12.0,336028666666.6667,392302944440.0,392302944440.0,302828944440.0,336028666666.6667,246554666666.6667,0.0040701377158961285,392073900379.5999,302599900379.5999
Spacer 13,55059388888.0,Receipt,Spacer,-5.5,3,Min,13.0,,447362333328.0,447362333328.0,392302944440.0,336028666666.6667,336028666666.6667,0.0040701377158961285,446909189972.2727,392073900379.5999
Individual Income Taxes,109306000000.0,Receipt,Real,-5.5,3,Min,14.0,445334666666.6667,556668333328.0,556668333328.0,447362333328.0,445334666666.6667,336028666666.6667,0.0040701377158961285,556215189972.2727,446909189972.2727
Dummy_Source,111333666666.66667,Dummy,Spacer,-5.25,95,Max,0.0,111333666666.66667,0.0,0.0,0.0,0.0,0.0,0.005220125693558399,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-5.25,95,Max,1.0,219022666666.6667,0.0,0.0,0.0,0.0,0.0,0.005220125693558399,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-5.25,95,Max,2.0,220359666666.6667,1337000000.0,1337000000.0,0.0,220359666666.6667,219022666666.6667,0.005220125693558399,2480325849.7383432,1143325849.7383435
Spacer 3,55059388888.0,Receipt,Spacer,-5.25,95,Max,3.0,,56396388888.0,56396388888.0,1337000000.0,220359666666.6667,220359666666.6667,0.005220125693558399,57252297807.13247,2480325849.7383432
Estate and Gift Taxes,1765000000.0,Receipt,Real,-5.25,95,Max,4.0,222124666666.6667,58161388888.0,58161388888.0,56396388888.0,222124666666.6667,220359666666.6667,0.005220125693558399,59017297807.13247,57252297807.13247
Spacer 5,55059388888.0,Receipt,Spacer,-5.25,95,Max,5.0,,113220777776.0,113220777776.0,58161388888.0,222124666666.6667,222124666666.6667,0.005220125693558399,113789269764.5266,59017297807.13247
Customs Duties,2947000000.0,Receipt,Real,-5.25,95,Max,6.0,225071666666.6667,116167777776.0,116167777776.0,113220777776.0,225071666666.6667,222124666666.6667,0.005220125693558399,116736269764.5266,113789269764.5266
Spacer 7,55059388888.0,Receipt,Spacer,-5.25,95,Max,7.0,,171227166664.0,171227166664.0,116167777776.0,225071666666.6667,225071666666.6667,0.005220125693558399,171508241721.92072,116736269764.5266
Excise Taxes,7416000000.0,Receipt,Real,-5.25,95,Max,8.0,232487666666.6667,178643166664.0,178643166664.0,171227166664.0,232487666666.6667,225071666666.6667,0.005220125693558399,178924241721.92072,171508241721.92072
Spacer 9,55059388888.0,Receipt,Spacer,-5.25,95,Max,9.0,,233702555552.0,233702555552.0,178643166664.0,232487666666.6667,232487666666.6667,0.005220125693558399,233696213679.31485,178924241721.92072
Miscellaneous Receipts,14067000000.0,Receipt,Real,-5.25,95,Max,10.0,246554666666.6667,247769555552.0,247769555552.0,233702555552.0,246554666666.6667,232487666666.6667,0.005220125693558399,247763213679.31485,233696213679.31485
Spacer 11,55059388888.0,Receipt,Spacer,-5.25,95,Max,11.0,,302828944440.0,302828944440.0,247769555552.0,246554666666.6667,246554666666.6667,0.005220125693558399,302535185636.709,247763213679.31485
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-5.25,95,Max,12.0,336028666666.6667,392302944440.0,392302944440.0,302828944440.0,336028666666.6667,246554666666.6667,0.005220125693558399,392009185636.709,302535185636.709
Spacer 13,55059388888.0,Receipt,Spacer,-5.25,95,Max,13.0,,447362333328.0,447362333328.0,392302944440.0,336028666666.6667,336028666666.6667,0.005220125693558399,446781157594.1031,392009185636.709
Individual Income Taxes,109306000000.0,Receipt,Real,-5.25,95,Max,14.0,445334666666.6667,556668333328.0,556668333328.0,447362333328.0,445334666666.6667,336028666666.6667,0.005220125693558399,556087157594.1031,446781157594.1031
Dummy_Source,111333666666.66667,Dummy,Spacer,-5.25,4,Min,0.0,111333666666.66667,0.0,0.0,0.0,0.0,0.0,0.005220125693558399,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-5.25,4,Min,1.0,219022666666.6667,0.0,0.0,0.0,0.0,0.0,0.005220125693558399,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-5.25,4,Min,2.0,220359666666.6667,1337000000.0,1337000000.0,0.0,220359666666.6667,219022666666.6667,0.005220125693558399,2480325849.7383432,1143325849.7383435
Spacer 3,55059388888.0,Receipt,Spacer,-5.25,4,Min,3.0,,56396388888.0,56396388888.0,1337000000.0,220359666666.6667,220359666666.6667,0.005220125693558399,57252297807.13247,2480325849.7383432
Estate and Gift Taxes,1765000000.0,Receipt,Real,-5.25,4,Min,4.0,222124666666.6667,58161388888.0,58161388888.0,56396388888.0,222124666666.6667,220359666666.6667,0.005220125693558399,59017297807.13247,57252297807.13247
Spacer 5,55059388888.0,Receipt,Spacer,-5.25,4,Min,5.0,,113220777776.0,113220777776.0,58161388888.0,222124666666.6667,222124666666.6667,0.005220125693558399,113789269764.5266,59017297807.13247
Customs Duties,2947000000.0,Receipt,Real,-5.25,4,Min,6.0,225071666666.6667,116167777776.0,116167777776.0,113220777776.0,225071666666.6667,222124666666.6667,0.005220125693558399,116736269764.5266,113789269764.5266
Spacer 7,55059388888.0,Receipt,Spacer,-5.25,4,Min,7.0,,171227166664.0,171227166664.0,116167777776.0,225071666666.6667,225071666666.6667,0.005220125693558399,171508241721.92072,116736269764.5266
Excise Taxes,7416000000.0,Receipt,Real,-5.25,4,Min,8.0,232487666666.6667,178643166664.0,178643166664.0,171227166664.0,232487666666.6667,225071666666.6667,0.005220125693558399,178924241721.92072,171508241721.92072
Spacer 9,55059388888.0,Receipt,Spacer,-5.25,4,Min,9.0,,233702555552.0,233702555552.0,178643166664.0,232487666666.6667,232487666666.6667,0.005220125693558399,233696213679.31485,178924241721.92072
Miscellaneous Receipts,14067000000.0,Receipt,Real,-5.25,4,Min,10.0,246554666666.6667,247769555552.0,247769555552.0,233702555552.0,246554666666.6667,232487666666.6667,0.005220125693558399,247763213679.31485,233696213679.31485
Spacer 11,55059388888.0,Receipt,Spacer,-5.25,4,Min,11.0,,302828944440.0,302828944440.0,247769555552.0,246554666666.6667,246554666666.6667,0.005220125693558399,302535185636.709,247763213679.31485
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-5.25,4,Min,12.0,336028666666.6667,392302944440.0,392302944440.0,302828944440.0,336028666666.6667,246554666666.6667,0.005220125693558399,392009185636.709,302535185636.709
Spacer 13,55059388888.0,Receipt,Spacer,-5.25,4,Min,13.0,,447362333328.0,447362333328.0,392302944440.0,336028666666.6667,336028666666.6667,0.005220125693558399,446781157594.1031,392009185636.709
Individual Income Taxes,109306000000.0,Receipt,Real,-5.25,4,Min,14.0,445334666666.6667,556668333328.0,556668333328.0,447362333328.0,445334666666.6667,336028666666.6667,0.005220125693558399,556087157594.1031,446781157594.1031
Dummy_Source,111333666666.66667,Dummy,Spacer,-5.0,94,Max,0.0,111333666666.66667,0.0,0.0,0.0,0.0,0.0,0.006692850924284857,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-5.0,94,Max,1.0,219022666666.6667,0.0,0.0,0.0,0.0,0.0,0.006692850924284857,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-5.0,94,Max,2.0,220359666666.6667,1337000000.0,1337000000.0,0.0,220359666666.6667,219022666666.6667,0.006692850924284857,2802886057.0393343,1465886057.0393343
Spacer 3,55059388888.0,Receipt,Spacer,-5.0,94,Max,3.0,,56396388888.0,56396388888.0,1337000000.0,220359666666.6667,220359666666.6667,0.006692850924284857,57493770663.22972,2802886057.0393343
Estate and Gift Taxes,1765000000.0,Receipt,Real,-5.0,94,Max,4.0,222124666666.6667,58161388888.0,58161388888.0,56396388888.0,222124666666.6667,220359666666.6667,0.006692850924284857,59258770663.22972,57493770663.22972
Spacer 5,55059388888.0,Receipt,Spacer,-5.0,94,Max,5.0,,113220777776.0,113220777776.0,58161388888.0,222124666666.6667,222124666666.6667,0.006692850924284857,113949655269.42012,59258770663.22972
Customs Duties,2947000000.0,Receipt,Real,-5.0,94,Max,6.0,225071666666.6667,116167777776.0,116167777776.0,113220777776.0,225071666666.6667,222124666666.6667,0.006692850924284857,116896655269.42012,113949655269.42012
Spacer 7,55059388888.0,Receipt,Spacer,-5.0,94,Max,7.0,,171227166664.0,171227166664.0,116167777776.0,225071666666.6667,225071666666.6667,0.006692850924284857,171587539875.6105,116896655269.42012
Excise Taxes,7416000000.0,Receipt,Real,-5.0,94,Max,8.0,232487666666.6667,178643166664.0,178643166664.0,171227166664.0,232487666666.6667,225071666666.6667,0.006692850924284857,179003539875.6105,171587539875.6105
Spacer 9,55059388888.0,Receipt,Spacer,-5.0,94,Max,9.0,,233702555552.0,233702555552.0,178643166664.0,232487666666.6667,232487666666.6667,0.006692850924284857,233694424481.8009,179003539875.6105
Miscellaneous Receipts,14067000000.0,Receipt,Real,-5.0,94,Max,10.0,246554666666.6667,247769555552.0,247769555552.0,233702555552.0,246554666666.6667,232487666666.6667,0.006692850924284857,247761424481.8009,233694424481.8009
Spacer 11,55059388888.0,Receipt,Spacer,-5.0,94,Max,11.0,,302828944440.0,302828944440.0,247769555552.0,246554666666.6667,246554666666.6667,0.006692850924284857,302452309087.9913,247761424481.8009
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-5.0,94,Max,12.0,336028666666.6667,392302944440.0,392302944440.0,302828944440.0,336028666666.6667,246554666666.6667,0.006692850924284857,391926309087.9913,302452309087.9913
