Stage1_Source,Stage1_Source_Amount,Stage2_Receipt_Type,Stage1_Row_Type,t,Path,MinMax,pillar1_rank_n,pillar2_cumsum,pillar1_cumsum,Stage1_Top,Stage1_Bot,Stage2_Top,Stage2_Bot,sigmoid,curve_top_rec,curve_bot_rec
Excise Taxes,4358000000.0,Receipt,Real,-6.0,1,Min,6.0,111565000000.0,91565000000.0,91565000000.0,87207000000.0,111565000000.0,107207000000.0,0.002472623156634775,91614452463.13269,87256452463.13269
Spacer 7,40000000000.0,Receipt,Spacer,-6.0,1,Min,7.0,,131565000000.0,131565000000.0,91565000000.0,111565000000.0,111565000000.0,0.002472623156634775,131515547536.86731,91614452463.13269
Miscellaneous Receipts,12045000000.0,Receipt,Real,-6.0,1,Min,8.0,123610000000.0,143610000000.0,143610000000.0,131565000000.0,123610000000.0,111565000000.0,0.002472623156634775,143560547536.8673,131515547536.86731
Spacer 9,40000000000.0,Receipt,Spacer,-6.0,1,Min,9.0,,183610000000.0,183610000000.0,143610000000.0,123610000000.0,123610000000.0,0.002472623156634775,183461642610.60193,143560547536.8673
Corporation Income Taxes,59721000000.0,Receipt,Real,-6.0,1,Min,10.0,183331000000.0,243331000000.0,243331000000.0,183610000000.0,183331000000.0,123610000000.0,0.002472623156634775,243182642610.60193,183461642610.60193
Spacer 11,40000000000.0,Receipt,Spacer,-6.0,1,Min,11.0,,283331000000.0,283331000000.0,243331000000.0,183331000000.0,183331000000.0,0.002472623156634775,283083737684.33655,243182642610.60193
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-6.0,1,Min,12.0,306286000000.0,406286000000.0,406286000000.0,283331000000.0,306286000000.0,183331000000.0,0.002472623156634775,406038737684.33655,283083737684.33655
Spacer 13,40000000000.0,Receipt,Spacer,-6.0,1,Min,13.0,,446286000000.0,446286000000.0,406286000000.0,306286000000.0,306286000000.0,0.002472623156634775,445939832758.0711,406038737684.33655
Individual Income Taxes,249320000000.0,Receipt,Real,-6.0,1,Min,14.0,555606000000.0,695606000000.0,695606000000.0,446286000000.0,555606000000.0,306286000000.0,0.002472623156634775,695259832758.0712,445939832758.0711
Dummy_Source,100000000000.0,Dummy,Spacer,-5.75,97,Max,0.0,100000000000.0,0.0,0.0,0.0,0.0,0.0,0.0031726828424851906,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-5.75,97,Max,2.0,103009000000.0,3009000000.0,3009000000.0,0.0,103009000000.0,100000000000.0,0.0031726828424851906,3326268284.248519,317268284.24851906
Spacer 3,40000000000.0,Receipt,Spacer,-5.75,97,Max,3.0,,43009000000.0,43009000000.0,3009000000.0,103009000000.0,103009000000.0,0.0031726828424851906,43199360970.54911,3326268284.248519
Estate and Gift Taxes,4198000000.0,Receipt,Real,-5.75,97,Max,4.0,107207000000.0,47207000000.0,47207000000.0,43009000000.0,107207000000.0,103009000000.0,0.0031726828424851906,47397360970.54911,43199360970.54911
Spacer 5,40000000000.0,Receipt,Spacer,-5.75,97,Max,5.0,,87207000000.0,87207000000.0,47207000000.0,107207000000.0,107207000000.0,0.0031726828424851906,87270453656.8497,47397360970.54911
Excise Taxes,4358000000.0,Receipt,Real,-5.75,97,Max,6.0,111565000000.0,91565000000.0,91565000000.0,87207000000.0,111565000000.0,107207000000.0,0.0031726828424851906,91628453656.8497,87270453656.8497
Spacer 7,40000000000.0,Receipt,Spacer,-5.75,97,Max,7.0,,131565000000.0,131565000000.0,91565000000.0,111565000000.0,111565000000.0,0.0031726828424851906,131501546343.1503,91628453656.8497
Miscellaneous Receipts,12045000000.0,Receipt,Real,-5.75,97,Max,8.0,123610000000.0,143610000000.0,143610000000.0,131565000000.0,123610000000.0,111565000000.0,0.0031726828424851906,143546546343.1503,131501546343.1503
Spacer 9,40000000000.0,Receipt,Spacer,-5.75,97,Max,9.0,,183610000000.0,183610000000.0,143610000000.0,123610000000.0,123610000000.0,0.0031726828424851906,183419639029.4509,143546546343.1503
Corporation Income Taxes,59721000000.0,Receipt,Real,-5.75,97,Max,10.0,183331000000.0,243331000000.0,243331000000.0,183610000000.0,183331000000.0,123610000000.0,0.0031726828424851906,243140639029.4509,183419639029.4509
Spacer 11,40000000000.0,Receipt,Spacer,-5.75,97,Max,11.0,,283331000000.0,283331000000.0,243331000000.0,183331000000.0,183331000000.0,0.0031726828424851906,283013731715.75146,243140639029.4509
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-5.75,97,Max,12.0,306286000000.0,406286000000.0,406286000000.0,283331000000.0,306286000000.0,183331000000.0,0.0031726828424851906,405968731715.75146,283013731715.75146
Spacer 13,40000000000.0,Receipt,Spacer,-5.75,97,Max,13.0,,446286000000.0,446286000000.0,406286000000.0,306286000000.0,306286000000.0,0.0031726828424851906,445841824402.05206,405968731715.75146
Individual Income Taxes,249320000000.0,Receipt,Real,-5.75,97,Max,14.0,555606000000.0,695606000000.0,695606000000.0,446286000000.0,555606000000.0,306286000000.0,0.0031726828424851906,695161824402.0521,445841824402.05206
Dummy_Source,100000000000.0,Dummy,Spacer,-5.75,2,Min,0.0,100000000000.0,0.0,0.0,0.0,0.0,0.0,0.0031726828424851906,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-5.75,2,Min,2.0,103009000000.0,3009000000.0,3009000000.0,0.0,103009000000.0,100000000000.0,0.0031726828424851906,3326268284.248519,317268284.24851906
Spacer 3,40000000000.0,Receipt,Spacer,-5.75,2,Min,3.0,,43009000000.0,43009000000.0,3009000000.0,103009000000.0,103009000000.0,0.0031726828424851906,43199360970.54911,3326268284.248519
Estate and Gift Taxes,4198000000.0,Receipt,Real,-5.75,2,Min,4.0,107207000000.0,47207000000.0,47207000000.0,43009000000.0,107207000000.0,103009000000.0,0.0031726828424851906,47397360970.54911,43199360970.54911
Spacer 5,40000000000.0,Receipt,Spacer,-5.75,2,Min,5.0,,87207000000.0,87207000000.0,47207000000.0,107207000000.0,107207000000.0,0.0031726828424851906,87270453656.8497,47397360970.54911
Excise Taxes,4358000000.0,Receipt,Real,-5.75,2,Min,6.0,111565000000.0,91565000000.0,91565000000.0,87207000000.0,111565000000.0,107207000000.0,0.0031726828424851906,91628453656.8497,87270453656.8497
Spacer 7,40000000000.0,Receipt,Spacer,-5.75,2,Min,7.0,,131565000000.0,131565000000.0,91565000000.0,111565000000.0,111565000000.0,0.0031726828424851906,131501546343.1503,91628453656.8497
Miscellaneous Receipts,12045000000.0,Receipt,Real,-5.75,2,Min,8.0,123610000000.0,143610000000.0,143610000000.0,131565000000.0,123610000000.0,111565000000.0,0.0031726828424851906,143546546343.1503,131501546343.1503
Spacer 9,40000000000.0,Receipt,Spacer,-5.75,2,Min,9.0,,183610000000.0,183610000000.0,143610000000.0,123610000000.0,123610000000.0,0.0031726828424851906,183419639029.4509,143546546343.1503
Corporation Income Taxes,59721000000.0,Receipt,Real,-5.75,2,Min,10.0,183331000000.0,243331000000.0,243331000000.0,183610000000.0,183331000000.0,123610000000.0,0.0031726828424851906,243140639029.4509,183419639029.4509
Spacer 11,40000000000.0,Receipt,Spacer,-5.75,2,Min,11.0,,283331000000.0,283331000000.0,243331000000.0,183331000000.0,183331000000.0,0.0031726828424851906,283013731715.75146,243140639029.4509
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-5.75,2,Min,12.0,306286000000.0,406286000000.0,406286000000.0,283331000000.0,306286000000.0,183331000000.0,0.0031726828424851906,405968731715.75146,283013731715.75146
Spacer 13,40000000000.0,Receipt,Spacer,-5.75,2,Min,13.0,,446286000000.0,446286000000.0,406286000000.0,306286000000.0,306286000000.0,0.0031726828424851906,445841824402.05206,405968731715.75146
Individual Income Taxes,249320000000.0,Receipt,Real,-5.75,2,Min,14.0,555606000000.0,695606000000.0,695606000000.0,446286000000.0,555606000000.0,306286000000.0,0.0031726828424851906,695161824402.0521,445841824402.05206
Dummy_Source,100000000000.0,Dummy,Spacer,-5.5,96,Max,0.0,100000000000.0,0.0,0.0,0.0,0.0,0.0,0.0040701377158961285,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-5.5,96,Max,2.0,103009000000.0,3009000000.0,3009000000.0,0.0,103009000000.0,100000000000.0,0.0040701377158961285,3416013771.589613,407013771.58961284
Spacer 3,40000000000.0,Receipt,Spacer,-5.5,96,Max,3.0,,43009000000.0,43009000000.0,3009000000.0,103009000000.0,103009000000.0,0.0040701377158961285,43253208262.953766,3416013771.589613
Estate and Gift Taxes,4198000000.0,Receipt,Real,-5.5,96,Max,4.0,107207000000.0,47207000000.0,47207000000.0,43009000000.0,107207000000.0,103009000000.0,0.0040701377158961285,47451208262.953766,43253208262.953766
Spacer 5,40000000000.0,Receipt,Spacer,-5.5,96,Max,5.0,,87207000000.0,87207000000.0,47207000000.0,107207000000.0,107207000000.0,0.0040701377158961285,87288402754.31792,47451208262.953766
Excise Taxes,4358000000.0,Receipt,Real,-5.5,96,Max,6.0,111565000000.0,91565000000.0,91565000000.0,87207000000.0,111565000000.0,107207000000.0,0.0040701377158961285,91646402754.31792,87288402754.31792
Spacer 7,40000000000.0,Receipt,Spacer,-5.5,96,Max,7.0,,131565000000.0,131565000000.0,91565000000.0,111565000000.0,111565000000.0,0.0040701377158961285,131483597245.68208,91646402754.31792
Miscellaneous Receipts,12045000000.0,Receipt,Real,-5.5,96,Max,8.0,123610000000.0,143610000000.0,143610000000.0,131565000000.0,123610000000.0,111565000000.0,0.0040701377158961285,143528597245.68207,131483597245.68208
Spacer 9,40000000000.0,Receipt,Spacer,-5.5,96,Max,9.0,,183610000000.0,183610000000.0,143610000000.0,123610000000.0,123610000000.0,0.0040701377158961285,183365791737.04623,143528597245.68207
Corporation Income Taxes,59721000000.0,Receipt,Real,-5.5,96,Max,10.0,183331000000.0,243331000000.0,243331000000.0,183610000000.0,183331000000.0,123610000000.0,0.0040701377158961285,243086791737.04623,183365791737.04623
Spacer 11,40000000000.0,Receipt,Spacer,-5.5,96,Max,11.0,,283331000000.0,283331000000.0,243331000000.0,183331000000.0,183331000000.0,0.0040701377158961285,282923986228.4104,243086791737.04623
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-5.5,96,Max,12.0,306286000000.0,406286000000.0,406286000000.0,283331000000.0,306286000000.0,183331000000.0,0.0040701377158961285,405878986228.4104,282923986228.4104
Spacer 13,40000000000.0,Receipt,Spacer,-5.5,96,Max,13.0,,446286000000.0,446286000000.0,406286000000.0,306286000000.0,306286000000.0,0.0040701377158961285,445716180719.77454,405878986228.4104
Individual Income Taxes,249320000000.0,Receipt,Real,-5.5,96,Max,14.0,555606000000.0,695606000000.0,695606000000.0,446286000000.0,555606000000.0,306286000000.0,0.0040701377158961285,695036180719.7745,445716180719.77454
Dummy_Source,100000000000.0,Dummy,Spacer,-5.5,3,Min,0.0,100000000000.0,0.0,0.0,0.0,0.0,0.0,0.0040701377158961285,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-5.5,3,Min,2.0,103009000000.0,3009000000.0,3009000000.0,0.0,103009000000.0,100000000000.0,0.0040701377158961285,3416013771.589613,407013771.58961284
Spacer 3,40000000000.0,Receipt,Spacer,-5.5,3,Min,3.0,,43009000000.0,43009000000.0,3009000000.0,103009000000.0,103009000000.0,0.0040701377158961285,43253208262.953766,3416013771.589613
Estate and Gift Taxes,4198000000.0,Receipt,Real,-5.5,3,Min,4.0,107207000000.0,47207000000.0,47207000000.0,43009000000.0,107207000000.0,103009000000.0,0.0040701377158961285,47451208262.953766,43253208262.953766
Spacer 5,40000000000.0,Receipt,Spacer,-5.5,3,Min,5.0,,87207000000.0,87207000000.0,47207000000.0,107207000000.0,107207000000.0,0.0040701377158961285,87288402754.31792,47451208262.953766
Excise Taxes,4358000000.0,Receipt,Real,-5.5,3,Min,6.0,111565000000.0,91565000000.0,91565000000.0,87207000000.0,111565000000.0,107207000000.0,0.0040701377158961285,91646402754.31792,87288402754.31792
Spacer 7,40000000000.0,Receipt,Spacer,-5.5,3,Min,7.0,,131565000000.0,131565000000.0,91565000000.0,111565000000.0,111565000000.0,0.0040701377158961285,131483597245.68208,91646402754.31792
Miscellaneous Receipts,12045000000.0,Receipt,Real,-5.5,3,Min,8.0,123610000000.0,143610000000.0,143610000000.0,131565000000.0,123610000000.0,111565000000.0,0.0040701377158961285,143528597245.68207,131483597245.68208
Spacer 9,40000000000.0,Receipt,Spacer,-5.5,3,Min,9.0,,183610000000.0,183610000000.0,143610000000.0,123610000000.0,123610000000.0,0.0040701377158961285,183365791737.04623,143528597245.68207
Corporation Income Taxes,59721000000.0,Receipt,Real,-5.5,3,Min,10.0,183331000000.0,243331000000.0,243331000000.0,183610000000.0,183331000000.0,123610000000.0,0.0040701377158961285,243086791737.04623,183365791737.04623
Spacer 11,40000000000.0,Receipt,Spacer,-5.5,3,Min,11.0,,283331000000.0,283331000000.0,243331000000.0,183331000000.0,183331000000.0,0.0040701377158961285,282923986228.4104,243086791737.04623
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-5.5,3,Min,12.0,306286000000.0,406286000000.0,406286000000.0,283331000000.0,306286000000.0,183331000000.0,0.0040701377158961285,405878986228.4104,282923986228.4104
Spacer 13,40000000000.0,Receipt,Spacer,-5.5,3,Min,13.0,,446286000000.0,446286000000.0,406286000000.0,306286000000.0,306286000000.0,0.0040701377158961285,445716180719.77454,405878986228.4104
Individual Income Taxes,249320000000.0,Receipt,Real,-5.5,3,Min,14.0,555606000000.0,695606000000.0,695606000000.0,446286000000.0,555606000000.0,306286000000.0,0.0040701377158961285,695036180719.7745,445716180719.77454
Dummy_Source,100000000000.0,Dummy,Spacer,-5.25,95,Max,0.0,100000000000.0,0.0,0.0,0.0,0.0,0.0,0.005220125693558399,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-5.25,95,Max,2.0,103009000000.0,3009000000.0,3009000000.0,0.0,103009000000.0,100000000000.0,0.005220125693558399,3531012569.3558397,522012569.3558399
Spacer 3,40000000000.0,Receipt,Spacer,-5.25,95,Max,3.0,,43009000000.0,43009000000.0,3009000000.0,103009000000.0,103009000000.0,0.005220125693558399,43322207541.6135,3531012569.3558397
Estate and Gift Taxes,4198000000.0,Receipt,Real,-5.25,95,Max,4.0,107207000000.0,47207000000.0,47207000000.0,43009000000.0,107207000000.0,103009000000.0,0.005220125693558399,47520207541.6135,43322207541.6135
Spacer 5,40000000000.0,Receipt,Spacer,-5.25,95,Max,5.0,,87207000000.0,87207000000.0,47207000000.0,107207000000.0,107207000000.0,0.005220125693558399,87311402513.87117,47520207541.6135
Excise Taxes,4358000000.0,Receipt,Real,-5.25,95,Max,6.0,111565000000.0,91565000000.0,91565000000.0,87207000000.0,111565000000.0,107207000000.0,0.005220125693558399,91669402513.87117,87311402513.87117
Spacer 7,40000000000.0,Receipt,Spacer,-5.25,95,Max,7.0,,131565000000.0,131565000000.0,91565000000.0,111565000000.0,111565000000.0,0.005220125693558399,131460597486.12883,91669402513.87117
Miscellaneous Receipts,12045000000.0,Receipt,Real,-5.25,95,Max,8.0,123610000000.0,143610000000.0,143610000000.0,131565000000.0,123610000000.0,111565000000.0,0.005220125693558399,143505597486.12885,131460597486.12883
Spacer 9,40000000000.0,Receipt,Spacer,-5.25,95,Max,9.0,,183610000000.0,183610000000.0,143610000000.0,123610000000.0,123610000000.0,0.005220125693558399,183296792458.3865,143505597486.12885
Corporation Income Taxes,59721000000.0,Receipt,Real,-5.25,95,Max,10.0,183331000000.0,243331000000.0,243331000000.0,183610000000.0,183331000000.0,123610000000.0,0.005220125693558399,243017792458.3865,183296792458.3865
Spacer 11,40000000000.0,Receipt,Spacer,-5.25,95,Max,11.0,,283331000000.0,283331000000.0,243331000000.0,183331000000.0,183331000000.0,0.005220125693558399,282808987430.64417,243017792458.3865
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-5.25,95,Max,12.0,306286000000.0,406286000000.0,406286000000.0,283331000000.0,306286000000.0,183331000000.0,0.005220125693558399,405763987430.64417,282808987430.64417
Spacer 13,40000000000.0,Receipt,Spacer,-5.25,95,Max,13.0,,446286000000.0,446286000000.0,406286000000.0,306286000000.0,306286000000.0,0.005220125693558399,445555182402.9018,405763987430.64417
Individual Income Taxes,249320000000.0,Receipt,Real,-5.25,95,Max,14.0,555606000000.0,695606000000.0,695606000000.0,446286000000.0,555606000000.0,306286000000.0,0.005220125693558399,694875182402.9019,445555182402.9018
Dummy_Source,100000000000.0,Dummy,Spacer,-5.25,4,Min,0.0,100000000000.0,0.0,0.0,0.0,0.0,0.0,0.005220125693558399,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-5.25,4,Min,2.0,103009000000.0,3009000000.0,3009000000.0,0.0,103009000000.0,100000000000.0,0.005220125693558399,3531012569.3558397,522012569.3558399
Spacer 3,40000000000.0,Receipt,Spacer,-5.25,4,Min,3.0,,43009000000.0,43009000000.0,3009000000.0,103009000000.0,103009000000.0,0.005220125693558399,43322207541.6135,3531012569.3558397
Estate and Gift Taxes,4198000000.0,Receipt,Real,-5.25,4,Min,4.0,107207000000.0,47207000000.0,47207000000.0,43009000000.0,107207000000.0,103009000000.0,0.005220125693558399,47520207541.6135,43322207541.6135
Spacer 5,40000000000.0,Receipt,Spacer,-5.25,4,Min,5.0,,87207000000.0,87207000000.0,47207000000.0,107207000000.0,107207000000.0,0.005220125693558399,87311402513.87117,47520207541.6135
Excise Taxes,4358000000.0,Receipt,Real,-5.25,4,Min,6.0,111565000000.0,91565000000.0,91565000000.0,87207000000.0,111565000000.0,107207000000.0,0.005220125693558399,91669402513.87117,87311402513.87117
Spacer 7,40000000000.0,Receipt,Spacer,-5.25,4,Min,7.0,,131565000000.0,131565000000.0,91565000000.0,111565000000.0,111565000000.0,0.005220125693558399,131460597486.12883,91669402513.87117
Miscellaneous Receipts,12045000000.0,Receipt,Real,-5.25,4,Min,8.0,123610000000.0,143610000000.0,143610000000.0,131565000000.0,123610000000.0,111565000000.0,0.005220125693558399,143505597486.12885,131460597486.12883
Spacer 9,40000000000.0,Receipt,Spacer,-5.25,4,Min,9.0,,183610000000.0,183610000000.0,143610000000.0,123610000000.0,123610000000.0,0.005220125693558399,183296792458.3865,143505597486.12885
Corporation Income Taxes,59721000000.0,Receipt,Real,-5.25,4,Min,10.0,183331000000.0,243331000000.0,243331000000.0,183610000000.0,183331000000.0,123610000000.0,0.005220125693558399,243017792458.3865,183296792458.3865
Spacer 11,40000000000.0,Receipt,Spacer,-5.25,4,Min,11.0,,283331000000.0,283331000000.0,243331000000.0,183331000000.0,183331000000.0,0.005220125693558399,282808987430.64417,243017792458.3865
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-5.25,4,Min,12.0,306286000000.0,406286000000.0,406286000000.0,283331000000.0,306286000000.0,183331000000.0,0.005220125693558399,405763987430.64417,282808987430.64417
Spacer 13,40000000000.0,Receipt,Spacer,-5.25,4,Min,13.0,,446286000000.0,446286000000.0,406286000000.0,306286000000.0,306286000000.0,0.005220125693558399,445555182402.9018,405763987430.64417
Individual Income Taxes,249320000000.0,Receipt,Real,-5.25,4,Min,14.0,555606000000.0,695606000000.0,695606000000.0,446286000000.0,555606000000.0,306286000000.0,0.005220125693558399,694875182402.9019,445555182402.9018
Dummy_Source,100000000000.0,Dummy,Spacer,-5.0,94,Max,0.0,100000000000.0,0.0,0.0,0.0,0.0,0.0,0.006692850924284857,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-5.0,94,Max,2.0,103009000000.0,3009000000.0,3009000000.0,0.0,103009000000.0,100000000000.0,0.006692850924284857,3678285092.428486,669285092.4284858
Spacer 3,40000000000.0,Receipt,Spacer,-5.0,94,Max,3.0,,43009000000.0,43009000000.0,3009000000.0,103009000000.0,103009000000.0,0.006692850924284857,43410571055.45709,3678285092.428486
Estate and Gift Taxes,4198000000.0,Receipt,Real,-5.0,94,Max,4.0,107207000000.0,47207000000.0,47207000000.0,43009000000.0,107207000000.0,103009000000.0,0.006692850924284857,47608571055.45709,43410571055.45709
Spacer 5,40000000000.0,Receipt,Spacer,-5.0,94,Max,5.0,,87207000000.0,87207000000.0,47207000000.0,107207000000.0,107207000000.0,0.006692850924284857,87340857018.4857,47608571055.45709
Excise Taxes,4358000000.0,Receipt,Real,-5.0,94,Max,6.0,111565000000.0,91565000000.0,91565000000.0,87207000000.0,111565000000.0,107207000000.0,0.006692850924284857,91698857018.4857,87340857018.4857
Spacer 7,40000000000.0,Receipt,Spacer,-5.0,94,Max,7.0,,131565000000.0,131565000000.0,91565000000.0,111565000000.0,111565000000.0,0.006692850924284857,131431142981.5143,91698857018.4857
Miscellaneous Receipts,12045000000.0,Receipt,Real,-5.0,94,Max,8.0,123610000000.0,143610000000.0,143610000000.0,131565000000.0,123610000000.0,111565000000.0,0.006692850924284857,143476142981.5143,131431142981.5143
Spacer 9,40000000000.0,Receipt,Spacer,-5.0,94,Max,9.0,,183610000000.0,183610000000.0,143610000000.0,123610000000.0,123610000000.0,0.006692850924284857,183208428944.5429,143476142981.5143
Corporation Income Taxes,59721000000.0,Receipt,Real,-5.0,94,Max,10.0,183331000000.0,243331000000.0,243331000000.0,183610000000.0,183331000000.0,123610000000.0,0.006692850924284857,242929428944.5429,183208428944.5429
Spacer 11,40000000000.0,Receipt,Spacer,-5.0,94,Max,11.0,,283331000000.0,283331000000.0,243331000000.0,183331000000.0,183331000000.0,0.006692850924284857,282661714907.57153,242929428944.5429
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-5.0,94,Max,12.0,306286000000.0,406286000000.0,406286000000.0,283331000000.0,306286000000.0,183331000000.0,0.006692850924284857,405616714907.57153,282661714907.57153
Spacer 13,40000000000.0,Receipt,Spacer,-5.0,94,Max,13.0,,446286000000.0,446286000000.0,406286000000.0,306286000000.0,306286000000.0,0.006692850924284857,445349000870.6001,405616714907.57153
Individual Income Taxes,249320000000.0,Receipt,Real,-5.0,94,Max,14.0,555606000000.0,695606000000.0,695606000000.0,446286000000.0,555606000000.0,306286000000.0,0.006692850924284857,694669000870.6001,445349000870.6001
Dummy_Source,100000000000.0,Dummy,Spacer,-5.0,5,Min,0.0,100000000000.0,0.0,0.0,0.0,0.0,0.0,0.006692850924284857,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-5.0,5,Min,2.0,103009000000.0,3009000000.0,3009000000.0,0.0,103009000000.0,100000000000.0,0.006692850924284857,3678285092.428486,669285092.4284858
Spacer 3,40000000000.0,Receipt,Spacer,-5.0,5,Min,3.0,,43009000000.0,43009000000.0,3009000000.0,103009000000.0,103009000000.0,0.006692850924284857,43410571055.45709,3678285092.428486
Estate and Gift Taxes,4198000000.0,Receipt,Real,-5.0,5,Min,4.0,107207000000.0,47207000000.0,47207000000.0,43009000000.0,107207000000.0,103009000000.0,0.006692850924284857,47608571055.45709,43410571055.45709
Spacer 5,40000000000.0,Receipt,Spacer,-5.0,5,Min,5.0,,87207000000.0,87207000000.0,47207000000.0,107207000000.0,107207000000.0,0.006692850924284857,87340857018.4857,47608571055.45709
Excise Taxes,4358000000.0,Receipt,Real,-5.0,5,Min,6.0,111565000000.0,91565000000.0,91565000000.0,87207000000.0,111565000000.0,107207000000.0,0.006692850924284857,91698857018.4857,87340857018.4857
Spacer 7,40000000000.0,Receipt,Spacer,-5.0,5,Min,7.0,,131565000000.0,131565000000.0,91565000000.0,111565000000.0,111565000000.0,0.006692850924284857,131431142981.5143,91698857018.4857
Miscellaneous Receipts,12045000000.0,Receipt,Real,-5.0,5,Min,8.0,123610000000.0,143610000000.0,143610000000.0,131565000000.0,123610000000.0,111565000000.0,0.006692850924284857,143476142981.5143,131431142981.5143
